店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,分類
天生好命寵物造型沙龍,702台灣台南市南區金華路二段345巷2號,06 261 0957,,4.5,75,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 休息,5,台南市,中西區,美容
護寵者聯萌 寵物美容|寵物旅館|台南寵物店|台南寵物住宿|台南寵物美容|狗狗洗澡|狗狗住宿|貓咪洗澡|貓咪住宿|皮毛護理專家|寵物店|寵物沙龍｜愛犬寄宿｜愛犬安親,70247台灣台南市南區三官路177號,0968 591 843,https://m.facebook.com/Masoloveari/,4.9,76,星期一: 休息 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5,台南市,中西區,美容
GOIN寵物沙龍,702台灣台南市南區大成路一段62巷9號,0929 519 189,http://www.facebook.com/goin.pet.salon,5,16,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,5,台南市,中西區,美容
理毛Nemöle 寵物美容坊,708台灣台南市安平區平通路519號,0912 701 726,https://instagram.com/more_and_nemole?igshid=OGIzYTJhMTRmYQ==,4.7,15,"星期一: 09:00 – 15:30, 16:30 – 20:00 | 星期二: 09:00 – 15:30, 16:30 – 20:00 | 星期三: 09:00 – 15:30, 16:30 – 20:00 | 星期四: 09:00 – 15:30, 16:30 – 20:00 | 星期五: 09:00 – 15:30, 16:30 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00",5,台南市,中西區,美容
啾咪Jumi寵物美容/毛小孩旅館,701台灣台南市東區前鋒路52號,0936 573 866,https://www.facebook.com/jumi2082385/,4.9,116,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 休息,5,台南市,中西區,美容
花沐寵物沙龍|寵物美容、寵物零食、寵物用品,708台灣台南市安平區文平路65號,,https://reurl.cc/x1R724,5,23,星期一: 休息 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,5,台南市,中西區,美容
森美沐場 寵物沙龍,70458台灣台南市北區西門路四段65巷84號,06 223 4686,https://www.facebook.com/SameiFuro,4.9,53,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,台南市,中西區,美容
寵沐殿PET SHOP－寵物沙龍SPA生活館 |美容|寄宿|周邊商品,708013台灣台南市安平區健康路三段315號1F,06 299 8348,https://www.facebook.com/%E5%AF%B5%E6%B2%90%E6%AE%BF%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8Dspa%E7%94%9F%E6%B4%BB%E9%A4%A8106909555163148,4.8,72,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台南市,中西區,美容
莎琪瑪寵物沙龍,702台灣台南市南區府緯街121號,0900 508 633,http://www.facebook.com/sakimadogspa,5,34,星期一: 休息 | 星期二: 09:30 – 18:00 | 星期三: 09:30 – 18:00 | 星期四: 09:30 – 18:00 | 星期五: 09:30 – 18:00 | 星期六: 09:30 – 18:00 | 星期日: 09:30 – 18:00,5,台南市,中西區,美容
五代寵物沙龍（台南寵物美容推薦／台南寵物住宿／寵物接送／寵物狗狗安親班／寵物狗狗貓鮮食零食推薦／寵物托兒所安親班）,704台灣台南市北區和緯路四段362號,06 252 3819,https://lin.ee/ok4RY9N,4.6,91,星期一: 10:00 – 21:30 | 星期二: 10:00 – 21:30 | 星期三: 10:00 – 21:30 | 星期四: 10:00 – 21:30 | 星期五: 10:00 – 21:30 | 星期六: 10:00 – 21:30 | 星期日: 12:00 – 21:30,5,台南市,中西區,美容
毛腳印寵物沙龍,704台灣台南市北區康樂街477號,0983 164 599,,5,7,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 休息,5,台南市,中西區,美容
沐意盎然寵物沙龍(公休請看臉書和IG),702025台灣台南市南區金華路一段484巷52號,06 263 6981,https://www.facebook.com/muyiangran,4.9,94,星期一: 09:00 – 18:00 | 星期二: 休息 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,5,台南市,中西區,美容
暖暖寵物美容工作室,702台灣台南市南區建南路87號之2號,06 220 5000,,5,17,星期一: 10:30 – 19:00 | 星期二: 休息 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,5,台南市,中西區,美容
Q將寵物美容館,708台灣台南市安平區平通路422號,06 298 6152,https://www.facebook.com/Q%E5%B0%87%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E9%A4%A8-107844293922984/,5,45,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 17:00,5,台南市,中西區,美容
BambiRomeo班比羅密歐專業純貓美容沙龍SPA,704台灣台南市北区開元路477號,06 208 7682,https://lin.ee/EpS8pqJ,5,383,星期一: 休息 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台南市,中西區,美容
佐佐瑪莉寵物沙龍,708台灣台南市安平區民權路四段381-8號,0909 403 341,https://www.facebook.com/zozomarypet/,5,19,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,台南市,中西區,美容
小尾巴客棧｜寵物精品旅館-台南安平寵物零食|寵物旅館推薦|寵物住宿|寵物到府服務|寵物美容|寵物安親|寵物寄宿|寵物保母,708台灣台南市安平區慶平路689號2樓,0922 788 898,https://www.instagram.com/tainan.little.tail/,5,30,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台南市,中西區,美容
樂沛思寵物沙龍,"號 No, No. 46崇善路東區台南市台灣 701",06 290 6686,,5,59,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 休息 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,5,台南市,中西區,美容
毛孩慢步照護美容工作坊,701台灣台南市東區林森路二段192巷13號,0970 591 112,https://www.facebook.com/%E6%AF%9B%E5%AD%A9%E6%85%A2%E6%AD%A5%E7%85%A7%E8%AD%B7%E7%BE%8E%E5%AE%B9%E5%B7%A5%E4%BD%9C%E5%9D%8A-105012074537498/,4.9,47,星期一: 休息 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,5,台南市,中西區,美容
喜恩精緻寵物美容館,710台灣台南市永康區中華西街21巷8-1號,06 302 6657,,4.9,24,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,台南市,中西區,美容
yoyo寵物美容生活館,708台灣台南市安平區建平四街18巷18弄12號,0903 589 733,https://henyea-forest-life.blogspot.com/2023/04/blog-post_8.html?m=1,4.5,45,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,台南市,中西區,美容
幸福寵物美容 - 自助澡堂,702台灣台南市南區福吉二街88號,06 222 6555,https://www.instagram.com/lovedog.bath/,4.5,71,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5,台南市,中西區,美容
汪星人 寵物美容 ️日用雜貨,701台灣台南市東區凱旋路37號,06 208 4046,https://www.facebook.com/petsalon37/,4.6,203,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台南市,中西區,美容
好窩寵物美容,701台灣台南市東區裕農路684號,06 267 2609,https://www.facebook.com/%E5%A5%BD%E7%AA%A9%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-101696165335027,4.9,64,星期一: 10:30 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:30 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,5,台南市,中西區,美容
快樂尾巴專業寵物美容館Happy Tails,701台灣台南市東區崇道路25號,06 290 5673,https://www.facebook.com/%E5%BF%AB%E6%A8%82%E5%B0%BE%E5%B7%B4%E5%B0%88%E6%A5%AD%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-179661855421845/,4.9,27,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 休息 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,5,台南市,中西區,美容
香郊遊-寵物美容,709台灣台南市安南區國安街210巷22號,06 358 8765,https://www.instagram.com/gamedog888?igsh=MTVxOGNhdGxtNDMxNg==,4.9,116,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 休息 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,5,台南市,中西區,美容
皇阿瑪澡堂 寵物自助洗 貓狗美容,70842台灣台南市安平區郡平路146號,06 298 6660,https://lin.ee/pTaymai,4.4,46,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台南市,中西區,美容
轉角武士寵物美容精剪店,701台灣台南市東區裕農路621巷54-6號,0908 922 322,https://www.facebook.com/100742582712519/,4.9,64,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 休息 | 星期六: 休息 | 星期日: 10:00 – 19:00,5,台南市,中西區,美容
錢櫃愛犬美容屋,700台灣台南市中西區郡緯街37號,06 223 3623,,2.4,8,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 休息,4,台南市,中西區,美容
狗印百元快洗,700台灣台南市中西區中華西路二段16號1F,06 299 9800,https://line.me/ti/p/~@628mwrbs,3.3,15,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台南市,中西區,美容
自然捲寵物澡堂|台南中西區,700台灣台南市中西區府緯街9巷29號之11,06 214 1697,,4.5,32,星期一: 休息 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,2,台南市,中西區,美容
第寶寵物生活館台南店,700台灣台南市中西區金華路三段6號,06 223 9458,https://www.facebook.com/profile.php?id=61552506070701,4.5,139,星期一: 11:00 – 00:00 | 星期二: 11:00 – 00:00 | 星期三: 11:00 – 00:00 | 星期四: 11:00 – 00:00 | 星期五: 11:00 – 00:00 | 星期六: 11:00 – 00:00 | 星期日: 11:00 – 00:00,2,台南市,中西區,美容
可樂果寵物生活館,700台灣台南市中西區湖美街70巷16號,06 358 2451,https://lin.ee/rEG7Efa,5,44,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台南市,中西區,美容
美力生寵物生活館,700台灣台南市中西區大同路一段62號,0983 613 997,https://www.facebook.com/dog1209/,4.8,94,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,台南市,中西區,美容
汪布寵物美學,708台灣台南市安平區建平十一街332號,06 298 8980,https://www.facebook.com/wangbupet,4.9,37,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 19:00 | 星期日: 休息,2,台南市,中西區,美容
貝果貝果日韓寵物精品旅館 - 附設溫水游泳池,700台灣台南市中西区南门路159號159-1號,06 214 5122,https://www.bagel-bagel.com/,4.4,201,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,台南市,中西區,美容
樂米時尚寵物工作室,701台灣台南市東區懷恩街58號,,https://m.facebook.com/%E6%A8%82%E7%B1%B3%E6%99%82%E5%B0%9A%E5%AF%B5%E7%89%A9%E5%B7%A5%E4%BD%9C%E5%AE%A4-306597499351012/,4.9,66,星期一: 10:30 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,2,台南市,中西區,美容
米雅寵物工作室,700台灣台南市中西區友愛街359號,,,5,2,,2,台南市,中西區,美容
浴毛屋 寵物SPA自助洗澡,704台灣台南市北區臨安路二段319號1樓,0926 848 226,https://bubblefurhouse.com/,5,26,星期一: 13:00 – 21:30 | 星期二: 休息 | 星期三: 休息 | 星期四: 13:00 – 21:30 | 星期五: 13:00 – 21:30 | 星期六: 13:00 – 21:30 | 星期日: 13:00 – 21:30,2,台南市,中西區,美容
愛諾寵物生活館(臨安館),70060台灣台南市中西區臨安路一段16號,06 226 3666,https://www.iknowpetshop.com/,4.3,62,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 休息 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,台南市,中西區,美容
Pet's Whisper 寵物私語,708台灣台南市安平區健康二街531號,06 295 0821,,4.9,37,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,2,台南市,中西區,美容
慢飛寵物美學,701001台灣台南市東區樹林街一段207號,06 213 5898,https://www.facebook.com/Man-fei%E6%85%A2%E9%A3%9B%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AD%B8-101784125208226/,4.9,16,星期一: 10:00 – 17:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 10:00 – 17:00 | 星期日: 10:00 – 17:00,2,台南市,中西區,美容
狗狗超人PetGrooming,700台灣台南市中西區南寧街100號,06 213 0322,https://www.facebook.com/%E7%8B%97%E7%8B%97%E8%B6%85%E4%BA%BA%E5%B0%88%E6%A5%AD%E7%9A%AE%E6%AF%9B%E8%AA%BF%E7%90%86PetGrooming-109057090877019,5,17,,2,台南市,中西區,美容
壞壞狗寵物旅館∣MND ∣台南．大空間狗狗旅館．住宿．安親托顧,704台灣台南市北區成功路382-1號,06 222 2083,http://badbaddogs.looker.tw/,4.4,123,星期一: 10:00 – 18:30 | 星期二: 休息 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 10:00 – 18:30,2,台南市,中西區,美容
汪喵歡樂營(台南館),700台灣台南市中西區文賢路135號,06 350 1234,https://www.facebook.com/cwangmiao/,4.8,1584,星期一: 14:00 – 00:00 | 星期二: 14:00 – 00:00 | 星期三: 休息 | 星期四: 休息 | 星期五: 14:00 – 00:00 | 星期六: 14:00 – 00:00 | 星期日: 14:00 – 00:00,2,台南市,中西區,美容
樂菲寵物生活坊,704台灣台南市北區西門路四段28號,0966 000 637,https://www.facebook.com/profile.php?id=61550015056797&mibextid=LQQJ4d,5,205,星期一: 14:30 – 22:30 | 星期二: 14:30 – 22:30 | 星期三: 14:30 – 22:30 | 星期四: 14:30 – 22:30 | 星期五: 14:30 – 22:30 | 星期六: 14:30 – 22:30 | 星期日: 14:30 – 22:30,2,台南市,中西區,美容
靓寶貝寵物SPA生活館,708台灣台南市安平區育平三街21號,06 295 0698,,4.8,57,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,2,台南市,中西區,美容
琳瓏寵物澡堂,700台灣台南市中西區民族路三段151巷29號,06 221 3993,,,,,2,台南市,中西區,美容
糖狗貓寵物沙龍spa (new),"號, No. 8-1長榮路五段北區台南市台灣 704",0985 966 147,https://www.facebook.com/%E7%B3%96%E7%8B%97%E8%B2%93%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8Dspa-118270039570997/,4.8,29,星期一: 休息 | 星期二: 11:00 – 18:30 | 星期三: 11:00 – 18:30 | 星期四: 休息 | 星期五: 11:00 – 18:30 | 星期六: 11:00 – 18:30 | 星期日: 11:00 – 18:30,5,台南市,中西區,美容
ChiCa奇卡精緻寵物沙龍,702台灣台南市南區健康路二段75號,0989 103 321,https://reurl.cc/GmKV6d,4.7,7,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,5,台南市,中西區,美容
日光泡泡寵物沙龍,704台灣台南市北區育德路151號,06 251 9929,,4.7,38,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 休息 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,5,台南市,中西區,美容
IGOGO寵物沙龍旅館（西門店）,704台灣台南市北區西門路四段282號,0970 677 600,,4.8,63,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台南市,中西區,美容
築夢有妮寵物沙龍,704台灣台南市北區長勝路25號,0906 382 525,https://www.facebook.com/profile.php?id=100074429866007,5,25,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台南市,中西區,美容
牧築寵物沙龍,701台灣台南市東區裕農路668巷7號,0933 223 751,https://www.facebook.com/%E7%89%A7%E7%AF%89%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D-MuZhu-Pet-Salon-113998663587140/,4.8,32,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台南市,中西區,美容
奇巧手寵物沙龍,708台灣台南市安平區文平路215號,06 295 7222,,4.9,20,星期一: 休息 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:20 – 21:00 | 星期日: 10:20 – 21:00,5,台南市,中西區,美容
摸摸熊寵物spa salon,704台灣台南市北區和緯路二段150號,0962 009 006,,4.3,60,星期一: 休息 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台南市,中西區,美容
幸福種子寵物沙龍新興店,702001台灣台南市南區新興路133號,0966 950 625,https://www.facebook.com/profile.php?id=61555171894271&mibextid=ZbWKwL,4.9,53,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台南市,中西區,美容
My Pet || 我的寵物時尚沙龍館（我的寵物故事館）,704台灣台南市北區大興街46-1號,0912 309 033,https://www.facebook.com/mypetlovespa99,4.8,9,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 14:00 – 19:30 | 星期日: 休息,5,台南市,中西區,美容
