店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,分類
栗澡堂寵物美容,401台灣台中市東區旱溪東路一段290-1號,,https://www.instagram.com/lizgoshower/,5,126,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 休息 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,5,台中市,中區,美容
樂曖貓狗生活館-寵物住宿推薦(台中南區)寄宿旅館 優質平價寵物美容 寵物貓狗安親 寵物SPA 貓咪造型美容洗澡,402007台灣台中市南區忠孝路3號,04 2285 8106,,4.8,220,星期一: 11:00 – 20:00 | 星期二: 休息 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台中市,中區,美容
PUPS&PALS寵物美容/台中寵物美容推薦,404台灣台中市北區博館路70號,04 2329 8216,https://lin.ee/1WRqx6r,4.7,102,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,台中市,中區,美容
菓菓寵物美容｜皮毛護理｜口腔護理｜台中寵物溝通,402台灣台中市南區復興路二段205巷41號,0963 785 432,https://lin.ee/bvDDrBi,4.8,24,星期一: 09:30 – 18:30 | 星期二: 09:30 – 18:30 | 星期三: 休息 | 星期四: 休息 | 星期五: 09:30 – 18:30 | 星期六: 09:30 – 18:30 | 星期日: 09:30 – 18:30,5,台中市,中區,美容
旺春風寵物美容,403018台灣台中市西區西屯路一段147號,04 2206 0206,https://www.instagram.com/petsalon_may/,5,124,星期一: 11:00 – 18:30 | 星期二: 11:00 – 18:30 | 星期三: 11:00 – 18:30 | 星期四: 11:00 – 18:30 | 星期五: 11:00 – 18:30 | 星期六: 11:00 – 18:30 | 星期日: 11:00 – 18:30,5,台中市,中區,美容
DNS迪恩斯寵物沙龍,403台灣台中市西區向上路一段17巷2弄21號,0975 155 192,https://m.facebook.com/Dns%E8%BF%AA%E6%81%A9%E6%96%AF%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D-136039031656432/,5,41,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 休息 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,中區,美容
花花寵物美容SPA會館,404台灣台中市北區三民路三段285號,04 2233 5711,,4.7,42,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 休息 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,5,台中市,中區,美容
璀璨寵物美容學苑,411台灣台中市太平區中平九街20號,04 2277 5299,https://www.pet-groomer.com.tw/,5,64,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:30 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,5,台中市,中區,美容
sparky寵物美容工作室(每月營業日期詳見最新動態）,40254台灣台中市南區仁和路5號,0906 829 998,,5,84,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,5,台中市,中區,美容
無理寵物造型所「狗狗洗澡、寵物SPA 美容、口腔護理療程、到府照顧、寵物用品」（每月公休日詳見粉絲專頁）,404台灣台中市北區華興街53號,0939 621 022,,5,105,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,中區,美容
波利蒂蒂寵物沙龍（預約制）,404台灣台中市北區梅川東路三段202號,04 2203 7898,https://www.instagram.com/pollydd202/,5,25,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 休息 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 00:00 – 19:00,5,台中市,中區,美容
汪大爺寵物美容館（安親住宿）,401台灣台中市東區大振街30號,04 2280 0933,https://www.facebook.com/hanawacat/,4.9,29,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,5,台中市,中區,美容
MiLa寵物SPA時尚沙龍,404台灣台中市北區中清路一段556號,04 2299 0008,https://linktr.ee/mila_pet,4.7,84,星期一: 10:00 – 21:00 | 星期二: 休息 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5,台中市,中區,美容
犬藝匠-寵物美容沙龍,402台灣台中市南區五權南路548號,04 2260 8363,https://www.facebook.com/%E7%8A%AC%E8%97%9D%E5%8C%A0-Pet-Grooming-Salon-335416497388300,5,41,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,中區,美容
寵美村寵物美容,401台灣台中市東區建德街94號,0909 212 977,https://www.facebook.com/profile.php?id=61569547872374&mibextid=ZbWKwL,5,13,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 09:00 – 20:30 | 星期日: 09:00 – 20:30,5,台中市,中區,美容
Equal Pet salon,403台灣台中市西區林森路52號,04 2371 3929,http://www.facebook.com/EqualPetSalon,4.9,17,星期一: 休息 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:00 | 星期六: 10:00 – 17:00 | 星期日: 休息,5,台中市,中區,美容
毛五木寵物計畫 - 寵物美容安親住宿,403台灣台中市西區臺灣大道二段222號3F&4F號,04 2328 5222,https://lin.ee/aLPW00p,4.8,200,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,5,台中市,中區,美容
巴哥免費-寵物美容 個人工作室,404台灣台中市北區民權路405巷21號,0921 041 250,https://m.facebook.com/pugfree/,4.9,46,星期一: 休息 | 星期二: 10:00 – 17:00 | 星期三: 10:00 – 17:00 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 10:00 – 17:00 | 星期日: 10:00 – 17:00,5,台中市,中區,美容
蘿莎精緻寵物美容（ 中清店）（台中北屯北區西屯區西區寵物美容推薦｜附設寵物美容｜寵物剪毛｜寵物洗澡｜寵物住宿｜24小時保母照顧｜）,404台灣台中市北區中清路一段758號,04 2295 6868,https://www.facebook.com/rosa.pet.spa,4.8,289,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5,台中市,中區,美容
旺憂寵物(忠明店) — 寵物用品｜寵物美容｜寵物住宿(24小時保母)｜寵物安親,404台灣台中市北區忠明路333號,04 2203 3888,https://lin.ee/pE5cvFX,5,147,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台中市,中區,美容
Shower Time 小時光寵物沙龍,401台灣台中市東區東英七街13號,,,5,82,星期一: 10:00 – 18:00 | 星期二: 休息 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,5,台中市,中區,美容
可樂寵物美容,404台灣台中市北區博館一街15號,04 2329 7255,,4.9,19,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:00,5,台中市,中區,美容
狗狗你好 hello dog 寵物美容,401台灣台中市東區進化路272-5號,04 2360 5299,https://m.facebook.com/hellodogshower/,4.8,67,星期一: 休息 | 星期二: 休息 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台中市,中區,美容
白鬍子寵物美容,402台灣台中市南區信義南街97號,,,4.7,12,星期一: 休息 | 星期二: 休息 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,5,台中市,中區,美容
MIGO寵物美容,403台灣台中市西區五權八街141號,,https://www.facebook.com/migopetgrooming,5,50,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台中市,中區,美容
尊毛屋寵物美容行旅,404台灣台中市北區益華街138號,0958 939 136,https://www.facebook.com/zmw138,4.9,228,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台中市,中區,美容
阿彭寵物美容（阿捧寵物喵旅館）,411台灣台中市太平區振福路219號,0956 051 778,https://www.facebook.com/PONpetshop/,4.9,128,星期一: 09:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5,台中市,中區,美容
旺憂寵物(東興店) — 寵物用品｜寵物美容｜寵物住宿(24小時保母)｜寵物安親,408台灣台中市南屯區東興路二段265號,04 2473 5678,https://lin.ee/Wij3Flb,5,872,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台中市,中區,美容
GO HOME 寵物精緻沙龍,402台灣台中市南區忠孝路3號,04 2285 8106,https://www.facebook.com/gohome03,4.7,13,星期一: 11:00 – 20:00 | 星期二: 休息 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台中市,中區,美容
貓躍貓咪美容工作室,401台灣台中市東區自強南街5巷32號,0986 633 799,https://m.facebook.com/lovecatplanet/?ref=bookmarks,4.7,105,星期一: 12:00 – 19:00 | 星期二: 12:00 – 19:00 | 星期三: 休息 | 星期四: 12:00 – 19:00 | 星期五: 12:00 – 19:00 | 星期六: 12:00 – 19:00 | 星期日: 12:00 – 19:00,5,台中市,中區,美容
美樂地寵物沙龍（歐藤寵物沙龍）,403台灣台中市西區模範街35-2號,04 2326 2320,,4.4,45,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 休息 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,5,台中市,中區,美容
迪艾狗寵物造型沙龍,402台灣台中市南區五權南路485號,04 2262 2388,https://www.facebook.com/dackelpet/,4.8,52,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 休息 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,5,台中市,中區,美容
旺將寵物精品沙龍,404台灣台中市北區大仁街62號,04 2319 0112,http://wangjiang2017.webnode.tw/,4.6,11,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台中市,中區,美容
RB pet grooming｜RB寵物美容,403台灣台中市西區公正路223號,0901 333 087,https://page.line.me/149ayvhd,5,144,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,中區,美容
MaoDog寵物美學-東區不關籠寵物美容|寵物美容spa|專業寵物美容|貓美容|寵物洗澡|人氣寵物美容,401台灣台中市東區十甲東路528號,04 2213 4164,https://www.facebook.com/MaoDog-106093634623050/,4.9,57,星期一: 09:00 – 18:30 | 星期二: 09:00 – 18:30 | 星期三: 09:00 – 18:30 | 星期四: 09:00 – 18:30 | 星期五: 09:00 – 18:30 | 星期六: 09:00 – 18:30 | 星期日: 休息,5,台中市,中區,美容
愛寶屋專業寵物美容,404台灣台中市北區興進路136號,0989 216 257,https://www.facebook.com/146909238704903/,5,12,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 休息 | 星期日: 休息,5,台中市,中區,美容
Echo House愛狗寵物美容精品館,404台灣台中市北區進化北路396-3號,04 2236 0911,,4.7,24,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台中市,中區,美容
京園寵物美容,401台灣台中市東區十甲東路742號,04 2215 4551,,4.7,91,星期一: 休息 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 休息,5,台中市,中區,美容
咕溜寵物美容,412台灣台中市大里區中興路二段683號,0985 066 491,https://instagram.com/guloupet?igshid=NTc4MTIwNjQ2YQ==,5,60,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台中市,中區,美容
Cocola狗狗萊寵物美容專門店,402台灣台中市南區高工路389號,04 2260 9809,https://www.facebook.com/CoCoLa0422609809/,5,101,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,中區,美容
三腳阿比 狗の沙龍,402台灣台中市南區樹義一巷14-3號,04 2263 1897,https://3legsabi.com/,4.9,127,星期一: 休息 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台中市,中區,美容
妙主人寵物生活館,404台灣台中市北區三民路三段103號,04 2221 8969,https://www.facebook.com/Petservice885/?ref=bookmarks,4.8,196,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,台中市,中區,美容
咕嚕咕嚕雙腸搗蛋寵物工作坊,404台灣台中市北區中清路一段89號15F,0980 577 272,https://www.facebook.com/doubledachshund?mibextid=JRoKGi,5,47,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 10:00 – 19:00,2,台中市,中區,美容
萌寶寵物時尚美學館,404台灣台中市北區健行路512號,04 2207 1660,,4.3,36,星期一: 10:00 – 20:00 | 星期二: 休息 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,台中市,中區,美容
蝴蝶蘭寵物店,400台灣台中市中區光復路10號,04 2226 3541,,3.3,38,星期一: 11:30 – 20:00 | 星期二: 11:30 – 20:00 | 星期三: 11:30 – 20:00 | 星期四: 11:30 – 20:00 | 星期五: 11:30 – 20:00 | 星期六: 11:30 – 20:00 | 星期日: 11:30 – 20:00,2,台中市,中區,美容
好日の狗狗 - 日式無麻醉手工潔牙專家｜預約制｜一對一服務｜牙結石一次搞定,40361台灣台中市西區五權五街4號,0910 608 887,https://www.goodday-cattery.com.tw/product-71.html,4.9,28,星期一: 11:00 – 18:00 | 星期二: 11:00 – 18:00 | 星期三: 11:00 – 18:00 | 星期四: 11:00 – 18:00 | 星期五: 11:00 – 18:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 18:00,2,台中市,中區,美容
蜜房子寵物時尚生活館,404台灣台中市北區中清路一段732號,04 2293 2676,,4.8,56,星期一: 09:30 – 20:00 | 星期二: 09:30 – 20:00 | 星期三: 09:00 – 19:00 | 星期四: 09:30 – 20:00 | 星期五: 09:30 – 20:00 | 星期六: 09:00 – 17:00 | 星期日: 休息,2,台中市,中區,美容
狗勾寵物造型,411台灣台中市太平區環中東路三段288號,0906 898 332,https://m.facebook.com/gougou.petgroom,5,35,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台中市,中區,美容
發寶貝寵物生活,401台灣台中市東區東英十一街87號,0981 701 196,https://www.facebook.com/profile.php?id=100088396913335&mibextid=ZbWKwL,5,13,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,2,台中市,中區,美容
魚中魚貓狗水族大賣場-文心店,40862台灣台中市南屯區文心路一段372號,04 2329 2999,https://www.facebook.com/pm.shop01/,4.1,5466,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台中市,中區,美容
桃樂貝寵物沙龍,40146台灣台中市東區台中路131號一樓,04 2228 0201,,4.7,88,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 休息,5,台中市,中區,美容
沐森琳寵物沙龍行旅,404台灣台中市北區梅亭街490號,0905 533 004,https://lin.ee/tAlt9uu,5,138,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,中區,美容
御果寵物沙龍·五權車站店,403台灣台中市西區建國北路二段162號,,,5,38,"星期一: 09:30 – 19:30 | 星期二: 09:30 – 19:30 | 星期三: 09:30 – 19:30 | 星期四: 09:30 – 00:00 | 星期五: 00:00 – 07:30, 09:30 – 00:00 | 星期六: 00:00 – 07:30, 09:30 – 19:30 | 星期日: 09:30 – 19:30",5,台中市,中區,美容
GOGO 寵物沙龍,404台灣台中市北區綏遠路一段1-10號,04 2237 9968,https://www.facebook.com/cena630831,5,10,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 休息 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,5,台中市,中區,美容
六個狗日子寵物沙龍,403台灣台中市西區華美街183號,04 2305 1325,,4.9,32,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,台中市,中區,美容
哈娜寵物沙龍,411台灣台中市太平區新福路58號,0909 979 001,https://m.facebook.com/hana0909979001/?ref=bookmarks,4.6,37,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,台中市,中區,美容
A-BO寵物精緻沙龍,408台灣台中市南屯區東興路二段235號,04 2471 3057,https://m.facebook.com/pages/category/Personal-Blog/A-Bo%E6%99%82%E5%B0%9A%E7%B2%BE%E5%93%81%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D-188052371276554/,4.5,74,星期一: 10:00 – 20:00 | 星期二: 休息 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,台中市,中區,美容
查理布朗寵物沙龍,401台灣台中市東區大興街130號,,https://www.facebook.com/charliebrownpetsalon/info?tab=page_info,4.5,64,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 休息 | 星期日: 10:00 – 19:00,5,台中市,中區,美容
寵牠‧寵物沙龍 Dote it,401017台灣台中市東區東英路295號,0916 821 789,,5,16,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 休息 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,5,台中市,中區,美容
荳醬寵物沙龍,428台灣台中市大雅區雅環路二段64巷49號,0937 988 802,,5,46,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台中市,中區,美容
山芙蓉寵物沙龍-台中寵物美容教學,408台灣台中市南屯區黎明路二段136號,04 2381 2992,https://rink.cc/z11p5,4.9,109,星期一: 11:00 – 22:00 | 星期二: 11:00 – 17:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,5,台中市,中區,美容
沐沐猫澡堂｜專營夜間洗貓｜寵物沙龍｜寵物美容｜台中純洗猫,411台灣台中市太平區宜欣一路131號,0972 919 353,https://www.facebook.com/profile.php?id=61562373284129&mibextid=LQQJ4d,4.8,79,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台中市,中區,美容
