店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,分類
奇異果動物醫院 犬貓動物醫療/進階牙科治療/高階腹腔超音波/心臟超音波/內視鏡,70848台灣台南市安平區平通路377號,06 298 5911,http://kiwiah.blogspot.com/,4.1,277,"星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 13:00, 14:00 – 18:00 | 星期日: 10:00 – 13:00, 14:00 – 18:00",5,台南市,中西區,醫院
全國動物醫院 台南分院,701台灣台南市東區崇德路620號大門在側邊巷子2樓,06 267 3191,http://www.vet.com.tw/store_detail.php?Key=17,3.7,158,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台南市,中西區,醫院
啄木鳥動物醫院(犬貓內外科/特殊寵物內外科/雷射高壓氧治療中心/兔鼠龜鳥守宮等),704台灣台南市北區臨安路二段243號,06 350 5902,https://www.facebook.com/woodpecker.ah/,4.3,196,"星期一: 09:30 – 12:00, 14:00 – 17:30, 18:30 – 21:00 | 星期二: 09:30 – 12:00, 14:00 – 17:30, 18:30 – 21:00 | 星期三: 09:30 – 12:00, 14:00 – 17:30, 18:30 – 21:00 | 星期四: 09:30 – 12:00, 14:00 – 17:00, 18:30 – 21:00 | 星期五: 09:30 – 12:00, 14:00 – 17:30, 18:30 – 21:00 | 星期六: 09:30 – 12:00, 14:00 – 17:30 | 星期日: 09:30 – 12:00, 14:00 – 17:30",5,台南市,中西區,醫院
蕾米動物醫院,704028台灣台南市北區和緯路三段222號,06 358 9382,https://www.facebook.com/profile.php?id=100086089520311,4.7,161,星期一: 10:30 – 00:00 | 星期二: 17:00 – 00:00 | 星期三: 10:30 – 17:30 | 星期四: 10:30 – 00:00 | 星期五: 10:30 – 00:00 | 星期六: 10:30 – 00:00 | 星期日: 10:30 – 00:00,5,台南市,中西區,醫院
可昕犬貓專科醫院(預約優先制)-安南動物醫院推薦｜腎臟科｜皮膚科｜牙科｜｜心臟科｜肝膽腸胃科｜貓專科｜北區｜永康｜中西區｜寵物醫院|,709台灣台南市安南區北安路二段87號,06 358 0796,https://www.kexinah.com.tw/,4.8,212,"星期一: 09:30 – 12:30, 14:00 – 17:30, 18:30 – 20:00 | 星期二: 休息 | 星期三: 09:30 – 12:30, 14:00 – 17:30, 18:30 – 20:00 | 星期四: 09:30 – 12:30, 14:00 – 17:30 | 星期五: 09:30 – 12:30, 14:00 – 17:30, 18:30 – 20:00 | 星期六: 09:30 – 12:30, 14:00 – 17:30, 18:30 – 20:00 | 星期日: 09:30 – 12:00, 14:00 – 17:30",5,台南市,中西區,醫院
艾蒙動物醫院,708台灣台南市安平區文平路507號,06 295 0590,https://www.facebook.com/amorah507.tainan/,4.9,160,"星期一: 09:00 – 13:00, 16:00 – 20:30 | 星期二: 09:00 – 13:00, 16:00 – 20:30 | 星期三: 09:00 – 13:00, 16:00 – 20:30 | 星期四: 09:00 – 13:00, 16:00 – 20:30 | 星期五: 09:00 – 13:00, 16:00 – 20:30 | 星期六: 09:00 – 13:00, 16:00 – 20:30 | 星期日: 休息",5,台南市,中西區,醫院
大愛動物醫院,704台灣台南市北區和緯路二段516號,06 283 1699,,4.4,344,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 17:00,5,台南市,中西區,醫院
山豬動物醫院,70842台灣台南市安平區平通路525號,06 299 1006,https://reurl.cc/lyRGpE,4.7,588,"星期一: 10:00 – 13:00, 15:00 – 17:00, 18:00 – 20:30 | 星期二: 10:00 – 13:00, 15:00 – 17:00, 18:00 – 20:30 | 星期三: 10:00 – 13:00, 15:00 – 17:00, 18:00 – 20:30 | 星期四: 10:00 – 13:00, 15:00 – 17:00, 18:00 – 20:30 | 星期五: 10:00 – 13:00, 15:00 – 17:00, 18:00 – 20:30 | 星期六: 10:00 – 13:00, 15:00 – 17:00, 18:00 – 20:30 | 星期日: 10:00 – 13:00, 15:00 – 17:00, 18:00 – 20:30",5,台南市,中西區,醫院
佳愛動物醫院(犬貓血庫),701台灣台南市東區崇明路167號,06 260 7358,https://www.facebook.com/jiaaiAH,3.5,111,"星期一: 10:00 – 12:00, 14:30 – 17:30, 19:00 – 21:00 | 星期二: 10:00 – 12:00, 14:30 – 17:30, 19:00 – 21:00 | 星期三: 10:00 – 12:00, 14:30 – 17:30, 19:00 – 21:00 | 星期四: 10:00 – 12:00, 14:30 – 17:30, 19:00 – 21:00 | 星期五: 10:00 – 12:00, 14:30 – 17:30, 19:00 – 21:00 | 星期六: 10:00 – 12:00, 14:30 – 17:30, 19:00 – 21:00 | 星期日: 休息",5,台南市,中西區,醫院
府城動物醫院,704台灣台南市北區成功路418號,06 222 9911,https://www.facebook.com/share/15eZDM8tUu/?mibextid=wwXIfr,3.9,122,星期一: 09:00 – 22:00 | 星期二: 09:00 – 22:00 | 星期三: 09:00 – 22:00 | 星期四: 09:00 – 22:00 | 星期五: 09:00 – 22:00 | 星期六: 09:00 – 22:00 | 星期日: 休息,5,台南市,中西區,醫院
立奇動物醫院,701台灣台南市東區東和路34號,06 200 5797,https://www.facebook.com/%E7%AB%8B%E5%A5%87%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-200693756633186/,4.9,529,"星期一: 10:00 – 12:00, 16:00 – 20:00 | 星期二: 10:00 – 12:00, 16:00 – 20:00 | 星期三: 10:00 – 12:00, 16:00 – 20:00 | 星期四: 10:00 – 12:00, 16:00 – 20:00 | 星期五: 10:00 – 12:00, 16:00 – 20:00 | 星期六: 休息 | 星期日: 休息",5,台南市,中西區,醫院
上群動物醫院,701台灣台南市東區東寧路318號,06 274 6648,,4.5,294,"星期一: 10:00 – 13:00, 14:00 – 20:00 | 星期二: 10:00 – 13:00, 14:00 – 20:00 | 星期三: 10:00 – 13:00, 14:00 – 20:00 | 星期四: 10:00 – 13:00, 14:00 – 20:00 | 星期五: 10:00 – 13:00, 14:00 – 20:00 | 星期六: 10:00 – 13:00, 14:00 – 20:00 | 星期日: 休息",5,台南市,中西區,醫院
小毛屋動物醫院,70172台灣台南市東區東門路三段47之1號,06 267 5559,https://www.facebook.com/%E5%B0%8F%E6%AF%9B%E5%B1%8B%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-100768705060860,4.8,262,"星期一: 10:00 – 12:30, 15:00 – 23:30 | 星期二: 休息 | 星期三: 10:00 – 12:30, 15:00 – 23:30 | 星期四: 10:00 – 12:30, 15:00 – 23:30 | 星期五: 10:00 – 12:30, 15:00 – 23:30 | 星期六: 10:00 – 12:30, 15:00 – 23:30 | 星期日: 10:00 – 12:30, 15:00 – 23:30",5,台南市,中西區,醫院
喬巴動物醫院,701台灣台南市東區中華東路三段154號,06 289 5300,,4.6,326,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 09:30 – 20:00 | 星期日: 休息,5,台南市,中西區,醫院
豆卡動物醫院 - 寵物腫瘤|寵物外科|寵物健檢|x光超音波|牙科x光|骨科|皮膚|狗貓專科|台南動物醫院推薦,701台灣台南市東區裕農路300號,06 208 8097,https://www.facebook.com/%E8%B1%86%E5%8D%A1%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-DC-animal-hospital-106187408517190,4.7,278,"星期一: 10:30 – 13:30, 15:30 – 21:30 | 星期二: 10:30 – 13:30, 15:30 – 21:30 | 星期三: 10:30 – 13:30, 15:30 – 21:30 | 星期四: 10:30 – 13:30, 15:30 – 21:30 | 星期五: 10:30 – 13:30, 15:30 – 21:30 | 星期六: 10:30 – 13:30, 15:30 – 21:30 | 星期日: 10:30 – 13:30, 15:30 – 18:30",5,台南市,中西區,醫院
民生動物醫院,708台灣台南市安平區健康二街56號,0931 996 183,,4.8,43,,5,台南市,中西區,醫院
人愛動物醫院,701台灣台南市東區崇學路155號,06 269 2028,,4.2,165,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,5,台南市,中西區,醫院
巴斯德動物醫院,700台灣台南市中西區西賢街61號,0920 356 588,,5,3,星期一: 09:00 – 22:00 | 星期二: 09:00 – 22:00 | 星期三: 09:00 – 22:00 | 星期四: 09:00 – 22:00 | 星期五: 09:00 – 22:00 | 星期六: 09:00 – 22:00 | 星期日: 09:00 – 22:00,5,台南市,中西區,醫院
嘉陞動物醫院,700台灣台灣省中西區永華路一段100號,06 224 0867,,4.3,13,"星期一: 09:00 – 12:00, 14:00 – 17:00, 18:30 – 20:00 | 星期二: 09:00 – 12:00, 14:00 – 17:00, 18:30 – 20:00 | 星期三: 09:00 – 12:00, 14:00 – 17:00, 18:30 – 20:00 | 星期四: 09:00 – 12:00, 14:00 – 17:00, 18:30 – 20:00 | 星期五: 09:00 – 12:00, 14:00 – 17:00, 18:30 – 20:00 | 星期六: 09:00 – 12:00, 14:00 – 17:00, 18:30 – 20:00 | 星期日: 休息",5,台南市,中西區,醫院
崇愛動物醫院,701台灣台南市東區崇明路463號,06 260 4733,https://www.facebook.com/tsoaipet,4.4,156,星期一: 09:30 – 19:00 | 星期二: 09:30 – 19:00 | 星期三: 09:30 – 19:00 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 09:30 – 17:00 | 星期日: 休息,5,台南市,中西區,醫院
摩夫摩夫動物醫院 -犬貓心臟醫學專門醫院|國際貓友善金級認證|安平動物醫院|獸醫推薦|狗貓健檢|寵物洗牙|針灸,708台灣台南市安平區府平路243號,06 299 7954,https://www.facebook.com/profile.php?id=61553281244197,5,116,"星期一: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 22:00 | 星期二: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 22:00 | 星期三: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 22:00 | 星期四: 休息 | 星期五: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 22:00 | 星期六: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 22:00 | 星期日: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 22:00",5,台南市,中西區,醫院
聯心動物醫院,710台灣台南市永康區中華路714號,06 302 6658,,4.9,147,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 18:00 | 星期日: 休息,5,台南市,中西區,醫院
惠群動物醫院,704台灣台南市北區文成路745號,06 358 7057,,5,10,"星期一: 09:00 – 12:00, 14:30 – 21:00 | 星期二: 10:00 – 12:00, 14:30 – 21:00 | 星期三: 09:00 – 12:00, 14:30 – 21:00 | 星期四: 10:00 – 12:00, 14:30 – 21:00 | 星期五: 09:00 – 12:00, 14:30 – 21:00 | 星期六: 10:00 – 12:00 | 星期日: 休息",5,台南市,中西區,醫院
弘光動物醫院,702台灣台南市南區永成路三段551巷1號,06 261 8477,,4.8,166,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 休息,5,台南市,中西區,醫院
佳諾寵物醫院,710台灣台南市永康區中華路685號,06 231 3399,https://m.facebook.com/chianuo685/,4.5,494,"星期一: 09:00 – 11:30, 13:30 – 20:30 | 星期二: 09:00 – 11:30, 13:30 – 20:30 | 星期三: 09:00 – 11:30, 13:30 – 20:30 | 星期四: 09:00 – 11:30, 13:30 – 20:30 | 星期五: 09:00 – 11:30, 13:30 – 20:30 | 星期六: 09:00 – 11:30, 13:30 – 17:30 | 星期日: 休息",5,台南市,中西區,醫院
馬汀動物醫院,710台灣台南市永康區中華路8-2號,06 312 5594,,4.6,133,"星期一: 09:00 – 12:30, 14:30 – 21:00 | 星期二: 09:00 – 12:30, 14:30 – 21:00 | 星期三: 休息 | 星期四: 09:00 – 12:30, 14:30 – 21:00 | 星期五: 09:00 – 12:30, 14:30 – 21:00 | 星期六: 09:00 – 12:30, 14:30 – 21:00 | 星期日: 09:00 – 12:30, 14:30 – 17:00",5,台南市,中西區,醫院
諾比諾比動物醫院,710台灣台南市永康區大橋一街130號,06 303 6770,https://www.facebook.com/Norbi130/,4.4,213,"星期一: 10:00 – 13:00, 14:00 – 21:00 | 星期二: 10:00 – 13:00, 14:00 – 17:00 | 星期三: 休息 | 星期四: 10:00 – 13:00, 14:00 – 21:00 | 星期五: 10:00 – 13:00, 14:00 – 19:00 | 星期六: 10:00 – 13:00, 14:00 – 17:00 | 星期日: 休息",5,台南市,中西區,醫院
慈愛動物醫院-金華分院,70241台灣台南市南區新興路509-2號,06 264 1220,https://www.facebook.com/Lkah002,4.5,326,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台南市,中西區,醫院
台灣嘉南動物醫院,704台灣台南市北區長榮路五段425號,06 251 6949,,4.4,105,"星期一: 09:00 – 12:00, 13:30 – 20:30 | 星期二: 09:00 – 12:00, 13:30 – 20:30 | 星期三: 09:00 – 12:00, 13:30 – 18:00 | 星期四: 09:00 – 12:00, 13:30 – 20:30 | 星期五: 09:00 – 12:00, 13:30 – 20:30 | 星期六: 09:00 – 12:00, 13:30 – 18:00 | 星期日: 休息",5,台南市,中西區,醫院
成功動物醫院暨骨科外科手術中心（台南區動物血庫中心）,704台灣台南市北區長榮路四段223號,06 234 2855,https://www.facebook.com/chengkunganimalhospital?mibextid=LQQJ4d,4.5,195,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,5,台南市,中西區,醫院
奇美動物醫院,704台灣台南市北區北安路一段89號,06 282 5889,,5,62,"星期一: 14:00 – 17:00, 18:00 – 20:00 | 星期二: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期三: 09:00 – 12:00, 14:00 – 17:00 | 星期四: 14:00 – 17:00, 18:00 – 20:00 | 星期五: 09:00 – 12:00, 14:00 – 17:00 | 星期六: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期日: 09:00 – 12:00",5,台南市,中西區,醫院
二人三毛動物醫院,709台灣台南市安南區海佃路一段213巷26號,06 250 8282,,5,272,"星期一: 10:00 – 13:00, 17:00 – 22:00 | 星期二: 10:00 – 13:00, 17:00 – 22:00 | 星期三: 10:00 – 13:00, 17:00 – 22:00 | 星期四: 10:00 – 13:00, 17:00 – 22:00 | 星期五: 10:00 – 13:00, 17:00 – 22:00 | 星期六: 10:00 – 13:00, 17:00 – 22:00 | 星期日: 10:00 – 13:00, 17:00 – 22:00",5,台南市,中西區,醫院
華生動物醫院,701台灣台南市東區崇德路528號,06 290 1547,https://www.facebook.com/huasheng062697779/,4.8,222,"星期一: 11:00 – 13:00, 14:00 – 20:30 | 星期二: 11:00 – 13:00, 14:00 – 20:30 | 星期三: 11:00 – 13:00, 14:00 – 20:30 | 星期四: 11:00 – 13:00, 14:00 – 20:30 | 星期五: 11:00 – 13:00, 14:00 – 20:30 | 星期六: 11:00 – 13:00, 14:00 – 20:30 | 星期日: 休息",5,台南市,中西區,醫院
動物之家獸醫院,701台灣台南市東區小東路248-4號,06 209 2209,,4.6,174,"星期一: 09:00 – 12:00, 14:00 – 21:00 | 星期二: 09:00 – 12:00, 14:00 – 21:00 | 星期三: 09:00 – 12:00, 14:00 – 21:00 | 星期四: 休息 | 星期五: 09:00 – 12:00, 14:00 – 21:00 | 星期六: 09:00 – 12:00, 14:00 – 21:00 | 星期日: 09:00 – 12:00, 14:00 – 17:00",5,台南市,中西區,醫院
新生獸醫院,702台灣台南市南區國華街一段126號,06 226 6031,,4.6,441,"星期一: 09:30 – 12:00, 15:00 – 20:00 | 星期二: 09:30 – 12:00, 15:00 – 20:00 | 星期三: 09:30 – 12:00, 15:00 – 20:00 | 星期四: 休息 | 星期五: 09:30 – 12:00, 15:00 – 20:00 | 星期六: 09:30 – 12:00, 15:00 – 20:00 | 星期日: 09:30 – 12:00, 15:00 – 18:00",4,台南市,中西區,醫院
