店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,分類
珍珠動物醫院,403台灣台中市西區三民西路73號,04 2376 0038,https://www.facebook.com/%E7%8F%8D%E7%8F%A0%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-703677556464443/,4.8,271,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 休息,5,台中市,中區,醫院
宏光動物醫院,404台灣台中市北區健行路588號,04 2203 3280,,4,56,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,台中市,中區,醫院
吉米哈利動物醫院,408台灣台中市南屯區大聖街250號,04 2320 6910,http://jamesherriotah.com/,4.3,1380,"星期一: 09:00 – 12:00, 13:30 – 17:30, 19:00 – 21:00 | 星期二: 09:00 – 12:00, 13:30 – 17:30, 19:00 – 21:00 | 星期三: 09:00 – 13:00, 18:00 – 21:00 | 星期四: 09:00 – 12:00, 13:30 – 17:30, 19:00 – 21:00 | 星期五: 09:00 – 12:00, 13:30 – 17:30, 19:00 – 21:00 | 星期六: 09:00 – 12:00, 13:30 – 17:30, 19:00 – 21:00 | 星期日: 09:00 – 12:00, 13:30 – 17:30, 19:00 – 21:00",5,台中市,中區,醫院
夏洛克動物醫院（24小時急診 暨影像診斷中心） - 犬貓影像診斷科|骨科|眼科|皮膚科|犬貓心臟病|專門麻醉醫師-北屯寵物洗牙|動物醫院腫瘤科推薦|寵物白內障超音波乳化術|動物醫院麻醉科|寵物內視鏡|寵物眼科顯微手術中心|24小時動物醫院推薦,406台灣台中市北屯區后庄路599號,04 2426 1608,https://www.sherlockvetah.com.tw/,4.3,281,"星期一: 00:00 – 09:30, 10:00 – 12:30, 13:30 – 17:30, 18:00 – 00:00 | 星期二: 00:00 – 09:30, 10:00 – 12:30, 13:30 – 17:30, 18:00 – 00:00 | 星期三: 00:00 – 09:30, 10:00 – 12:30, 13:30 – 17:30, 18:00 – 00:00 | 星期四: 00:00 – 09:30, 10:00 – 12:30, 13:30 – 17:30, 18:00 – 00:00 | 星期五: 00:00 – 09:30, 10:00 – 12:30, 13:30 – 17:30, 18:00 – 00:00 | 星期六: 00:00 – 09:30, 10:00 – 12:30, 13:30 – 17:30, 18:00 – 00:00 | 星期日: 00:00 – 09:30, 10:00 – 12:30, 13:30 – 17:30, 18:00 – 00:00",5,台中市,中區,醫院+24h急診
侏儸紀野生動物專科醫院 //預約制//外科/內科/中醫/針灸/影像學/斷層掃描//兔子/鼠類/天竺鼠/龍貓/水豚/狐獴/貂/刺蝟/蜜袋鼯/爬蟲/鳥類,403台灣台中市西區英才路625號,04 2375 7808,https://www.jurassiceah.tw/,4.1,1131,"星期一: 10:00 – 13:00, 14:30 – 20:30 | 星期二: 10:00 – 13:00, 14:30 – 20:30 | 星期三: 10:00 – 13:00, 14:30 – 20:30 | 星期四: 10:00 – 13:00, 14:30 – 20:30 | 星期五: 10:00 – 13:00, 14:30 – 20:30 | 星期六: 10:00 – 13:00, 14:30 – 20:30 | 星期日: 10:00 – 13:00, 14:30 – 20:30",5,台中市,中區,醫院
人人動物醫院,403台灣台中市西區公正路146號,04 2302 8848,,4.7,464,"星期一: 17:00 – 18:00, 18:30 – 21:00 | 星期二: 17:00 – 18:00, 18:30 – 21:00 | 星期三: 17:00 – 18:00, 18:30 – 21:00 | 星期四: 17:00 – 18:00, 18:30 – 21:00 | 星期五: 17:00 – 18:00, 18:30 – 21:00 | 星期六: 17:00 – 18:00, 18:30 – 21:00 | 星期日: 休息",5,台中市,中區,醫院
貝爾動物醫院 (全預約制) - 台中西屯區動物醫療服務 推薦寵物醫院 寵物專業診所 犬貓心臟疾病 外科手術 骨科矯正手術 內科疾病 中獸醫針灸復健 皮膚科 牙科 神經外科 前十字韌帶 椎間盤突出 影像診斷電腦斷層掃描,407台灣台中市西屯區四川路118號,04 2311 2020,http://www.bearvet.com/,4.6,330,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 09:30 – 20:30 | 星期日: 09:30 – 20:30,5,台中市,中區,醫院
米懷谷動物醫院,401台灣台中市東區大興街22號,04 2282 2679,,4.6,286,"星期一: 09:00 – 12:00, 13:30 – 20:00 | 星期二: 09:00 – 12:00, 13:30 – 20:00 | 星期三: 09:00 – 12:00 | 星期四: 09:00 – 12:00, 13:30 – 20:00 | 星期五: 09:00 – 12:00, 13:30 – 20:00 | 星期六: 09:00 – 12:00, 13:30 – 18:00 | 星期日: 休息",5,台中市,中區,醫院
宏恩動物醫院,404台灣台中市北區太原路一段426號,04 2203 0359,,4.9,96,"星期一: 09:30 – 12:00, 14:30 – 18:00, 19:00 – 21:00 | 星期二: 09:30 – 12:00, 14:30 – 18:00, 19:00 – 21:00 | 星期三: 09:30 – 12:00, 14:30 – 18:00, 19:00 – 21:00 | 星期四: 09:30 – 12:00, 14:30 – 18:00, 19:00 – 21:00 | 星期五: 09:30 – 12:00, 14:30 – 18:00, 19:00 – 21:00 | 星期六: 09:30 – 12:00, 14:30 – 18:00, 19:00 – 21:00 | 星期日: 休息",5,台中市,中區,醫院
小島動物醫院｜電話或FB私訊預約，院休請看FB公告,40346台灣台中市西區三民西路83號,04 2376 7158,https://www.facebook.com/IAH.tw/?ref=page_internal,4.6,507,"星期一: 10:30 – 13:00, 14:00 – 19:00 | 星期二: 10:30 – 13:00, 14:00 – 19:00 | 星期三: 10:30 – 13:00, 14:00 – 19:00 | 星期四: 10:30 – 13:00, 14:00 – 19:00 | 星期五: 10:30 – 13:00, 14:00 – 19:00 | 星期六: 10:30 – 13:00, 14:00 – 19:00 | 星期日: 10:30 – 13:00, 14:00 – 19:00",5,台中市,中區,醫院
豐陽動物醫院,40345台灣台中市西區林森路96號,04 2378 0808,https://www.facebook.com/FunYoungah/,4.5,73,"星期一: 09:30 – 12:00, 13:30 – 17:00, 18:00 – 21:00 | 星期二: 09:30 – 12:00, 13:30 – 17:00, 18:00 – 21:00 | 星期三: 09:30 – 12:00, 13:30 – 17:00, 18:00 – 21:00 | 星期四: 09:30 – 12:00, 13:30 – 17:00, 18:00 – 21:00 | 星期五: 09:30 – 12:00, 13:30 – 17:00, 18:00 – 21:00 | 星期六: 09:30 – 12:00, 13:30 – 17:00, 18:00 – 21:00 | 星期日: 休息",5,台中市,中區,醫院
默默動物醫院,404台灣台中市北區進化路343號,04 2360 8007,https://www.facebook.com/%E9%BB%98%E9%BB%98%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-110462786298541/,4.7,89,星期一: 13:30 – 21:00 | 星期二: 13:30 – 21:00 | 星期三: 13:30 – 21:00 | 星期四: 13:30 – 21:00 | 星期五: 13:30 – 21:00 | 星期六: 13:30 – 21:00 | 星期日: 休息,5,台中市,中區,醫院
富山動物醫院,406台灣台中市北屯區中清路二段11號,04 2297 8178,https://www.facebook.com/fsah22978178/,4.5,219,"星期一: 09:00 – 12:00, 14:00 – 18:00, 18:30 – 21:00 | 星期二: 09:00 – 12:00, 14:00 – 18:00, 18:30 – 21:00 | 星期三: 09:00 – 12:00, 14:00 – 18:00, 18:30 – 21:00 | 星期四: 09:00 – 12:00, 14:00 – 18:00, 18:30 – 21:00 | 星期五: 09:00 – 12:00, 14:00 – 18:00, 18:30 – 21:00 | 星期六: 09:00 – 12:00, 14:00 – 18:00, 18:30 – 21:00 | 星期日: 休息",5,台中市,中區,醫院
全邑動物醫院,404台灣台中市北區德化街227號,04 2238 1858,https://www.facebook.com/share/YzJH1sdwfzujyiz9,4.8,135,"星期一: 09:00 – 13:00, 14:00 – 18:00, 19:00 – 21:00 | 星期二: 09:00 – 13:00, 14:00 – 18:00, 19:00 – 21:00 | 星期三: 09:00 – 13:00, 14:00 – 18:00, 19:00 – 21:00 | 星期四: 09:00 – 13:00, 14:00 – 18:00, 19:00 – 21:00 | 星期五: 09:00 – 13:00, 14:00 – 18:00, 19:00 – 21:00 | 星期六: 09:00 – 13:00, 14:00 – 18:00, 19:00 – 21:00 | 星期日: 休息",5,台中市,中區,醫院
大安動物醫院,401台灣台中市東區十甲路230號,04 2212 5619,https://www.facebook.com/share/1DNYuuVd8c/,4.5,292,"星期一: 09:00 – 12:00, 13:30 – 21:00 | 星期二: 09:00 – 12:00, 13:30 – 21:00 | 星期三: 09:00 – 12:00, 13:30 – 21:00 | 星期四: 09:00 – 12:00, 13:30 – 21:00 | 星期五: 09:00 – 12:00, 13:30 – 21:00 | 星期六: 09:00 – 12:00, 13:30 – 21:00 | 星期日: 休息",5,台中市,中區,醫院
台碩動物醫院,404台灣台中市北區中清路一段470號,04 2208 2515,,4.1,28,,5,台中市,中區,醫院
全國動物醫院 大雅分院,404台灣台中市北區中清路一段566號,04 2295 4667,https://www.vet.com.tw/store_detail.php?Key=9,4.2,202,星期一: 10:30 – 21:00 | 星期二: 10:30 – 21:00 | 星期三: 10:30 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 10:30 – 21:00 | 星期六: 10:30 – 21:00 | 星期日: 10:30 – 21:00,5,台中市,中區,醫院
全國動物醫院 七期分院,40455台灣台中市北區育樂街70號,04 2471 2853,http://www.vet.com.tw/store_detail.php?Key=6,4.2,248,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 12:00 – 19:30 | 星期四: 14:00 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,5,台中市,中區,醫院
五福動物醫院,403028台灣台中市西區五權路2-191號8號,04 2376 2508,https://woofvet.com.tw/,4.5,143,"星期一: 09:00 – 12:00, 13:00 – 21:00 | 星期二: 09:00 – 12:00, 13:00 – 21:00 | 星期三: 09:00 – 12:00, 13:00 – 21:00 | 星期四: 09:00 – 12:00, 13:00 – 21:00 | 星期五: 09:00 – 12:00, 13:00 – 21:00 | 星期六: 09:00 – 12:00, 13:00 – 18:00 | 星期日: 休息",5,台中市,中區,醫院
全國動物醫院 貓醫院,40457台灣台中市北區進化北路162號,04 2237 7025,https://www.vet.com.tw/store_detail.php?Key=11,4.3,370,星期一: 10:30 – 21:00 | 星期二: 10:30 – 21:00 | 星期三: 10:30 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 11:00 – 19:00 | 星期六: 10:30 – 21:00 | 星期日: 10:30 – 21:00,5,台中市,中區,醫院
全國動物醫院 大里分院,412003台灣台中市大里區中興路二段785號,04 2407 7991,http://www.vet.com.tw/store_detail.php?Key=2,4.4,248,星期一: 10:30 – 21:00 | 星期二: 10:30 – 21:00 | 星期三: 10:30 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 10:30 – 21:00 | 星期六: 10:30 – 21:00 | 星期日: 10:30 – 20:30,5,台中市,中區,醫院
森洧動物醫院,412台灣台中市大里區中興路二段442-3號,04 2485 3505,https://www.facebook.com/sunway.ah,4.8,783,"星期一: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期二: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期三: 09:00 – 12:00, 14:00 – 17:00 | 星期四: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期五: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期六: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期日: 09:00 – 12:00, 14:00 – 16:00",5,台中市,中區,醫院
一心獸醫院,404台灣台中市北區錦華街56號,04 2235 1677,,4.7,192,"星期一: 10:00 – 12:00, 16:30 – 20:30 | 星期二: 10:00 – 12:00, 16:30 – 20:30 | 星期三: 10:00 – 12:00, 16:30 – 20:30 | 星期四: 10:00 – 12:00, 16:30 – 20:30 | 星期五: 10:00 – 12:00, 16:30 – 20:30 | 星期六: 10:00 – 12:00, 16:30 – 20:30 | 星期日: 休息",4,台中市,中區,醫院
犬揚獸醫院,404台灣台中市北區英才路298號,04 2205 9822,,4.7,217,"星期一: 14:00 – 20:00 | 星期二: 09:30 – 12:00, 14:00 – 20:00 | 星期三: 09:30 – 12:00, 14:00 – 20:00 | 星期四: 09:30 – 12:00, 14:00 – 20:00 | 星期五: 09:30 – 12:00 | 星期六: 休息 | 星期日: 休息",4,台中市,中區,醫院
杜博動物血庫 | 動物醫院,404台灣台中市北區博館一街32號,04 3704 0004,https://www.facebook.com/doolbbb/,4.9,7,星期一: 09:30 – 21:30 | 星期二: 09:30 – 21:30 | 星期三: 09:30 – 21:30 | 星期四: 09:30 – 21:30 | 星期五: 09:30 – 21:30 | 星期六: 09:30 – 21:30 | 星期日: 09:30 – 21:30,5,台中市,中區,醫院
慈愛動物醫院-台中總院(24H急診),41266台灣台中市大里區國光路二段539號,04 2406 6688,https://m.facebook.com/Lkah009,2.9,349,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台中市,中區,醫院+24h急診
康德動物醫院 夜間急診-台中北屯動物醫院/獸醫/犬貓鼠兔 24小時住院照護/夜間住院/加護/急診 犬貓血庫中心/X光/內外科/超音波 評價 PTT Dcard,406台灣台中市北屯區崇德路二段270號,04 2241 2700,https://www.facebook.com/kantvet/,3.9,337,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台中市,中區,醫院+24h急診
格林威治動物醫院 24H,408032台灣台中市南屯區文心路一段486號,04 2320 2279,https://www.facebook.com/gleamways,4,834,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台中市,中區,醫院+24h急診
太原（火車站）動物醫院24小時急診（先電話詢問預約）專長外科骨科/犬貓鼠兔/高壓氧治療,406台灣台中市北屯區北祥街8號,0909 123 464,https://www.facebook.com/share/nHdNiSFTR9Lpy76p/?mibextid=dD9HTC,3.7,135,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台中市,中區,醫院+24h急診
長和動物醫院,402台灣台中市南區國光路45號,04 2221 9626,,3.2,19,,5,台中市,中區,醫院
和平動物醫院,403台灣台中市西區美村路一段346號,04 2305 9233,,1.8,10,,5,台中市,中區,醫院
成大動物醫院,402台灣台中市南區南平路16號,04 2265 5702,,1,2,,5,台中市,中區,醫院
哈囉彼得動物醫院,408台灣台中市南屯區東興路二段29號,04 2472 8828,,5,7,,5,台中市,中區,醫院
謙谷若松動物醫院,40865台灣台中市南屯區大英街31號,04 2473 0766,,4.3,101,星期一: 14:00 – 00:00 | 星期二: 14:00 – 00:00 | 星期三: 14:00 – 00:00 | 星期四: 休息 | 星期五: 休息 | 星期六: 14:00 – 00:00 | 星期日: 14:00 – 00:00,5,台中市,中區,醫院
惠犬動物醫院,403台灣台中市西區美村路一段631號,04 2373 0123,,4.5,80,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 12:00,5,台中市,中區,醫院
大敦寵物醫院,40354台灣台中市西區精誠一街2號,04 2320 0208,https://www.dvm.com.tw/,4.7,397,"星期一: 09:30 – 12:00, 14:30 – 17:00, 18:30 – 21:00 | 星期二: 09:30 – 12:00, 14:30 – 17:00, 18:30 – 21:00 | 星期三: 09:30 – 12:00, 14:30 – 17:00, 18:30 – 21:00 | 星期四: 09:30 – 12:00, 18:30 – 21:00 | 星期五: 09:30 – 12:00, 14:30 – 17:00, 18:30 – 21:00 | 星期六: 09:30 – 12:00, 14:30 – 17:00, 18:30 – 21:00 | 星期日: 09:30 – 12:00, 14:30 – 17:00, 18:30 – 21:00",5,台中市,中區,醫院
健康動物醫院-台中南屯獸醫/犬貓醫院 洗牙/拔牙/心臟超音波/X光/健康檢查/腫瘤/導尿/結紮/皮膚病/預防針/疫苗 手術 專業價格費用推薦 PTT Dcard,408台灣台中市南屯區河南路四段222號,04 2255 0001,http://jiankangdongwuyiyuanguanwang.webnode.tw/,4.7,286,"星期一: 10:00 – 12:00, 13:30 – 20:00 | 星期二: 10:00 – 12:00, 13:30 – 20:00 | 星期三: 10:00 – 12:00, 13:30 – 20:00 | 星期四: 10:00 – 12:00, 13:30 – 20:00 | 星期五: 10:00 – 12:00, 13:30 – 20:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 16:00",5,台中市,中區,醫院
崇倫動物醫院,402台灣台中市南區忠明南路578號,04 2371 8709,,4.8,176,"星期一: 09:00 – 12:00, 15:00 – 20:00 | 星期二: 09:00 – 12:00, 15:00 – 20:00 | 星期三: 09:00 – 12:00, 15:00 – 20:00 | 星期四: 09:00 – 12:00, 15:00 – 20:00 | 星期五: 09:00 – 12:00, 15:00 – 20:00 | 星期六: 09:00 – 12:00, 15:00 – 20:00 | 星期日: 休息",5,台中市,中區,醫院
百科動物醫院,403台灣台中市西區忠明南路223號,04 2305 5172,https://www.facebook.com/BaiKoveterinaryhospital/,4.4,104,"星期一: 09:30 – 12:00, 14:00 – 20:00 | 星期二: 09:30 – 12:00, 14:00 – 20:00 | 星期三: 09:30 – 12:00, 14:00 – 20:00 | 星期四: 09:30 – 12:00, 14:00 – 20:00 | 星期五: 09:30 – 12:00, 14:00 – 20:00 | 星期六: 09:30 – 12:00, 14:00 – 20:00 | 星期日: 休息",5,台中市,中區,醫院
田中政男動物醫院,404台灣台中市北區進化北路378-24號,0956 351 880,https://www.facebook.com/bazavet0305/,4.7,79,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 休息 | 星期六: 09:00 – 20:00 | 星期日: 休息,5,台中市,中區,醫院
