店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,分類
呼嚕貓專科醫院 Purring Cat Hospital｜預約制看診（板橋｜動物醫院｜推薦）,220030台灣新北市板橋區光武街95號1樓,02 2250 5251,https://www.facebook.com/purringcat.h,4.9,188,"星期一: 10:30 – 12:30, 14:00 – 20:30 | 星期二: 10:30 – 12:30, 14:00 – 20:30 | 星期三: 10:30 – 12:30, 14:00 – 20:30 | 星期四: 10:30 – 12:30, 14:00 – 20:30 | 星期五: 10:30 – 12:30, 14:00 – 20:30 | 星期六: 10:30 – 12:30, 14:00 – 20:30 | 星期日: 10:30 – 12:30, 14:00 – 20:30",5,新北市,板橋區,醫院
板橋台大動物醫院,220台灣新北市板橋區文化路二段11號,02 2258 0809,,4.4,261,星期一: 10:30 – 20:30 | 星期二: 10:30 – 20:30 | 星期三: 10:30 – 20:30 | 星期四: 10:30 – 20:30 | 星期五: 10:30 – 20:30 | 星期六: 10:30 – 20:30 | 星期日: 10:30 – 14:00,5,新北市,板橋區,醫院
維安動物醫院,220台灣新北市板橋區四維路174號之3號,02 2256 3107,https://www.facebook.com/weiandonwm,4.7,567,"星期一: 休息 | 星期二: 10:00 – 12:00, 14:00 – 20:00 | 星期三: 10:00 – 12:00, 14:00 – 20:00 | 星期四: 10:00 – 12:00, 14:00 – 20:00 | 星期五: 10:00 – 12:00, 14:00 – 20:00 | 星期六: 10:00 – 17:00 | 星期日: 休息",5,新北市,板橋區,醫院
台安動物醫院,220台灣新北市板橋區三民路二段204-2號,02 2962 2560,,4.1,402,"星期一: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期二: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期三: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期四: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期五: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期六: 09:00 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期日: 休息",5,新北市,板橋區,醫院
仁愛動物醫院,220台灣新北市板橋區民族路179號,02 2959 4455,,4,318,"星期一: 09:00 – 12:00, 13:00 – 18:00, 19:00 – 21:30 | 星期二: 09:00 – 12:00, 13:00 – 18:00, 19:00 – 21:30 | 星期三: 09:00 – 12:00, 13:00 – 18:00, 19:00 – 21:30 | 星期四: 09:00 – 12:00, 13:00 – 18:00, 19:00 – 21:30 | 星期五: 09:00 – 12:00, 13:00 – 18:00, 19:00 – 21:30 | 星期六: 09:00 – 12:00, 13:00 – 18:00, 19:00 – 21:30 | 星期日: 09:00 – 12:00, 13:00 – 17:00",5,新北市,板橋區,醫院
愛心堡動物醫院(預約優先制),220台灣新北市板橋區合宜一路69號,02 2968 0101,https://m.facebook.com/lovefield0423/,4.8,150,"星期一: 14:00 – 21:00 | 星期二: 14:00 – 21:00 | 星期三: 14:00 – 21:00 | 星期四: 10:00 – 12:00 | 星期五: 10:00 – 12:00, 14:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 21:00 | 星期日: 休息",5,新北市,板橋區,醫院
板橋動物醫院,220台灣新北市板橋區文化路二段522號1樓,02 2252 3218,,4.4,150,"星期一: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期二: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期三: 休息 | 星期四: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期五: 18:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 17:00 | 星期日: 14:00 – 17:00",5,新北市,板橋區,醫院
樂毛動物醫院-板橋寵物外科|犬貓牙科|動物內科|動物醫院推薦|專業動物醫療|寵物健康管理,220台灣新北市板橋區忠孝路169號,02 2958 1065,https://www.facebook.com/Ahlovemore,4.9,107,"星期一: 10:30 – 13:00, 15:00 – 20:30 | 星期二: 10:30 – 13:00, 15:00 – 20:30 | 星期三: 10:30 – 13:00, 15:00 – 20:30 | 星期四: 10:30 – 13:00, 15:00 – 20:30 | 星期五: 10:30 – 13:00, 15:00 – 20:30 | 星期六: 10:30 – 13:00, 15:00 – 20:30 | 星期日: 15:00 – 20:30",5,新北市,板橋區,醫院
佳安動物醫院 寵物醫療｜犬貓醫療｜鼠兔門診｜特寵門診｜推薦動物醫院,220台灣新北市板橋區四川路一段234號,02 2951 1301,https://lunlun19661231.wixsite.com/mysite,4.7,178,"星期一: 10:00 – 12:00, 14:00 – 20:30 | 星期二: 10:00 – 12:00, 14:00 – 20:30 | 星期三: 10:00 – 12:00, 14:00 – 20:30 | 星期四: 10:00 – 12:00, 14:00 – 20:30 | 星期五: 10:00 – 12:00, 14:00 – 20:30 | 星期六: 10:00 – 12:00, 14:00 – 20:00 | 星期日: 休息",5,新北市,板橋區,醫院
亞哲動物醫院,220台灣新北市板橋區中山路二段388-4號,02 2964 6263,https://www.facebook.com/yazhevet,4.7,97,"星期一: 10:00 – 13:00, 14:30 – 18:00, 18:30 – 20:00 | 星期二: 10:00 – 13:00, 14:30 – 18:00, 18:30 – 20:00 | 星期三: 10:00 – 13:00, 14:30 – 18:00, 18:30 – 20:00 | 星期四: 10:00 – 13:00, 14:30 – 18:00, 18:30 – 20:00 | 星期五: 10:00 – 13:00, 14:30 – 18:00, 18:30 – 20:00 | 星期六: 10:00 – 13:00, 14:30 – 18:00, 18:30 – 20:00 | 星期日: 10:00 – 13:00, 14:30 – 18:00, 18:30 – 20:00",5,新北市,板橋區,醫院
青亞動物醫院-預約制 (外科、骨科、牙科、腫瘤外科、一般內科),220台灣新北市板橋區光環路一段80號一樓,02 2952 8989,https://www.facebook.com/%E9%9D%92%E4%BA%9E%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-113007723881493/,5,275,"星期一: 10:00 – 14:00, 16:00 – 20:00 | 星期二: 10:00 – 14:00, 16:00 – 20:00 | 星期三: 10:00 – 14:00, 16:00 – 20:00 | 星期四: 10:00 – 14:00, 16:00 – 20:00 | 星期五: 10:00 – 14:00 | 星期六: 10:00 – 14:00, 16:00 – 20:00 | 星期日: 休息",5,新北市,板橋區,醫院
馬達加斯加動物醫院,220台灣新北市板橋區文化路二段500號,02 8259 5001,https://www.facebook.com/madagascaranimalhospital/,4.1,646,"星期一: 10:00 – 12:00, 13:30 – 17:00, 18:00 – 20:30 | 星期二: 10:00 – 12:00, 13:30 – 17:00, 18:00 – 20:30 | 星期三: 10:00 – 12:00, 13:30 – 17:00, 18:00 – 20:30 | 星期四: 10:00 – 12:00, 13:30 – 17:00, 18:00 – 20:30 | 星期五: 10:00 – 12:00, 13:30 – 17:00, 18:00 – 20:30 | 星期六: 10:00 – 12:00, 13:30 – 17:00, 18:00 – 20:30 | 星期日: 10:00 – 12:00, 13:30 – 17:00, 18:00 – 20:30",5,新北市,板橋區,醫院
長佐動物醫院(犬貓內視鏡微創醫療團隊) *21:00-23:30為夜間急診收費,220台灣新北市板橋區永翠路348號1樓,02 2968 1389,https://www.facebook.com/ctah.vet?mibextid=LQQJ4d,4.9,134,"星期一: 10:00 – 13:00, 14:00 – 00:00 | 星期二: 10:00 – 13:00, 14:00 – 00:00 | 星期三: 10:00 – 13:00, 14:00 – 00:00 | 星期四: 10:00 – 13:00, 14:00 – 00:00 | 星期五: 10:00 – 13:00, 14:00 – 00:00 | 星期六: 10:00 – 13:00, 14:00 – 00:00 | 星期日: 10:00 – 13:00, 14:00 – 00:00",5,新北市,板橋區,醫院
種籽動物醫院 (預約優先制),220台灣新北市板橋區篤行路二段76號,02 8687 1162,http://www.zhongzi-vet.com/,4.9,139,"星期一: 10:30 – 12:30, 14:00 – 20:30 | 星期二: 10:30 – 12:30, 14:00 – 20:30 | 星期三: 10:30 – 12:30, 14:00 – 20:30 | 星期四: 10:30 – 12:30, 14:00 – 20:30 | 星期五: 10:30 – 12:30, 14:00 – 20:30 | 星期六: 10:30 – 12:30, 14:00 – 20:30 | 星期日: 休息",5,新北市,板橋區,醫院
板橋雙十動物醫院,220台灣新北市板橋區雙十路二段4號,02 2250 2000,,4.2,170,"星期一: 09:30 – 12:30, 14:00 – 21:30 | 星期二: 09:30 – 12:30, 14:00 – 21:30 | 星期三: 09:30 – 12:30, 14:00 – 21:30 | 星期四: 09:30 – 12:30, 14:00 – 21:30 | 星期五: 09:30 – 12:30, 14:00 – 21:30 | 星期六: 09:30 – 12:30, 14:00 – 21:30 | 星期日: 09:30 – 12:30, 14:00 – 21:30",5,新北市,板橋區,醫院
曙光動物醫院,220台灣新北市板橋區中山路一段309號,02 2952 9000,,4.3,161,"星期一: 09:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期二: 09:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期三: 09:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期四: 09:00 – 12:00 | 星期五: 09:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期六: 09:00 – 12:00, 13:00 – 17:00, 18:00 – 21:00 | 星期日: 休息",5,新北市,板橋區,醫院
亞麥動物醫院,220台灣新北市板橋區國光路77號,02 2272 4481,,4.7,256,"星期一: 10:00 – 12:00, 13:30 – 21:00 | 星期二: 10:00 – 12:00, 13:30 – 21:00 | 星期三: 10:00 – 12:00, 13:30 – 21:00 | 星期四: 10:00 – 12:00, 13:30 – 21:00 | 星期五: 10:00 – 12:00, 13:30 – 21:00 | 星期六: 10:00 – 12:00, 13:30 – 21:00 | 星期日: 休息",5,新北市,板橋區,醫院
嘉棋動物醫院,220台灣新北市板橋區四川路二段115號,02 8966 2551,,3.7,116,"星期一: 09:30 – 12:00, 13:00 – 18:00, 19:00 – 21:00 | 星期二: 09:30 – 12:00, 13:00 – 18:00, 19:00 – 21:00 | 星期三: 09:30 – 12:00, 13:00 – 18:00, 19:00 – 21:00 | 星期四: 09:30 – 12:00, 13:00 – 18:00, 19:00 – 21:00 | 星期五: 09:30 – 12:00, 13:00 – 18:00, 19:00 – 21:00 | 星期六: 09:30 – 12:00, 13:00 – 18:00 | 星期日: 休息",5,新北市,板橋區,醫院
展翔動物醫院（預約制）犬貓暨特寵【鸚鵡&寵物鳥｜鼠｜兔｜天竺鼠｜龜｜刺蝟｜蜜袋鼯｜雪貂】 聯合門診,220台灣新北市板橋區南雅西路二段97號,02 8965 0318,https://www.facebook.com/974lbpwk/,4.6,311,"星期一: 09:00 – 12:00, 14:00 – 20:00 | 星期二: 休息 | 星期三: 09:00 – 12:00, 14:00 – 20:00 | 星期四: 09:00 – 12:00, 14:00 – 20:00 | 星期五: 09:00 – 12:00, 14:00 – 20:00 | 星期六: 09:00 – 12:00, 14:00 – 20:00 | 星期日: 09:00 – 12:00, 14:00 – 20:00",5,新北市,板橋區,醫院
欣光動物專科醫院,220台灣新北市板橋區中正路332-3號,02 2272 0105,https://rink.cc/wfdgg,4.9,27,"星期一: 10:00 – 13:00, 14:00 – 21:00 | 星期二: 10:00 – 13:00, 14:00 – 21:00 | 星期三: 10:00 – 13:00, 14:00 – 21:00 | 星期四: 10:00 – 13:00, 14:00 – 21:00 | 星期五: 10:00 – 13:00, 14:00 – 21:00 | 星期六: 10:00 – 17:30 | 星期日: 休息",5,新北市,板橋區,醫院
"舍享動物醫院(預約優先, English Service Available, 掛號時間至21:00, 超過採急診計費)",220050台灣新北市板橋區西門街46號,02 2968 5116,https://www.facebook.com/profile.php?id=100088337083245&mibextid=LQQJ4d,5,34,"星期一: 10:00 – 12:00, 14:00 – 22:00 | 星期二: 10:00 – 12:00, 14:00 – 22:00 | 星期三: 10:00 – 12:00, 14:00 – 22:00 | 星期四: 10:00 – 12:00, 14:00 – 22:00 | 星期五: 10:00 – 12:00, 14:00 – 22:00 | 星期六: 10:00 – 12:00, 14:00 – 22:00 | 星期日: 休息",5,新北市,板橋區,醫院
邁德氏賽鴿寵物鳥專科醫院,220台灣新北市板橋區海山路11號,02 8951 2330,,4.5,557,"星期一: 10:00 – 15:30, 18:00 – 20:30 | 星期二: 10:00 – 15:30, 18:00 – 20:30 | 星期三: 10:00 – 15:30 | 星期四: 10:00 – 15:30, 18:00 – 20:30 | 星期五: 10:00 – 15:30, 18:00 – 20:30 | 星期六: 10:00 – 15:30 | 星期日: 休息",5,新北市,板橋區,醫院
麗明動物醫院（24小時住院看護｜預約制）,22071台灣新北市板橋區金門街306號1樓之一,02 8687 3377,https://liming-vet.com/,4.5,28,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,新北市,板橋區,醫院
牧村動物醫院,220台灣新北市板橋區中山路二段28號,02 8951 1172,https://www.facebook.com/mtpet/,4,278,星期一: 12:00 – 23:30 | 星期二: 12:00 – 20:00 | 星期三: 12:00 – 23:30 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 23:30 | 星期日: 12:00 – 23:30,5,新北市,板橋區,醫院
臺灣動物醫院,220台灣新北市板橋區陽明街54號,02 2258 8987,,4.2,37,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,5,新北市,板橋區,醫院
聖博動物醫院,220台灣板橋區重慶路299號,02 2957 0958,,4.7,213,"星期一: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期二: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期三: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期四: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 18:00 | 星期日: 休息",5,新北市,板橋區,醫院
隆安動物醫院,220台灣新北市板橋區忠孝路79號,02 8953 3055,,4.3,45,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,5,新北市,板橋區,醫院
中日動物醫院,235台灣新北市中和區中山路三段2號,02 2226 3639,http://www.unitevet.com/dvmcih35ehome.html,3.4,418,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,新北市,板橋區,醫院
飛梅利動物醫院-新莊動物住院 新莊寵物腎臟科/洗腎 新莊動物心臟病 新莊動物洗牙 新莊急診動物醫院 新莊犬貓/鼠兔專科醫院,242台灣新北市新莊區中興街17號,02 2277 0702,https://www.facebook.com/flymerryAH.com.tw,4.7,118,星期一: 11:00 – 02:00 | 星期二: 11:00 – 02:00 | 星期三: 11:00 – 02:00 | 星期四: 11:00 – 02:00 | 星期五: 11:00 – 02:00 | 星期六: 11:00 – 02:00 | 星期日: 11:00 – 02:00,5,新北市,板橋區,醫院
尚德動物醫院,220台灣新北市板橋區南雅西路二段9號,02 2965 0238,,3.9,16,,5,新北市,板橋區,醫院
聖安動物醫院,242台灣新北市新莊區中港路256號,02 2277 6711,,4.4,1211,星期一: 09:00 – 22:00 | 星期二: 09:00 – 22:00 | 星期三: 09:00 – 22:00 | 星期四: 09:00 – 22:00 | 星期五: 09:00 – 22:00 | 星期六: 09:00 – 22:00 | 星期日: 休息,5,新北市,板橋區,醫院
哈比動物醫院,242台灣新北市新莊區幸福路596號,02 2997 9733,,4.9,470,"星期一: 09:30 – 12:00, 14:00 – 17:00, 18:00 – 21:30 | 星期二: 09:30 – 12:00, 14:00 – 17:00, 18:00 – 21:30 | 星期三: 休息 | 星期四: 09:30 – 12:00, 14:00 – 17:00, 18:00 – 21:30 | 星期五: 09:30 – 12:00, 14:00 – 17:00, 18:00 – 21:30 | 星期六: 09:30 – 12:00, 14:00 – 17:00, 18:00 – 21:30 | 星期日: 休息",5,新北市,板橋區,醫院
布納動物醫院(採電話預約制) - 台大獸醫團隊、腫瘤科、牙科、貓友善、心臟科、超音波,242台灣新北市新莊區思源路332巷22號1樓,02 2990 0262,https://bonheurvet.com/,4.9,239,"星期一: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 20:00 | 星期二: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 20:00 | 星期三: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 20:00 | 星期四: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 20:00 | 星期五: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 20:00 | 星期六: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 20:00 | 星期日: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 20:00",5,新北市,板橋區,醫院
台大員山動物醫院 —內外科、牙科、骨科手術、四級雷射、高壓氧治療中心｜電話預約｜,235026台灣新北市中和區中山路二段577號,02 2223 4519,,4.8,527,"星期一: 10:00 – 12:30, 13:30 – 21:00 | 星期二: 10:00 – 12:30, 13:30 – 21:00 | 星期三: 10:00 – 12:30, 13:30 – 21:00 | 星期四: 10:00 – 12:30, 13:30 – 21:00 | 星期五: 10:00 – 12:30, 13:30 – 21:00 | 星期六: 10:00 – 12:30, 13:30 – 20:30 | 星期日: 10:00 – 12:30, 13:30 – 17:30",5,新北市,板橋區,醫院
全國動物醫院 環球分院,23546台灣新北市中和區中山路三段122號,02 7731 2991,https://www.vet.com.tw/store_detail.php?Key=4,4.2,310,星期一: 10:30 – 21:00 | 星期二: 10:30 – 21:00 | 星期三: 15:00 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 10:30 – 21:00 | 星期六: 10:30 – 21:00 | 星期日: 10:30 – 21:00,5,新北市,板橋區,醫院
中和杜瑪動物醫院 (貓友善醫院|牙科|心臟科|皮膚內分泌|一般內外科),235台灣新北市中和區中原街136號一樓,02 2222 6136,https://zhdumaah.com.tw/,4.7,118,"星期一: 11:00 – 17:00, 18:00 – 22:00 | 星期二: 11:00 – 17:00, 18:00 – 22:00 | 星期三: 11:00 – 17:00, 18:00 – 22:00 | 星期四: 休息 | 星期五: 11:00 – 17:00, 18:00 – 22:00 | 星期六: 11:00 – 17:00, 18:00 – 22:00 | 星期日: 休息",5,新北市,板橋區,醫院
康馨動物醫院,236台灣新北市土城區中央路一段234號,02 2270 8259,https://www.facebook.com/share/1DYkcsR5Du/?mibextid=wwXIfr,4.3,137,"星期一: 10:00 – 13:00, 15:00 – 21:00 | 星期二: 10:00 – 13:00, 15:00 – 21:00 | 星期三: 10:00 – 13:00, 15:00 – 21:00 | 星期四: 10:00 – 13:00, 15:00 – 21:00 | 星期五: 10:00 – 13:00, 15:00 – 21:00 | 星期六: 10:00 – 13:00, 15:00 – 21:00 | 星期日: 10:00 – 17:00",5,新北市,板橋區,醫院
宏誠動物醫院 內視鏡 心臟超音波 醫療中心（預約制,241台灣新北市三重區捷運路33號,02 2971 0123,,4.5,278,"星期一: 10:00 – 12:00, 15:00 – 20:30 | 星期二: 10:00 – 12:00, 15:00 – 20:30 | 星期三: 10:00 – 12:00, 15:00 – 20:30 | 星期四: 10:00 – 12:00, 15:00 – 20:30 | 星期五: 10:00 – 12:00, 15:00 – 20:30 | 星期六: 10:00 – 12:00, 15:00 – 20:30 | 星期日: 10:00 – 16:30",5,新北市,板橋區,醫院
毛宇宙動物醫院（預約制）| 土城獸醫推薦 | 土城狗貓健檢 | 土城動物內科 | 土城狗貓牙科 | 土城狗貓心臟病 | 土城動物醫院推薦,236台灣新北市土城區員林街71巷2號,02 8261 6079,https://www.facebook.com/%E6%AF%9B%E5%AE%87%E5%AE%99%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-115998691111828,4.9,231,"星期一: 10:00 – 12:30, 13:30 – 20:30 | 星期二: 10:00 – 12:30, 13:30 – 20:30 | 星期三: 10:00 – 12:30, 13:30 – 20:30 | 星期四: 10:00 – 12:30, 13:30 – 20:30 | 星期五: 10:00 – 12:30, 13:30 – 20:30 | 星期六: 10:00 – 12:30, 13:30 – 20:30 | 星期日: 休息",5,新北市,板橋區,醫院
大慶動物醫院,236台灣新北市土城區中華路一段22號,02 2266 1075,http://a22661075.blogspot.tw/,4.4,340,星期一: 10:00 – 21:30 | 星期二: 10:00 – 21:30 | 星期三: 10:00 – 21:30 | 星期四: 10:00 – 21:30 | 星期五: 10:00 – 21:30 | 星期六: 10:00 – 21:30 | 星期日: 休息,5,新北市,板橋區,醫院
新北亞東動物醫院 假日夜間來電急診 兔鼠鳥龜貂鼯特寵 預約出診到府醫療,235台灣新北市中和區中正路639號,02 2221 8515,https://vet639.url.tw/,4,70,"星期一: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期二: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期三: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期四: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期五: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期六: 09:00 – 12:00, 14:00 – 18:00, 19:00 – 21:00 | 星期日: 休息",5,新北市,板橋區,醫院
台大愛欣動物醫院,238台灣新北市樹林區樹德街5號,02 2687 5556,,3.7,316,"星期一: 10:00 – 12:30, 13:30 – 22:00 | 星期二: 10:00 – 12:30, 13:30 – 22:00 | 星期三: 10:00 – 12:30, 13:30 – 22:00 | 星期四: 10:00 – 12:30, 13:30 – 22:00 | 星期五: 10:00 – 12:30, 13:30 – 22:00 | 星期六: 10:00 – 12:30, 13:30 – 22:00 | 星期日: 休息",5,新北市,板橋區,醫院
