店名,地址,電話,網站,評分,評分數量,營業時間,城市,區域
Pet厝邊寵物沙龍坊,220台灣新北市板橋區民生路二段226巷19號,02 2255 5323,https://www.facebook.com/Pet%E5%8E%9D%E9%82%8A%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D%E6%97%85%E9%A4%A8-497684673969264/?modal=admin_todo_tour,5,61,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 休息,新北市,板橋區
兔巢 The Rabbit Nest (預約制),220台灣新北市板桥区广和街60號1樓,,https://m.facebook.com/rabbitnest2/,5,96,星期一: 14:00 – 20:00 | 星期二: 13:00 – 20:00 | 星期三: 13:00 – 20:00 | 星期四: 休息 | 星期五: 13:00 – 20:00 | 星期六: 13:00 – 20:00 | 星期日: 休息,新北市,板橋區
Amazing Dog 好狗狗｜寵物訓練｜寵物旅館,235024台灣新北市中和區中原街106號,02 8221 1683,https://instagram.com/amazingdog.training.hotel?igshid=YTQwZjQ0NmI0OA==,4.9,62,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,新北市,板橋區
毛寵舒室,242台灣新北市新莊區福德一街76號,02 8521 1343,http://www.petscomfortzone.tw/,4.9,73,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,新北市,板橋區
宅貓寓所貓旅館,235台灣新北市中和區中山路三段20號1樓,0939 999 560,https://www.home-cat-home.com.tw/,5,101,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,新北市,板橋區
萱宣寵物美容店,220台灣新北市板橋區中正路239巷15號,,,5,3,,新北市,板橋區
Dora朵菈寵物旅館,24250台灣新北市新莊區思源路166巷41號,02 2279 9891,https://www.facebook.com/dora.pets.life,4.9,26,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 休息 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 休息 | 星期日: 11:00 – 21:00,新北市,板橋區
捲尾巴寵物旅宿/新北寵物旅館/永和寵物旅館/狗旅館/狗狗安親/狗狗過夜,234009台灣新北市永和區永平路300號,,https://www.facebook.com/petpawshotel/,4.7,41,星期一: 休息 | 星期二: 09:30 – 20:00 | 星期三: 09:30 – 20:00 | 星期四: 09:30 – 20:00 | 星期五: 09:30 – 20:00 | 星期六: 09:30 – 20:00 | 星期日: 09:30 – 20:00,新北市,板橋區
三毛寵物旅館/三毛寵物美容/貓咪住宿/狗狗美容/狗狗洗澡,234台灣新北市永和區中和路421巷3弄1號1樓,02 2925 8933,https://somemore-pet.com.tw/,4.6,365,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,新北市,板橋區
可愛屋寵物沙龍/住宿 土城店,236台灣新北市土城區中央路一段45巷7號,02 2264 9688,https://instagram.com/qhouse_for_pets?igshid=OGQ5ZDc2ODk2ZA==,4.7,59,星期一: 09:30 – 20:00 | 星期二: 09:30 – 20:00 | 星期三: 09:30 – 20:00 | 星期四: 09:30 – 20:00 | 星期五: 09:30 – 20:00 | 星期六: 09:30 – 20:00 | 星期日: 10:00 – 19:00,新北市,板橋區
寵愛窩SPA寵物沙龍(皮卡丘寵物美容學苑) - 新北 土城 板橋寵物美容住宿推薦 寵物洗澡美容 寵物安親住宿 專業寵物美容教學 狗狗貓咪洗澡剪毛 寵物spa 純手吹 手剪 無烘箱 皮毛調理 寵物旅館 狗狗剪毛 洗澡 美容,236台灣新北市土城區學成路156號1樓,02 2273 0085,https://www.facebook.com/%E5%AF%B5%E6%84%9B%E7%AA%A9spa%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D-107789541065430/,4.8,50,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 休息 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,新北市,板橋區
寵物公園(新海店) - 專業寵物用品&寵物美容,220台灣新北市板橋區英士路74號,02 2250 2233,https://www.wonderpet.asia/,4.8,343,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,新北市,板橋區
阿里巴巴寵萌館,220台灣新北市板橋區館前西路54號,0935 953 999,,4.2,16,星期一: 12:30 – 23:00 | 星期二: 12:30 – 23:00 | 星期三: 12:30 – 23:00 | 星期四: 12:30 – 23:00 | 星期五: 12:30 – 23:00 | 星期六: 12:30 – 23:00 | 星期日: 12:30 – 23:00,新北市,板橋區
聽貓說 貓咪旅館,236台灣新北市土城區中正路67巷33號,0905 618 258,https://www.facebook.com/profile.php?id=100093652426905,5,328,星期一: 11:30 – 20:30 | 星期二: 11:30 – 20:30 | 星期三: 11:30 – 20:30 | 星期四: 11:30 – 20:30 | 星期五: 11:30 – 20:30 | 星期六: 11:30 – 20:30 | 星期日: 11:30 – 20:30,新北市,板橋區
PIG HOUSE 豬窩 - 中和專業寵物貓狗美容spa推薦 精緻貓狗美容接送價格 住宿 安親 貓咪狗狗安親住宿 寵物旅館優質費用 寵物洗澡 首選 沙龍 優質造型修剪 沐浴,235台灣新北市中和區民德路60號1樓,02 2958 2227,https://www.pighousedogcat.com.tw/,4.6,248,星期一: 10:30 – 20:30 | 星期二: 10:30 – 20:30 | 星期三: 10:30 – 20:30 | 星期四: 10:30 – 20:30 | 星期五: 10:30 – 20:30 | 星期六: 10:30 – 20:30 | 星期日: 10:30 – 20:30,新北市,板橋區
Star Cats Hotel 星寵貓旅 ｜貓咪住宿｜洗澡美容｜貓咪美容｜碳酸SPA,236台灣新北市土城區青雲路185之1號,02 2262 8866,https://starcatshotel.weebly.com/,5,222,星期一: 11:30 – 21:00 | 星期二: 11:30 – 21:00 | 星期三: 11:30 – 21:00 | 星期四: 11:30 – 21:00 | 星期五: 11:30 – 21:00 | 星期六: 11:30 – 21:00 | 星期日: 11:30 – 21:00,新北市,板橋區
草妮瑪寵物美容(無固定公休日/請先來電預約）,220台灣新北市板橋區溪崑二街6號1樓,02 8687 5432,https://lin.ee/2Ikgum1,4.8,29,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,新北市,板橋區
維拉薇菈寵物旅館,242台灣新北市新莊區幸福東路115號,02 2990 8900,https://www.facebook.com/villavillapethotel/?modal=admin_todo_tour,4.8,95,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,新北市,板橋區
卡澄寵物美容寵物住宿,236台灣新北市土城區福仁街14號1樓,02 8273 3068,https://www.facebook.com/profile.php?id=100090632528155,4.9,45,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,新北市,板橋區
Hercat.愛貓仕貓咪旅館,236台灣新北市土城區廣明街90巷25號1樓,02 8966 0912,https://www.facebook.com/Hercat%E6%84%9B%E8%B2%93%E4%BB%95-100912734895253/,4.9,93,星期一: 11:00 – 19:30 | 星期二: 11:00 – 19:30 | 星期三: 11:00 – 19:30 | 星期四: 11:00 – 19:30 | 星期五: 11:00 – 19:30 | 星期六: 11:00 – 19:30 | 星期日: 11:00 – 19:30,新北市,板橋區
吉の毛寶澡堂—板橋寵物店/板橋寵物美容/樹林寵物店/樹林寵物美容/寵物用品,220台灣新北市板橋區溪北路148號,02 8685 3285,https://www.instagram.com/jimmy_pet_baby?igsh=ZWV6NzVmY3R5bGIw&utm_source=qr,5,33,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,新北市,板橋區
PIG HOUSE豬窩寵物貓狗美容旅館-土城旗艦店,236台灣新北市土城區明峰街6巷35號1樓,02 2262 4132,https://www.pighousedogcat.com.tw/,5,108,星期一: 10:30 – 20:30 | 星期二: 10:30 – 20:30 | 星期三: 休息 | 星期四: 10:30 – 20:30 | 星期五: 10:30 – 20:30 | 星期六: 10:30 – 20:30 | 星期日: 10:30 – 20:30,新北市,板橋區
東森寵物 新莊中正店,104台灣新北市新庄区中正路102號242,02 2276 0002,http://www.etipets.com/,4.8,491,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,新北市,板橋區
寵物鳥世界 K2 Parrot&Pet House,220台灣新北市板橋區南門街32號,02 2965 3355,http://www.pcstore.com.tw/K2Petbird/,4.6,435,星期一: 12:00 – 19:00 | 星期二: 12:00 – 19:00 | 星期三: 12:00 – 19:00 | 星期四: 12:00 – 19:00 | 星期五: 12:00 – 19:00 | 星期六: 12:00 – 19:00 | 星期日: 12:00 – 19:00,新北市,板橋區
享日子寵物旅館/狗狗安親住宿/鮮食/沐浴spa,242台灣新北市新莊區昌盛街65巷2弄2號,0976 630 707,https://www.facebook.com/profile.php?id=100064110309774&mibextid=LQQJ4d,4.6,192,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,新北市,板橋區
Q比寵物生活館,220台灣新北市板橋區三民路二段204之3號204之3號,02 2961 3030,,4.5,31,星期一: 10:10 – 19:00 | 星期二: 10:10 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 休息 | 星期五: 10:10 – 19:00 | 星期六: 10:10 – 19:00 | 星期日: 休息,新北市,板橋區
阿吉的家貓咪旅館（預約制）,242台灣新北市新莊區新興街26號1樓,0910 135 373,https://lin.ee/x4KR2MQ,4.9,172,星期一: 12:00 – 19:00 | 星期二: 12:00 – 19:00 | 星期三: 12:00 – 19:00 | 星期四: 12:00 – 19:00 | 星期五: 12:00 – 19:00 | 星期六: 12:00 – 19:00 | 星期日: 12:00 – 19:00,新北市,板橋區
金吉兒寵物沙龍旅店（土城明德店）,236台灣新北市土城區明德路二段235號1樓,02 8260 2006,https://www.facebook.com/%E9%87%91%E5%90%89%E5%85%92%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D%E6%97%85%E5%BA%97-%E5%9C%9F%E5%9F%8E%E6%98%8E%E5%BE%B7%E5%BA%97-100210428950755/?ref=pages_you_manage,4.8,64,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,新北市,板橋區
兔子在家,241台灣新北市三重區集美街247巷35號7樓,0979 513 106,https://www.facebook.com/loverabbit1047/?ref=bookmarks,4.9,148,星期一: 09:30 – 21:30 | 星期二: 09:30 – 21:30 | 星期三: 09:30 – 21:30 | 星期四: 09:30 – 21:30 | 星期五: 09:30 – 21:30 | 星期六: 09:30 – 21:30 | 星期日: 09:30 – 21:30,新北市,板橋區
捉迷腸寵物館 - 新北(寵物旅館服務，寵物沙龍，寵物美容店推薦，長毛臘腸犬舍，長毛臘腸，達克斯犬舍，到府寵物保姆),235台灣新北市中和區大勇街25巷15弄13號,0970 732 392,https://www.facebook.com/dooooooglove/?ref=pages_you_manage,5,50,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,新北市,板橋區
小米毛澡堂/皮膚養護/貓咪美容/寵物住宿,24247台灣新北市新莊區中港路406巷2號,02 2996 0060,,5,116,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 休息 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,新北市,板橋區
布魯漫點寵物行為中心 ｜24小時駐店 ｜ 犬貓訓練 ｜住宿｜安親｜到府照護｜老犬照護｜寵物用品｜,236台灣新北市土城區青和街333號,02 8273 3464,https://www.bluemondaypet.com/,5,119,星期一: 11:00 – 18:30 | 星期二: 11:00 – 18:30 | 星期三: 11:00 – 18:30 | 星期四: 11:00 – 18:30 | 星期五: 11:00 – 18:30 | 星期六: 11:00 – 18:30 | 星期日: 11:00 – 18:30,新北市,板橋區
吾悠喵旅-純貓咪旅館（預約制）,235台灣新北市中和區中正路210號,,https://lin.ee/cNgsPih,5,27,星期一: 12:00 – 19:30 | 星期二: 12:00 – 19:30 | 星期三: 12:00 – 19:30 | 星期四: 12:00 – 19:30 | 星期五: 12:00 – 19:30 | 星期六: 12:00 – 19:30 | 星期日: 12:00 – 19:30,新北市,板橋區
