店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域
蝴蝶蘭寵物店,400台灣台中市中區光復路10號,04 2226 3541,,3.3,38,星期一: 11:30 – 20:00 | 星期二: 11:30 – 20:00 | 星期三: 11:30 – 20:00 | 星期四: 11:30 – 20:00 | 星期五: 11:30 – 20:00 | 星期六: 11:30 – 20:00 | 星期日: 11:30 – 20:00,2,台中市,中區
沈家寵物店,400台灣台中市中區光復路16號,04 2223 5615,,4.4,48,星期一: 09:00 – 19:30 | 星期二: 09:00 – 19:30 | 星期三: 09:00 – 19:30 | 星期四: 09:00 – 19:30 | 星期五: 09:00 – 19:30 | 星期六: 09:00 – 19:30 | 星期日: 09:00 – 19:30,2,台中市,中區
好狗運貓狗福利中心-六順店,401台灣台中市東區環中東路五段130號,04 2481 1888,https://www.facebook.com/gdd009/,4.8,412,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 10:30 – 21:30 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30,2,台中市,中區
東森寵物 台中中清店,404台灣台中市北區中清路一段627號,04 2299 1000,http://www.etipets.com/,4.6,476,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,台中市,中區
Bowwow+ 包旺家寵物選品店,404台灣台中市北區興進路134號,04 2233 1568,https://www.bowgoodshop.com/,4.9,252,星期一: 休息 | 星期二: 12:00 – 19:30 | 星期三: 12:00 – 18:30 | 星期四: 12:00 – 19:30 | 星期五: 12:00 – 19:30 | 星期六: 12:00 – 19:30 | 星期日: 12:00 – 19:30,2,台中市,中區
BONEBONE寵物(三民店),403台灣台中市西區三民路一段103號,04 2378 2573,https://portaly.cc/bonebone,4.7,591,星期一: 11:30 – 21:30 | 星期二: 11:30 – 21:30 | 星期三: 11:30 – 21:30 | 星期四: 11:30 – 21:30 | 星期五: 11:30 – 21:30 | 星期六: 11:30 – 21:30 | 星期日: 11:30 – 21:30,2,台中市,中區
MYZOO動物緣 | 貓跳台/貓牆設計/寵物空間裝潢(預約參觀),403台灣台中市西區民權路304巷6號1樓,04 2302 5959,http://www.myzoostudio.com/,4.9,332,"星期一: 09:30 – 12:00, 13:30 – 17:30 | 星期二: 09:30 – 12:00, 13:30 – 17:30 | 星期三: 09:30 – 12:00, 13:30 – 17:30 | 星期四: 09:30 – 12:00, 13:30 – 17:30 | 星期五: 09:30 – 12:00, 13:30 – 17:30 | 星期六: 休息 | 星期日: 休息",2,台中市,中區
貓咪之家,404台灣台中市中區臺灣大道一段670號,04 2226 3883,,3.2,37,星期一: 11:00 – 22:00 | 星期二: 休息 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,台中市,中區
Meowdi 喵的 寵物選品（確切門市營業日請參考IG）,403台灣台中市西區五權西三街89號1樓,04 2378 0001,https://www.meowdi.com/,5,258,星期一: 11:30 – 19:30 | 星期二: 休息 | 星期三: 休息 | 星期四: 11:30 – 19:30 | 星期五: 11:30 – 19:30 | 星期六: 11:30 – 19:30 | 星期日: 11:30 – 19:30,2,台中市,中區
【爪奴日常】寵物工作室,402台灣台中市南區台中路20號,0968 951 528,https://shopee.tw/pawslave,5,1,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:30 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:30 – 20:00 | 星期日: 11:30 – 20:00,2,台中市,中區
哈柔寵物犬舍丨台中推薦買狗賣狗寵物店丨日系柴犬丨貴賓 丨比熊丨狐狸丨瑪爾丨博美丨法鬥丨柯基丨臘腸丨約克夏丨黃金獵犬丨薩摩耶丨邊境牧羊犬,40354台灣台中市西區五權路128號,0908 963 986,https://liff.line.me/1645278921-kWRPP32q/?accountId=995ttoij,4.7,404,星期一: 13:00 – 21:00 | 星期二: 13:00 – 21:00 | 星期三: 13:00 – 21:00 | 星期四: 13:00 – 21:00 | 星期五: 13:00 – 21:00 | 星期六: 13:00 – 21:00 | 星期日: 13:00 – 21:00,2,台中市,中區
老地方寵物生活館 - 大里旗艦店,412台灣台中市大里區大明路415號,04 2406 0936,https://oldplacepet.shop2000.com.tw/,4.7,809,星期一: 11:00 – 21:30 | 星期二: 11:00 – 21:30 | 星期三: 11:00 – 21:30 | 星期四: 11:00 – 21:30 | 星期五: 11:00 – 21:30 | 星期六: 11:00 – 21:30 | 星期日: 11:00 – 21:30,2,台中市,中區
老地方寵物生活館 - 南屯店,408台灣台中市南屯區五權西路二段82號,04 2471 5683,https://oldplacepet.shop2000.com.tw/,4.5,1465,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,台中市,中區
X-DOGZ 寵物精品,404台灣台中市北區崇德路一段131號,04 2234 3397,https://x-dogz.com/,4.4,221,星期一: 11:00 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 18:00,2,台中市,中區
寵物夢工廠 新時代店,401台灣台中市東區復興路四段186號8樓,0968 277 568,https://shp.ee/ftq7v98,3.8,8,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 10:30 – 22:00 | 星期日: 10:30 – 22:00,2,台中市,中區
風車寵物生活館 LaLaport 台中店,401台灣台中市東區進德路700號B1,04 2211 5899,https://www.facebook.com/windmillpetlalaporttxg,3.3,61,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,台中市,中區
不是寵物店-旱溪店,41175台灣台中市太平區旱溪東路一段600號,04 2398 0501,https://notpet.meepshoper.com/,4.4,760,星期一: 11:00 – 21:30 | 星期二: 11:00 – 21:30 | 星期三: 11:00 – 21:30 | 星期四: 11:00 – 21:30 | 星期五: 11:00 – 21:30 | 星期六: 11:00 – 21:30 | 星期日: 11:00 – 21:30,2,台中市,中區
魚中魚貓狗水族大賣場南屯店,408台灣台中市南屯區五權西路二段80號,04 2473 2266,https://www.petsmall.com.tw/petsmall/index.php,4.2,2558,星期一: 10:30 – 22:30 | 星期二: 10:30 – 22:30 | 星期三: 10:30 – 22:30 | 星期四: 10:30 – 22:30 | 星期五: 10:30 – 22:30 | 星期六: 10:30 – 22:30 | 星期日: 10:30 – 22:30,2,台中市,中區
老地方寵物生活館 - 西屯旗艦店,407台灣台中市西屯區成都路319號,04 2295 6136,https://oldplacepet.shop2000.com.tw/,4.3,2076,星期一: 11:00 – 21:30 | 星期二: 11:00 – 21:30 | 星期三: 11:00 – 21:30 | 星期四: 11:00 – 21:30 | 星期五: 11:00 – 21:30 | 星期六: 11:00 – 21:30 | 星期日: 11:00 – 21:30,2,台中市,中區
台中貂媽媽寵物店,404台灣台中市北區原子街90巷10號,0985 706 595,https://www.facebook.com/FerretTaichungMother/,4.5,35,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,台中市,中區
老地方寵物生活館 - 天津店,406台灣台中市北屯區天津路三段45號,04 2237 1405,http://www.shop2000.com.tw/%E8%80%81%E5%9C%B0%E6%96%B9%E5%AF%B5%E7%89%A9%E7%94%9F%E6%B4%BB%E9%A4%A8,4.3,2222,星期一: 11:00 – 21:30 | 星期二: 11:00 – 21:30 | 星期三: 11:00 – 21:30 | 星期四: 11:00 – 21:30 | 星期五: 11:00 – 21:30 | 星期六: 11:00 – 21:30 | 星期日: 11:00 – 21:30,2,台中市,中區
鮮寵一番-寵物零食專賣店,404台灣台中市北區文昌東二街81號1樓,04 2203 0015,https://www.pet-fresh.com.tw/,5,1609,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台中市,中區
老地方寵物生活館 - 十甲店,401台灣台中市東區十甲東路622號,04 2213 6126,https://www.shop2000.com.tw/%E8%80%81%E5%9C%B0%E6%96%B9%E5%AF%B5%E7%89%A9%E7%94%9F%E6%B4%BB%E9%A4%A8,4.4,1772,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,台中市,中區
寵物好事-貓の專門店(忠明店),403台灣台中市西區忠明南路129號,0979 077 077,http://www.happypet.com.tw/,4.6,1995,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,台中市,中區
好狗運貓狗福利中心-十甲店,40147台灣台中市東區十甲東路616號,04 2211 8807,https://www.facebook.com/pm.shop032,4.3,623,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,台中市,中區
老地方寵物生活館 - 南屯二店,408台灣台中市南屯區五權西路二段207號,04 2471 0918,https://oldplacepet.shop2000.com.tw/,4.2,193,星期一: 11:00 – 21:30 | 星期二: 11:00 – 21:30 | 星期三: 11:00 – 21:30 | 星期四: 11:00 – 21:30 | 星期五: 11:00 – 21:30 | 星期六: 11:00 – 21:30 | 星期日: 11:00 – 21:30,2,台中市,中區
寵物好事-貓專門店(文心店),407台灣台中市西屯區文心路三段138-13號,0979 077 077,http://happypet.com.tw/,4.6,1782,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,台中市,中區
蹦蹦寵物(西屯店),407台灣台中市西屯區西屯路二段86號,04 2317 4325,https://portaly.cc/bonebone,4.7,443,星期一: 11:30 – 21:30 | 星期二: 11:30 – 21:30 | 星期三: 11:30 – 21:30 | 星期四: 11:30 – 21:30 | 星期五: 11:30 – 21:30 | 星期六: 11:30 – 21:30 | 星期日: 11:30 – 21:30,2,台中市,中區
魚中魚水族寵物大賣場-北屯店,40666台灣台中市北屯區文心路四段319號,04 2247 8866,https://www.petsmall.com.tw/petsmall/index.php,4.2,1379,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,台中市,中區
Kodomou毛孩選物所 寵物選品,403台灣台中市西區大隆路7號,0916 502 790,https://www.instagram.com/kodomou_select/,4.9,88,星期一: 15:00 – 21:00 | 星期二: 休息 | 星期三: 15:00 – 21:00 | 星期四: 休息 | 星期五: 15:00 – 21:00 | 星期六: 14:00 – 20:00 | 星期日: 14:00 – 20:00,2,台中市,中區
老地方寵物生活館 - 中德店,404台灣台中市北區太原北路96-1號,04 2293 0096,https://m.facebook.com/petoldplace/?locale2=zh_TW#!/petoldplace/about,4.4,305,星期一: 11:00 – 21:30 | 星期二: 11:00 – 21:30 | 星期三: 11:00 – 21:30 | 星期四: 11:00 – 21:30 | 星期五: 11:00 – 21:30 | 星期六: 11:00 – 21:30 | 星期日: 11:00 – 21:30,2,台中市,中區
喜狗喜貓寵物生活館,403台灣台中市西區南屯路一段10號,04 2372 6973,https://www.facebook.com/LDLCLpets/,4.6,261,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 休息 | 星期日: 09:30 – 20:30,2,台中市,中區
不是寵物店-大雅店,42880台灣台中市大雅區中清路四段39-7號,04 2317 1580,https://notpet.meepshoper.com/,4.7,42,星期一: 11:30 – 21:30 | 星期二: 11:30 – 21:30 | 星期三: 11:30 – 21:30 | 星期四: 11:30 – 21:30 | 星期五: 11:30 – 21:30 | 星期六: 11:30 – 21:30 | 星期日: 11:30 – 21:30,2,台中市,中區
Maopaw. Select 毛寶寵物選品店,404台灣台中市北區育才南街1號2樓,,https://www.instagram.com/maopaw_select/,5,1,星期一: 14:00 – 19:00 | 星期二: 14:00 – 19:00 | 星期三: 14:00 – 19:00 | 星期四: 14:00 – 19:00 | 星期五: 14:00 – 19:00 | 星期六: 14:00 – 19:00 | 星期日: 14:00 – 19:00,2,台中市,中區
汪汪&喵喵寵物總部 Mr.WangMeow Pet Food,429台灣台中市神岡區大圳路42-1號,04 2563 4047,,4.8,1814,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,台中市,中區
PUPS&PALS寵物美容/台中寵物美容推薦,404台灣台中市北區博館路70號,04 2329 8216,https://lin.ee/1WRqx6r,4.7,102,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,2,台中市,中區
貝果寵物生活館,401台灣台中市東區台中路157號,04 3507 9685,https://www.facebook.com/bagelpet/,5,19,星期一: 08:00 – 17:00 | 星期二: 08:00 – 17:00 | 星期三: 08:00 – 17:00 | 星期四: 08:00 – 17:00 | 星期五: 08:00 – 17:00 | 星期六: 08:00 – 17:00 | 星期日: 休息,2,台中市,中區
好狗命寵物幸福生活城 文心旗艦店,408台灣台中市南屯區文心路一段385號,04 2259 6659,http://www.facebook.com/gdl021,4.2,825,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 10:30 – 21:30 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30,2,台中市,中區
隆昌寵物百貨-台中大里店,412台灣台中市大里區國光路二段291號,04 2407 2683,https://lin.ee/vuo892T,4.9,353,星期一: 12:00 – 21:40 | 星期二: 12:00 – 21:40 | 星期三: 12:00 – 21:40 | 星期四: 12:00 – 21:40 | 星期五: 12:00 – 21:40 | 星期六: 12:00 – 21:40 | 星期日: 12:00 – 21:40,2,台中市,中區
SassyDog寵物衣服用品批發零售,40462台灣台中市北區中清路一段750號,04 2299 2692,https://instabio.cc/sassydog,4.6,37,星期一: 16:00 – 19:00 | 星期二: 15:00 – 19:00 | 星期三: 15:00 – 19:00 | 星期四: 15:00 – 19:00 | 星期五: 15:00 – 19:00 | 星期六: 休息 | 星期日: 休息,5,台中市,中區
工讀生寵物直播,428台灣台中市大雅區樹德街272號,04 2565 1229,https://www.mijang.com.tw/,4.2,12,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台中市,中區
嗷凹登地球AOAODENGWORLID 專屬寵物毛孩的美食饗宴｜寵物零食.食品,400001台灣台中市中區民族路98號1樓,0970 698 018,https://www.aoaodengworld.tw/,,,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,台中市,中區
寵物夢工廠 總倉-非賣場,411台灣台中市太平區光興路1215巷116號,04 2535 9810,https://mall.shopee.tw/petdream,4.9,984,"星期一: 09:00 – 12:30, 13:30 – 18:00 | 星期二: 09:00 – 12:30, 13:30 – 18:00 | 星期三: 09:00 – 12:30, 13:30 – 18:00 | 星期四: 09:00 – 12:30, 13:30 – 18:00 | 星期五: 09:00 – 12:30, 13:30 – 18:00 | 星期六: 休息 | 星期日: 休息",2,台中市,中區
台中蹦蹦寵物∣BONEBONE（北屯店）-發展中心,406台灣台中市北屯區文心路四段963號,04 2243 2963,https://portaly.cc/bonebone,4.8,926,星期一: 11:30 – 21:30 | 星期二: 11:30 – 21:30 | 星期三: 11:30 – 21:30 | 星期四: 11:30 – 21:30 | 星期五: 11:30 – 21:30 | 星期六: 11:30 – 21:30 | 星期日: 11:30 – 21:30,2,台中市,中區
品澄寵物事業,400台灣台中市中區民族路98號1樓,0905 285 067,,,,,2,台中市,中區
星巴哈尼 寵物保健第一品牌,408台灣台中市南屯區文心路一段521號,080 066 6912,https://www.sbm9e.com/,5,11,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,台中市,中區
寵物好事（公益店）,408台灣台中市南屯區公益路二段112-1號,0979 077 077,http://www.happypet.com.tw/,4.6,306,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,台中市,中區
D&C寵物百貨用品量販店,"152, Dali, 大明路大里區台中市台灣 412",04 2487 5967,,3.8,161,星期一: 09:30 – 22:00 | 星期二: 09:30 – 22:00 | 星期三: 09:30 – 22:00 | 星期四: 09:30 – 22:00 | 星期五: 09:30 – 22:00 | 星期六: 09:30 – 22:00 | 星期日: 休息,5,台中市,中區
咪狗migo 寵物用品店,404台灣台中市北區健行路653號,,https://www.instagram.com/migo_migo_go?igsh=MWx6eWpyMTZ3MW82cA==,5,9,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,5,台中市,中區
甄品寵物生活館 貓の專門店,401台灣台中市東區力行路200巷1號,,,4.3,29,星期一: 18:00 – 22:30 | 星期二: 18:00 – 22:30 | 星期三: 18:00 – 22:30 | 星期四: 18:00 – 22:30 | 星期五: 18:00 – 22:30 | 星期六: 14:00 – 23:00 | 星期日: 14:00 – 23:00,2,台中市,中區
J大叔寵物生活館,402台灣台中市南區南平路2-15號,04 2265 4217,https://m.facebook.com/unclejpetshop/,4.9,26,星期一: 11:00 – 19:30 | 星期二: 11:00 – 19:30 | 星期三: 11:00 – 19:30 | 星期四: 11:00 – 19:30 | 星期五: 11:00 – 19:30 | 星期六: 休息 | 星期日: 休息,2,台中市,中區
台中蹦蹦寵物∣BONEBONE（南屯向上店）←新址,403台灣台中市西區向上路一段492號,04 2471 7452,https://portaly.cc/bonebone,4.8,483,星期一: 11:30 – 21:30 | 星期二: 11:30 – 21:30 | 星期三: 11:30 – 21:30 | 星期四: 11:30 – 21:30 | 星期五: 11:30 – 21:30 | 星期六: 11:30 – 21:30 | 星期日: 11:30 – 21:30,2,台中市,中區
寵曖貓狗生活館-寵物貓狗美容造型 寵物旅館住宿安親接送 SPA按摩 基礎深層美容清潔推薦,40041台灣台中市中區民族路223號,04 2221 9988,https://www.instagram.com/chongai_pet/,5,1886,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,台中市,中區
