店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域
Q比寵物生活館,220台灣新北市板橋區三民路二段204之3號204之3號,02 2961 3030,,4.5,31,星期一: 10:10 – 19:00 | 星期二: 10:10 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 休息 | 星期五: 10:10 – 19:00 | 星期六: 10:10 – 19:00 | 星期日: 休息,2,新北市,板橋區
世界名貓坊 ButterCat,220台灣新北市板橋區雙十路二段4-1號,02 8252 2000,http://www.facebook.com/buttercatclub,4.2,116,星期一: 休息 | 星期二: 10:30 – 21:00 | 星期三: 10:30 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 10:30 – 21:00 | 星期六: 10:30 – 21:00 | 星期日: 10:30 – 21:00,2,新北市,板橋區
貓狗大棧寵物百貨-新莊和興店,242台灣新北市新莊區和興街41號,02 2998 8576,https://catndog.com.tw/,4.8,369,星期一: 11:00 – 23:00 | 星期二: 11:00 – 23:00 | 星期三: 11:00 – 23:00 | 星期四: 11:00 – 23:00 | 星期五: 11:00 – 23:00 | 星期六: 11:00 – 23:00 | 星期日: 11:00 – 23:00,2,新北市,板橋區
喵言犬語寵物坊,220台灣新北市板橋區德興街37巷22號,02 8966 5215,,4.9,12,星期一: 09:30 – 21:30 | 星期二: 09:30 – 21:30 | 星期三: 09:30 – 21:30 | 星期四: 09:30 – 21:30 | 星期五: 09:30 – 21:30 | 星期六: 09:30 – 21:30 | 星期日: 09:30 – 21:30,2,新北市,板橋區
普羅寵物生活館,220台灣新北市板橋區四川路一段174號,0910 324 004,,4.8,29,星期一: 11:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 休息 | 星期五: 10:00 – 18:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 18:00,2,新北市,板橋區
毛手毛腳-毛孩專門店 板橋門市,220台灣新北市板橋區板新路157號,02 2608 3748,http://www.furkidshop.com.tw/,4.4,11,星期一: 休息 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 休息,2,新北市,板橋區
友和寵物百貨精品店,220台灣新北市板橋區雙十路二段35號,02 2258 3916,,,,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,2,新北市,板橋區
我愛寵物 美容中心,220台灣新北市板橋區中正路325巷15號,02 8965 0210,,4.3,17,星期一: 13:00 – 22:00 | 星期二: 13:00 – 22:00 | 星期三: 13:00 – 22:00 | 星期四: 13:00 – 22:00 | 星期五: 13:00 – 22:00 | 星期六: 13:00 – 22:00 | 星期日: 13:00 – 22:00,2,新北市,板橋區
小不點寵物店,220台灣新北市板橋區萬安街53巷32號,0986 951 028,https://www.petshoptw.com/,4.8,541,星期一: 17:00 – 20:30 | 星期二: 12:00 – 20:30 | 星期三: 12:00 – 20:30 | 星期四: 12:00 – 20:30 | 星期五: 12:00 – 20:30 | 星期六: 12:00 – 20:30 | 星期日: 12:00 – 20:30,2,新北市,板橋區
臭貓動物園寵物店-中和景平店-貓狗飼料/罐頭/零食/尿布墊/貓砂,235台灣新北市中和區景平路547號,02 2243 0003,https://www.catzoo.tw/,4.9,367,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,新北市,板橋區
貓狗隊長寵物城(華江店),220台灣新北市板橋區文化路二段501號,02 2250 5000,http://www.wonderpet.asia/,4.5,33,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,新北市,板橋區
歡喜寵物生活館-莒光店,235台灣新北市中和區莒光路149號,02 2222 6161,,4.6,317,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,新北市,板橋區
噗僕園寵物,220台灣新北市板橋區大觀路二段7巷60號,02 2275 0302,https://shopee.tw/shop/4911152/,5,1,星期一: 12:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,2,新北市,板橋區
飼壹毛良 寵物零食用品,242台灣新北市新莊區新興街41號,0912 439 504,https://linktr.ee/41mao,5,59,星期一: 休息 | 星期二: 19:00 – 23:30 | 星期三: 19:00 – 23:30 | 星期四: 19:00 – 23:30 | 星期五: 19:00 – 23:30 | 星期六: 休息 | 星期日: 休息,5,新北市,板橋區
希汪寵物園,220台灣新北市板橋區互助街66號,02 2255 9984,,4.6,142,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,新北市,板橋區
阿貴養了一隻牛-毛孩選物,220台灣新北市板橋區重慶路245巷34號,02 2957 6618,https://www.gueicowshop.com/,5,21,星期一: 休息 | 星期二: 13:00 – 22:00 | 星期三: 13:00 – 22:00 | 星期四: 13:00 – 22:00 | 星期五: 13:00 – 22:00 | 星期六: 13:00 – 22:00 | 星期日: 13:00 – 22:00,2,新北市,板橋區
奇奇寵物館,220台灣新北市板橋區長江路一段369號,02 2250 9699,,2.3,3,星期一: 11:00 – 20:30 | 星期二: 11:00 – 20:30 | 星期三: 11:00 – 20:30 | 星期四: 11:00 – 20:30 | 星期五: 11:00 – 20:30 | 星期六: 11:00 – 20:30 | 星期日: 11:00 – 20:30,2,新北市,板橋區
快樂熊寵物生活館,220台灣新北市板橋區民權路67號,02 8969 8901,,5,8,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,新北市,板橋區
魏啥麻寵物文創 (草食系-牧草飼料保健品，營業時間請參考官網),22063台灣新北市板橋區忠孝路64巷12號1樓,02 2962 2778,https://www.weyyngbuy.com/,4.8,94,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 12:00 – 19:00 | 星期日: 休息,2,新北市,板橋區
寵物好事-貓の專門店(新莊店),24243台灣新北市新莊區中正路425號,0979 077 077,https://happypet.com.tw/,4.9,27,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,新北市,板橋區
一三一室寵物澡堂丨寵物美容丨碳酸spa,220台灣新北市板橋區里仁化街42巷25號,02 8252 0184,https://www.facebook.com/profile.php?id=100079204083850,4.5,47,星期一: 休息 | 星期二: 11:00 – 18:00 | 星期三: 11:30 – 19:00 | 星期四: 11:30 – 19:00 | 星期五: 11:30 – 19:00 | 星期六: 11:30 – 19:00 | 星期日: 休息,2,新北市,板橋區
吉の毛寶澡堂—板橋寵物店/板橋寵物美容/樹林寵物店/樹林寵物美容/寵物用品,220台灣新北市板橋區溪北路148號,02 8685 3285,https://www.instagram.com/jimmy_pet_baby?igsh=ZWV6NzVmY3R5bGIw&utm_source=qr,5,34,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,新北市,板橋區
溜溜狗,220台灣新北市板橋區和平路101巷9號1樓,02 2952 1311,https://www.facebook.com/walking.dog.99/,4.8,130,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 休息 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 休息 | 星期日: 09:00 – 19:00,2,新北市,板橋區
狗寶貝＆曼尼斯貓舍,220台灣新北市板橋區四維路112巷21號,02 2254 7376,https://www.mannescattery.com/,4.9,118,星期一: 休息 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,2,新北市,板橋區
貓言狗語寵物坊,235台灣新北市中和區民享街32巷2號,02 2228 1521,,4.6,64,星期一: 11:40 – 22:30 | 星期二: 11:40 – 22:30 | 星期三: 11:40 – 22:30 | 星期四: 11:40 – 22:30 | 星期五: 11:40 – 22:30 | 星期六: 11:40 – 22:30 | 星期日: 12:00 – 20:30,2,新北市,板橋區
好狗運樹林,238台灣新北市樹林區中正路103號,02 8675 1666,,4.1,564,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,新北市,板橋區
非喵不可貓舍#新北板橋貓舍 #英短#布偶#曼赤肯#金漸層#銀漸層#新北貓舍#新北耶誕城#板橋車站#新北寵物店#英短#布偶貓#板橋賣貓#24小時營業#貓舍#金漸層矮腳#藍金漸層矮腳,220台灣新北市板桥区汉生东路117巷8號1樓,0983 321 689,https://www.facebook.com/%E9%9D%9E%E5%96%B5%E4%B8%8D%E5%8F%AF-famaobook-X-Cattery-126946332206457/,4.9,61,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,新北市,板橋區
貓肥家貓咪旅館 / 板橋新埔,220台灣新北市板橋區文化路二段45號,02 2250 2567,https://www.catfathotel.com/,4.9,263,星期一: 13:00 – 20:30 | 星期二: 13:00 – 20:30 | 星期三: 13:00 – 20:30 | 星期四: 13:00 – 20:30 | 星期五: 13:00 – 20:30 | 星期六: 13:00 – 20:30 | 星期日: 13:00 – 20:30,2,新北市,板橋區
Q貓砂～5包免運,220台灣新北市板橋區廣和街33-8號1F,0926 894 565,https://qcat.waca.ec/,4.6,12,星期一: 13:00 – 18:30 | 星期二: 13:00 – 18:30 | 星期三: 13:00 – 18:30 | 星期四: 13:00 – 18:30 | 星期五: 13:00 – 18:30 | 星期六: 休息 | 星期日: 休息,2,新北市,板橋區
貓愛貓殿堂cat love cat palace - 專門貓店 / 專業品種貓培育 / 合法貓舍 / 健康保障一年 / 新北板橋買貓賣貓 / 買英長.英短.美短.布偶貓.曼赤肯短腿貓.小步舞曲.波斯貓.美國短毛貓.英國短毛貓.長毛貓《電話預約來訪制》,220台灣新北市板橋區龍泉街124巷2號,0968 800 991,https://cat-love-cat-palace.webnode.tw/,4.9,248,星期一: 13:00 – 21:00 | 星期二: 13:00 – 21:00 | 星期三: 13:00 – 21:00 | 星期四: 13:00 – 21:00 | 星期五: 13:00 – 21:00 | 星期六: 13:00 – 21:00 | 星期日: 13:00 – 21:00,2,新北市,板橋區
歡喜寵物生活館-金城店,236台灣新北市土城區金城路三段39號,02 2273 3737,https://www.facebook.com/joypet6161,4.5,155,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,新北市,板橋區
宜加寵物生活館_中華店,242台灣新北市新莊區中華路二段22-1號,02 8993 6000,https://www.facebook.com/yachai89936000/,4.2,294,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 10:00 – 23:00 | 星期日: 10:00 – 23:00,2,新北市,板橋區
白爛貓雜貨舖 板橋店,220台灣新北市板橋區文化路一段139號,02 2968 6859,https://lanlancatshop.that-fish.com/,4.9,1544,星期一: 休息 | 星期二: 休息 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,2,新北市,板橋區
愛貓園 萬華分店,108台灣台北市萬華區環河南路二段92號,02 2306 1098,https://www.lovecat.com.tw/,4.1,720,星期一: 13:00 – 23:00 | 星期二: 13:00 – 23:00 | 星期三: 13:00 – 23:00 | 星期四: 13:00 – 23:00 | 星期五: 13:00 – 23:00 | 星期六: 13:00 – 23:00 | 星期日: 13:00 – 23:00,2,新北市,板橋區
