店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域
中圓寵物家族-中正總店│複合式寵物百貨│優良特定寵物│提供寵物買賣│寵物美容住宿│寵物領養│動物醫院,330台灣桃園市桃園區中正路836號,03 317 7608,https://bmai.app/6cwzjw,4.4,756,星期一: 09:00 – 23:00 | 星期二: 09:00 – 23:00 | 星期三: 09:00 – 23:00 | 星期四: 09:00 – 23:00 | 星期五: 09:00 – 23:00 | 星期六: 09:00 – 23:00 | 星期日: 09:00 – 23:00,2,桃園市,桃園區
東森寵物 桃園巨蛋店,333台灣桃園市龜山區萬壽路二段1379號,03 349 0666,http://www.104pet.com.tw/,4.4,1981,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,桃園市,桃園區
咕咕G寵物城－桃園縣府店,330台灣桃園市桃園區中山路511號,03 332 0058,,4.2,262,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 10:30 – 21:30 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30,2,桃園市,桃園區
光66寵物百貨批發倉,330台灣桃園市桃園區龍壽街199號,03 369 6060,,4.9,1351,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,2,桃園市,桃園區
寵物夢想屋,330台灣桃園市桃園區大興路5號,03 317 6066,,4.6,91,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 10:00 – 23:00 | 星期日: 10:00 – 23:00,2,桃園市,桃園區
狗老板寵物 寶山店,330台灣桃園市桃園區寶山街392號,03 336 0033,,4.1,458,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,桃園市,桃園區
彩虹魚寵物水族百貨館(國際店),330台灣桃園市桃園區國際路二段51號,03 217 0011,,3.7,568,星期一: 10:00 – 22:30 | 星期二: 10:00 – 22:30 | 星期三: 10:00 – 22:30 | 星期四: 10:00 – 22:30 | 星期五: 10:00 – 22:30 | 星期六: 10:00 – 22:30 | 星期日: 10:00 – 22:30,2,桃園市,桃園區
魚中魚貓狗水族大賣場-八德店,334台灣桃園市八德區中華路263-2號,03 378 7799,https://www.petsmall.com.tw/,4.5,1411,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,桃園市,桃園區
藍世界水族寵物城 經國店,330台灣桃園市桃園區經國路36號,03 326 7771,https://www.facebook.com/pg/%E8%97%8D%E4%B8%96%E7%95%8C%E6%B0%B4%E6%97%8F%E5%AF%B5%E7%89%A9%E7%B6%93%E5%9C%8B%E5%BA%97-1526490140992253/about/?ref=page_internal,4.1,1328,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,桃園市,桃園區
可愛幼犬寵物店,33072台灣桃園市桃園區國際路二段186號1樓,0938 312 765,,4.4,76,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,2,桃園市,桃園區
芭比寵物坊,330台灣桃園市桃園區正康二街103號,03 336 9366,,4.5,15,星期一: 13:00 – 23:00 | 星期二: 休息 | 星期三: 13:00 – 23:00 | 星期四: 13:00 – 23:00 | 星期五: 13:00 – 23:00 | 星期六: 13:00 – 23:00 | 星期日: 13:00 – 23:00,2,桃園市,桃園區
布居寵物生活別館,330台灣桃園市桃園區同安街576號1F,0988 363 908,https://lin.ee/SYSUEvL,4.8,455,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,桃園市,桃園區
奇優達寵物生活館,330台灣桃園市桃園區國際路二段194號1-2樓,0963 905 188,https://lin.ee/O7YLrWy,4.9,34,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,桃園市,桃園區
幸福培菓寵物 桃園春日店,330台灣桃園市桃園區春日路241號1樓,03 333 0086,https://lin.ee/9YxhCCl,4,45,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,桃園市,桃園區
米沃可貓狗坊,330台灣桃園市桃園區泰昌十二街80號1樓,03 220 2792,,4.9,11,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,桃園市,桃園區
東森寵物 蘆竹大新店,338台灣桃園市蘆竹區大新一街29號1樓,03 313 6566,https://www.etipets.com/,4.6,148,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,桃園市,桃園區
幸福培菓寵物 桃園龜山店,333台灣桃園市龜山區萬壽路二段655號,03 329 4578,,4.5,327,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,桃園市,桃園區
百分百寵物生活館 寵物美容 (桃園-龜山萬壽店) 獸醫師開的寵物店,333台灣桃園市龜山區萬壽路二段1125號,03 350 5565,https://www.pet100pa.com/,5,243,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,桃園市,桃園區
九福寵物店,330台灣桃園市桃園區民生路464號,03 338 6858,,4.8,24,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 休息 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,2,桃園市,桃園區
大明狗食世界商行,334台灣桃園市八德區大明街173號,03 366 7913,,4.3,79,星期一: 休息 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,桃園市,桃園區
花居寵物生活別館,330台灣桃園市桃園區中正三街389號,0968 622 815,https://lin.ee/YdaEpOh,4.6,284,星期一: 08:00 – 19:00 | 星期二: 08:00 – 19:00 | 星期三: 08:00 – 19:00 | 星期四: 08:00 – 19:00 | 星期五: 08:00 – 19:00 | 星期六: 08:00 – 19:00 | 星期日: 08:00 – 19:00,2,桃園市,桃園區
中圓寵物水族家族-八德門市│複合式寵物百貨│優良特定寵物│提供寵物買賣│寵物美容住宿│動物醫院│水族百貨,334台灣桃園市八德區介壽路二段1072號,03 365 6008,https://bmai.app/6cwzjw,4.5,1161,星期一: 09:00 – 23:00 | 星期二: 09:00 – 23:00 | 星期三: 09:00 – 23:00 | 星期四: 09:00 – 23:00 | 星期五: 09:00 – 23:00 | 星期六: 09:00 – 23:00 | 星期日: 09:00 – 23:00,2,桃園市,桃園區
唯一寵物(桃鶯店) 預約制 小型犬貓 寵物美容,330台灣桃園市桃園區桃鶯路58號,03 366 8830,https://www.facebook.com/pages/category/Pet-Groomer/%E5%94%AF%E4%B8%80%E5%AF%B5%E7%89%A9-108187820954312/,4.5,32,,2,桃園市,桃園區
晨曦寵物龍安店,330台灣桃園市桃園區龍安街109號,03 360 9911,https://www.facebook.com/chenshipet,4.1,173,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,桃園市,桃園區
動物派對寵物沙龍旅館,330台灣桃園市桃園區經國路208巷22號1樓,03 356 2562,,4.5,103,星期一: 休息 | 星期二: 休息 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,2,桃園市,桃園區
狗老板(力行店),330台灣桃園市桃園區力行路169-1號鍋老闆裡面左手邊,03 361 9833,,4.6,16,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,2,桃園市,桃園區
東森寵物 蘆竹南昌店,338台灣桃園市蘆竹區南昌路266號,03 312 0236,http://www.etipets.com/,4.8,193,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,桃園市,桃園區
霈比寵物 (蝦皮網路賣家 DM小舖 實體店),330台灣桃園市桃園區民有八街2-1號,0921 196 128,https://shopee.tw/o2002088,5,2,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 休息 | 星期日: 休息,2,桃園市,桃園區
魚客滿寵物水族館,320台灣桃園市中壢區普忠路255號,03 451 0999,https://www.facebook.com/pet.aquarium/,4.3,1229,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,2,桃園市,桃園區
佳佳寵物服飾店 ️寵物衣服 ️貓狗衣服 ️狗窩 ️狗雨衣 ️,330台灣桃园市桃園區新民街2號2樓,0936 518 953,https://www.facebook.com/superbaby2018/,5,707,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,2,桃園市,桃園區
大象樂園寵物生活館(中原店),320台灣桃園市中壢區中山東路二段55號,03 456 9170,http://tw.user.bid.yahoo.com/tw/show/aboutme?userID=Y0275185076&u=:Y0275185076,4.4,286,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,桃園市,桃園區
日丰寵物生活館,320台灣桃園市中壢區華美一路48號,03 433 6653,https://www.facebook.com/rifeng.tw,4.8,48,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 休息 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 休息,2,桃園市,桃園區
狗老板寵物(中壢環中店),320台灣桃園市中壢區環中東路402之8號,03 455 7222,,4.3,226,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,桃園市,桃園區
王品寵物用品有限公司,320台灣桃園市中壢區高鐵南路四段815號,03 490 6815,https://www.wangping.com.tw/,4.8,39,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,5,桃園市,桃園區
松本迪迪 | 寵物用品專賣店,320台灣桃園市中壢區松勤路13號,0926 902 069,https://rink.cc/8b8fi,5,52,星期一: 休息 | 星期二: 12:00 – 21:30 | 星期三: 12:00 – 21:30 | 星期四: 12:00 – 21:30 | 星期五: 12:00 – 21:30 | 星期六: 12:00 – 21:30 | 星期日: 12:00 – 17:00,5,桃園市,桃園區
一生一世寵物生活館《推薦寵物用品》中壢寵物店｜貓飼料｜合法貓舍｜寵物專賣｜品種貓｜緬因貓｜賽爾凱克｜曼赤肯｜布偶貓｜英短｜美短,32056台灣桃園市中壢區文化路70號,0982 666 345,https://lin.ee/Iz64aOk,4.1,53,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,桃園市,桃園區
中圓寵物股份有限公司 (行政管理中心),330台灣桃園市桃園區中正路836號3樓,03 346 8829,https://bmai.app/6cwzjw,4.5,4,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,桃園市,桃園區
小喵客棧-貓旅館,330台灣桃園市桃園區中正路416-1號2樓,,https://lin.ee/FCyFovJ,4.8,83,星期一: 14:00 – 20:00 | 星期二: 14:00 – 20:00 | 星期三: 14:00 – 20:00 | 星期四: 14:00 – 20:00 | 星期五: 14:00 – 20:00 | 星期六: 休息 | 星期日: 休息,2,桃園市,桃園區
中圓寵物家族-南崁門市│複合式寵物百貨│優良特定寵物│提供寵物買賣│寵物美容住宿│動物醫院,338台灣桃園市蘆竹區中正路362號,03 212 5555,https://bmai.app/6cwzjw,4.5,446,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 10:00 – 23:00 | 星期日: 10:00 – 23:00,2,桃園市,桃園區
幸福培菓寵物 中壢店,32041台灣桃園市中壢區中正路149號一樓,03 280 5611,,4.7,48,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,桃園市,桃園區
愛妮寵物美容館 藝文中心寵物美容美/寶慶路/大興西路,330台灣桃園市桃園區寶慶路152-1號1樓,0981 005 533,https://line.me/R/ti/p/@764monli,5,37,星期一: 休息 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 10:00 – 18:30,2,桃園市,桃園區
"台灣寵物食品有限公司 TPF CO., LTD.",328台灣桃園市觀音區仁愛路二段410號1F,03 473 7770,https://tpftrade.webnode.tw/,5,21,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,桃園市,桃園區
美達寵物精品,320台灣桃園市中壢區中山東路二段107號,03 438 0033,,4.5,245,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,桃園市,桃園區
儉之福超值商品 龍安店 美食 寵物友善 桃園,330台灣桃園市桃園區龍安街74號,03 369 3297,,4.5,105,星期一: 11:30 – 23:00 | 星期二: 11:30 – 23:00 | 星期三: 11:30 – 23:00 | 星期四: 11:30 – 23:00 | 星期五: 11:30 – 23:00 | 星期六: 11:30 – 23:00 | 星期日: 11:30 – 23:00,5,桃園市,桃園區
均展寵物美容,330台灣桃園市桃園區龍安街181-6號,03 369 0985,,5,2,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 休息 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,桃園市,桃園區
麥克寵物店,330台灣桃園市桃園區中埔一街66號,0918 200 089,,,,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,桃園市,桃園區
寵物夢想屋內壢店,320台灣桃園市中壢區強國路8號,03 455 5235,,4.8,18,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 10:00 – 23:00 | 星期日: 10:00 – 23:00,2,桃園市,桃園區
伊嘉寶貝寵物美容坊,330台灣桃園市桃園區同德五街268號,03 216 0153,https://lin.ee/Kf3K8Wo,5,48,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 19:00 | 星期日: 休息,2,桃園市,桃園區
迪兒寵物美容,330台灣桃園市桃園區中埔一街309號,03 316 0043,https://lin.ee/3YEZk0G,4.9,25,星期一: 10:30 – 19:30 | 星期二: 休息 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,2,桃園市,桃園區
江江好寵物用品沙龍,338台灣桃園市蘆竹區明德街40號,03 313 3359,https://www.facebook.com/pages/%E6%B1%9F%E6%B1%9F%E5%A5%BD%E5%AF%B5%E7%89%A9%E7%94%A8%E5%93%81%E6%B2%99%E9%BE%8D/1222950571072921,4.8,79,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5,桃園市,桃園區
澡樂子寵物美容,330台灣桃園市桃園區建國路286號,03 367 8709,https://m.facebook.com/HaveFunPetSalon/,4.9,78,星期一: 11:00 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,2,桃園市,桃園區
快樂毛小孩犬貓生活館,330台灣桃園市桃園區文中路323號1 樓,,,5,22,,2,桃園市,桃園區
貳寶．寵物美容｜選品｜人狗合作散步訓練,330台灣桃園市桃園區慈文路322巷5號,,https://linktr.ee/2pawpet,4.9,44,星期一: 休息 | 星期二: 10:00 – 16:00 | 星期三: 10:00 – 14:00 | 星期四: 10:00 – 16:00 | 星期五: 10:00 – 13:00 | 星期六: 10:00 – 16:00 | 星期日: 10:00 – 16:00,2,桃園市,桃園區
GoGoDog跑跑狗輪椅設計,330台灣桃園市桃園區民有十五街2~36號,0968 520 031,https://m.facebook.com/gogodog.in/,4.8,4,星期一: 08:00 – 17:30 | 星期二: 08:00 – 17:30 | 星期三: 08:00 – 17:30 | 星期四: 08:00 – 17:30 | 星期五: 08:00 – 17:30 | 星期六: 休息 | 星期日: 休息,2,桃園市,桃園區
