店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域
金吉利寵物精品店(公館店)(汀州店),100台灣台北市中正區汀州路三段100號,02 2365 7983,https://m.facebook.com/cold.td/?locale2=zh_TW,4.5,1053,星期一: 12:00 – 23:30 | 星期二: 12:00 – 23:30 | 星期三: 12:00 – 23:30 | 星期四: 12:00 – 23:30 | 星期五: 12:00 – 23:30 | 星期六: 12:00 – 23:30 | 星期日: 12:00 – 23:30,2,台北市,中正區
狗貓貓寵物店,100台灣台北市中正區中華路二段375號,02 2332 0149,https://www.facebook.com/gri7086/,4.5,43,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 22:00 | 星期日: 休息,2,台北市,中正區
金吉利寵物精品-延平店,103台灣台北市大同區延平北路二段223號1樓,02 2550 5554,,4.9,83,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,台北市,中正區
貓壹 展示旗艦店,"號 No, No. 128羅斯福路二段中正區台北市台灣 100",02 2369 1088,http://necoichi.tw/,4.5,74,星期一: 10:00 – 18:50 | 星期二: 10:00 – 18:50 | 星期三: 10:00 – 18:50 | 星期四: 10:00 – 18:50 | 星期五: 10:00 – 18:50 | 星期六: 10:00 – 18:50 | 星期日: 休息,2,台北市,中正區
小純寵物生活館,100台灣台北市中正區辛亥路一段41號,02 2365 5368,,4.5,44,星期一: 10:00 – 20:30 | 星期二: 休息 | 星期三: 10:00 – 20:30 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 20:30 | 星期日: 10:00 – 20:30,2,台北市,中正區
金吉利寵物精品-林森店,104010台灣台北市中山區林森北路362號1樓,02 2568 1444,,4.9,315,星期一: 14:00 – 00:00 | 星期二: 14:00 – 00:00 | 星期三: 14:00 – 00:00 | 星期四: 14:00 – 00:00 | 星期五: 14:00 – 00:00 | 星期六: 14:00 – 00:00 | 星期日: 14:00 – 00:00,2,台北市,中正區
HAPET 好寵(永康店),106台灣台北市大安區信義路二段198巷8-2號1樓,02 2351 2185,https://www.hapet.com.tw/,4.9,890,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,2,台北市,中正區
吃手手寵物精品旅館The Paw Pet Hotel,100台灣台北市中正區濟南路二段35-1號1樓,02 2322 2020,https://thepaw.com.tw/,4.9,87,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,2,台北市,中正區
Together一起寵物生活館,100台灣台北市中正區廈門街125號1樓,02 2367 9996,https://m.facebook.com/togetherpetsalon/,4,4,星期一: 休息 | 星期二: 休息 | 星期三: 11:00 – 18:00 | 星期四: 休息 | 星期五: 11:00 – 18:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 18:00,2,台北市,中正區
Fun鼠鼠pet store 倉鼠壓克力籠專賣店,108台灣台北市萬華區中華路二段150巷21號,0925 412 695,https://linktr.ee/Fung_hamster,3.6,7,星期一: 18:00 – 22:00 | 星期二: 18:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,2,台北市,中正區
申妤的寵物世界,108台灣台北市萬華區萬大路168號,02 2301 3240,,4.5,46,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台北市,中正區
5隻狗寵物美容生活館,100台灣台北市中正區羅斯福路三段92號,02 2365 6676,https://www.facebook.com/5%E9%9A%BB%E7%8B%97%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E7%94%9F%E6%B4%BB%E9%A4%A8-196187907383961/,4.9,134,星期一: 10:30 – 18:30 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:30 – 18:30 | 星期五: 10:30 – 18:30 | 星期六: 10:30 – 18:30 | 星期日: 10:30 – 18:30,2,台北市,中正區
愛貓園 萬華分店,108台灣台北市萬華區環河南路二段92號,02 2306 1098,https://www.lovecat.com.tw/,4.1,720,星期一: 13:00 – 23:00 | 星期二: 13:00 – 23:00 | 星期三: 13:00 – 23:00 | 星期四: 13:00 – 23:00 | 星期五: 13:00 – 23:00 | 星期六: 13:00 – 23:00 | 星期日: 13:00 – 23:00,2,台北市,中正區
毛帥帥寵物,108台灣台北市萬華區萬大路192號,02 2332 0272,,4.7,18,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 12:00 – 23:00 | 星期日: 12:00 – 23:00,2,台北市,中正區
JUST DOG 寵物選品店,106台灣台北市大安區建國南路二段223號,02 2701 0226,https://justdog.tw/,5,76,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,2,台北市,中正區
多俐寵物館,106台灣台北市大安區羅斯福路三段65號2樓,0933 020 632,,4.4,26,星期一: 09:30 – 18:30 | 星期二: 09:30 – 18:30 | 星期三: 休息 | 星期四: 09:30 – 18:30 | 星期五: 09:30 – 18:30 | 星期六: 09:30 – 18:30 | 星期日: 休息,2,台北市,中正區
東森寵物 大安建國南店,106台灣台北市大安區建國南路二段25巷1號,02 2700 6598,https://www.etipets.com/,4.7,304,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,2,台北市,中正區
幸福培菓寵物 三重店,241台灣新北市三重區同安街147-1號,02 2974 3079,https://www.facebook.com/petco888,4.2,829,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,台北市,中正區
開心果寵物工作坊,100台灣台北市中正區和平西路一段155號,02 2337 7189,,3.7,30,星期一: 10:30 – 21:00 | 星期二: 休息 | 星期三: 10:30 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 10:30 – 21:00 | 星期六: 10:30 – 21:00 | 星期日: 10:30 – 21:00,2,台北市,中正區
FLUFFY BOSS 寵物時尚精品 Pet Boutique,103台灣台北市大同區延平北路一段110-2號1樓,,https://instagram.com/fluffyboss2022?igshid=YmMyMTA2M2Y=,4.7,61,星期一: 12:00 – 19:00 | 星期二: 休息 | 星期三: 12:00 – 19:00 | 星期四: 休息 | 星期五: 12:00 – 19:00 | 星期六: 12:00 – 19:00 | 星期日: 12:00 – 19:00,2,台北市,中正區
貓職人,106台灣台北市大安區信義路四段111號,02 2784 6677,https://meow.cyberbiz.co/,4.7,650,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 14:00 – 22:00 | 星期日: 休息,2,台北市,中正區
皇后寵物店,108台灣台北市萬華區昆明街250號,02 2312 3773,,4.4,10,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 休息,2,台北市,中正區
SofyDOG寵物精品-復興店,106台灣台北市大安區復興南路二段108號,02 2704 8855,http://www.sofydog.com/,4.9,356,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,台北市,中正區
Wang's Beauty 旺城寵物精品美容,10491台灣台北市中山区中山北路二段77巷21-1號1樓,02 2567 8195,http://www.k9wang.com/,4.5,140,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,台北市,中正區
東森寵物 三重中正北店,241台灣新北市三重區中正北路119號,02 8982 0666,http://www.etipets.com/,4.6,195,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,台北市,中正區
志誠寵物店(八德店),104台灣台北市中山區八德路二段227號,02 2773 7732,,4.2,44,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 休息,2,台北市,中正區
貓砂工廠(台中廠)僅供線上服務宅配到府,100台灣台北市中正區汀州路三段194號,0922 863 331,,5,1,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,台北市,中正區
飛比樂天然系寵物舖,106台灣台北市大安區永康街8巷10號,02 2343 5766,http://www.forpet.tw/,4.6,82,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 18:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,2,台北市,中正區
哈比寵物百貨便利店,116台灣台北市文山區羅斯福路五段246號,02 2934 6286,,4.9,34,星期一: 12:00 – 22:30 | 星期二: 18:00 – 22:30 | 星期三: 12:00 – 22:30 | 星期四: 18:00 – 22:30 | 星期五: 12:00 – 22:30 | 星期六: 12:00 – 22:30 | 星期日: 休息,2,台北市,中正區
金吉利寵物精品 三重店,241台灣新北市三重區正義北路87號,02 2984 3777,,4.7,281,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,台北市,中正區
貓R企業有限公司,100台灣台北市中正區羅斯福路二段128號1樓,02 2369 1088,,,,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,2,台北市,中正區
寵物樂園,234台灣新北市永和區永貞路147巷1號,02 2925 6651,,4.7,1233,星期一: 休息 | 星期二: 12:00 – 23:50 | 星期三: 12:00 – 23:50 | 星期四: 12:00 – 23:50 | 星期五: 12:00 – 23:50 | 星期六: 12:00 – 23:50 | 星期日: 12:00 – 23:50,2,台北市,中正區
GROOMER YAYA 寵物美容住宿生活館,100台灣台北市中正區和平西路二段64號,,https://www.instagram.com/groomer_yaya/,4.9,46,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,2,台北市,中正區
金吉利寵物精品店 錦州店,10491台灣台北市中山區錦州街249號,02 2515 2211,,4.4,186,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,2,台北市,中正區
PetVida 薇達寵物精品沙龍 펫비다,10492台灣台北市中山區長安東路二段220號,02 2777 3330,https://www.facebook.com/petvida.tw/,4.9,449,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,2,台北市,中正區
兜長的鍬大【甲蟲、爬蟲、寵物用品工作室】,108台灣台北市萬華區昆明街216號,0988 168 615,https://liff.line.me/1645278921-kWRPP32q/?accountId=456oukbn,4.9,150,星期一: 15:00 – 21:00 | 星期二: 18:30 – 21:30 | 星期三: 14:30 – 21:00 | 星期四: 15:00 – 21:00 | 星期五: 15:30 – 20:30 | 星期六: 15:00 – 21:00 | 星期日: 15:30 – 20:30,5,台北市,中正區
罐老闆 BOSS CAN｜寵物貓罐頭、寵物保健品、凍乾零食、貓砂、寵物用品,103台灣台北市大同區承德路二段91巷34號1樓,02 8773 5524,,,,星期一: 09:30 – 17:00 | 星期二: 09:30 – 17:00 | 星期三: 09:30 – 17:00 | 星期四: 09:30 – 17:00 | 星期五: 09:30 – 17:00 | 星期六: 休息 | 星期日: 休息,5,台北市,中正區
台灣寵物世界,103台灣台北市大同區寧夏路1號,02 2556 3320,,3.6,65,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台北市,中正區
欣愛寵物,241台灣新北市三重區中正南路81號,02 2977 8500,,4.8,233,星期一: 11:00 – 22:30 | 星期二: 11:00 – 22:30 | 星期三: 11:00 – 22:30 | 星期四: 11:00 – 22:30 | 星期五: 11:00 – 22:30 | 星期六: 11:00 – 22:30 | 星期日: 11:00 – 22:30,2,台北市,中正區
寵物天然手工創意食品,100台灣台北市中正區臨沂街29巷16之3號一樓,0922 999 422,,,,,2,台北市,中正區
吃肉肉Love Meat寵物食品網購,104095台灣台北市中山區南京東路二段140號6樓,0903 025 555,https://www.yummyyummy.com.tw/,5,67,星期一: 09:00 – 17:30 | 星期二: 09:00 – 17:30 | 星期三: 09:00 – 17:30 | 星期四: 09:00 – 17:30 | 星期五: 09:00 – 17:30 | 星期六: 休息 | 星期日: 休息,2,台北市,中正區
澡安寵物洗澡所,100台灣台北市中正區杭州南路二段102號,02 3343 3677,,4.9,25,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 休息 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,2,台北市,中正區
一樂狗園,108台灣台北市萬華區環河南路一段264號,02 2314 4825,,3,6,星期一: 休息 | 星期二: 12:00 – 19:00 | 星期三: 12:00 – 19:00 | 星期四: 12:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 12:00 – 19:00,2,台北市,中正區
DEARPET毛寶貝回憶店│日本寵物骨灰罐專賣,104089台灣台北市中山區南京東路二段11號10樓B室,02 2564 2540,https://rink.cc/2wd6x,5,12,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,台北市,中正區
SofyDOG寵物精品-農安店,104台灣台北市中山區農安街24號,02 2586 6800,http://www.sofydog.com/,4.9,448,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,台北市,中正區
Let's狗寵物店,106台灣台北市大安區信義路四段265巷13號,02 2702 8678,https://wowokitchen.pixnet.net/blog/post/386902405-%E5%8F%B0%E5%8C%97%E4%BF%A1%E7%BE%A9%E5%8D%80--let%27s%E7%8B%97%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E4%BB%8B%E7%B4%B9-%E5%8F%AF%E5%88%B0%E5%BA%97%E5%8F%96%E8%B2%A8,3.9,12,星期一: 13:30 – 21:00 | 星期二: 13:30 – 21:00 | 星期三: 休息 | 星期四: 13:30 – 21:00 | 星期五: 13:30 – 21:00 | 星期六: 13:30 – 21:00 | 星期日: 13:30 – 21:00,2,台北市,中正區
愛狗生活館,10491台灣台北市中山區民權東路二段71巷38號,02 2585 0708,http://tw.bid.yahoo.com/booth/Y8025681909,4.9,25,星期一: 13:30 – 21:00 | 星期二: 13:30 – 21:00 | 星期三: 13:30 – 21:00 | 星期四: 13:30 – 21:00 | 星期五: 13:30 – 21:00 | 星期六: 13:30 – 21:00 | 星期日: 休息,2,台北市,中正區
歡樂澡堂寵物美容館,100台灣台北市中正區牯嶺街113號,02 2368 8700,,4.4,41,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台北市,中正區
寵物雜貨舖,103台灣台北市大同區承德路三段212號1樓,02 2591 7711,http://www.pets-zakka.com/,4.3,98,星期一: 13:00 – 20:00 | 星期二: 13:00 – 20:00 | 星期三: 13:00 – 18:00 | 星期四: 13:00 – 20:00 | 星期五: 13:00 – 20:00 | 星期六: 14:00 – 20:00 | 星期日: 休息,2,台北市,中正區
狗出沒寵物美容,100台灣台北市中正區汀州路二段74號,02 2367 5768,https://m.facebook.com/e.3tjai4,4.5,48,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台北市,中正區
寵物點子 Pets Idea 台北遠企店,106台灣台北市大安區敦化南路二段203號B1樓,02 2732 7890,https://www.facebook.com/petsidea1688?mibextid=ZbWKwL,4.7,26,星期一: 休息 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 休息,2,台北市,中正區
Petdoor 寵物門,108台灣台北市萬華區德昌街10巷20號,02 2304 8898,http://www.petdoor.com.tw/,,,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,台北市,中正區
爪伙伴寵物澡堂,103008台灣台北市大同區重慶北路二段86號,02 2556 7366,http://www.facebook.com/high5pawpetgrooming,4.7,63,星期一: 11:30 – 20:00 | 星期二: 11:30 – 20:00 | 星期三: 休息 | 星期四: 11:30 – 20:00 | 星期五: 11:30 – 20:00 | 星期六: 11:30 – 20:00 | 星期日: 11:30 – 20:00,2,台北市,中正區
貓沙灘,108台灣台北市萬華區艋舺大道55號,02 2302 6999,,4.6,20,星期一: 14:00 – 21:30 | 星期二: 14:00 – 21:30 | 星期三: 14:00 – 21:30 | 星期四: 14:00 – 21:30 | 星期五: 14:00 – 21:30 | 星期六: 14:00 – 21:30 | 星期日: 休息,2,台北市,中正區
早安貓砂 Morning call 貓砂專賣 電商優質礦砂,106台灣台北市大安區羅斯福路三段325號8號樓之9,0984 262 140,https://www.morningcallcat.com/,5,2,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,台北市,中正區
御貓園永和店,234台灣新北市永和區永和路二段297號,02 2231 9706,,4.6,31,星期一: 14:00 – 23:30 | 星期二: 14:00 – 23:30 | 星期三: 14:00 – 23:30 | 星期四: 14:00 – 23:30 | 星期五: 14:00 – 23:30 | 星期六: 14:00 – 23:30 | 星期日: 14:00 – 23:30,2,台北市,中正區
寵物好事-貓の專門店(八德店),10599台灣台北市松山區八德路三段32號1樓,0979 077 077,http://www.happypet.com.tw/,4.8,215,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,台北市,中正區
現代寵物店,103台灣台北市大同區重慶北路三段187號,02 2593 0302,https://www.facebook.com/No187/?eid=ARC92nYEsFVftzHTO1zpagb9nM42YeWhv1hNUR4Zin3M65DAJ5rWBdB8aeR1bsX7BGUvdlrObyDMP5e0,4.5,62,星期一: 10:00 – 21:30 | 星期二: 10:00 – 21:30 | 星期三: 10:00 – 21:30 | 星期四: 10:00 – 21:30 | 星期五: 10:00 – 21:30 | 星期六: 10:00 – 21:30 | 星期日: 10:00 – 21:30,2,台北市,中正區
