店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域
北高雄水族寵物館-楠梓店,811台灣高雄市楠梓區大學二十六街81號,07 364 1809,http://nkac.net/,4.3,185,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 10:00 – 23:00 | 星期日: 10:00 – 23:00,2,高雄市,楠梓區
東森寵物-楠梓藍昌店,811台灣高雄市楠梓區藍昌路425號,07 591 8777,http://www.oscar-pet.com.tw/,4.4,371,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,2,高雄市,楠梓區
東森寵物 楠梓興楠店,811台灣高雄市楠梓區興楠路60號,07 354 2228,https://www.etipets.com/,4.5,622,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,楠梓區
咪魯寵物沙龍,811台灣高雄市楠梓區德民路655號,0911 198 200,https://lin.ee/bHsdOZu,5,297,星期一: 休息 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,高雄市,楠梓區
魚中魚貓狗水族大賣場-楠梓旗艦店,811台灣高雄市楠梓區興楠路258號,07 355 3399,,4.8,943,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,高雄市,楠梓區
寵物王國電子商務總部,811台灣高雄市楠梓區高楠公路870-1號,07 352 8777,https://www.104pet.com.tw/,4.4,61,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,高雄市,楠梓區
優逗水族寵物店,811台灣高雄市楠梓區右昌街715號,07 368 0722,https://www.facebook.com/Yo.Do.Pets,3.8,434,星期一: 10:00 – 21:50 | 星期二: 10:00 – 21:50 | 星期三: 10:00 – 21:50 | 星期四: 10:00 – 21:50 | 星期五: 10:00 – 21:50 | 星期六: 10:00 – 21:50 | 星期日: 10:00 – 21:50,2,高雄市,楠梓區
綠棧道寵物旅館沙龍,811台灣高雄市楠梓區興楠路27號,0909 811 983,,4.7,113,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 休息,2,高雄市,楠梓區
鹿角先生｜寵物潔牙｜骨骼保健｜寵物手作零食,81167台灣高雄市楠梓區瑞屏路18號1樓,07 366 3733,https://shopee.tw/po5487,4.9,44,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,高雄市,楠梓區
SE GAO 寵物美容,811台灣高雄市楠梓區楠裕街102-1號,0906 877 397,https://www.facebook.com/segao11/,4.8,40,星期一: 休息 | 星期二: 11:00 – 19:30 | 星期三: 11:00 – 19:30 | 星期四: 11:00 – 19:30 | 星期五: 11:00 – 19:30 | 星期六: 11:00 – 19:30 | 星期日: 11:00 – 19:30,2,高雄市,楠梓區
撼寶寶寵物新生活館/楠梓狗安親住宿&貓住宿/低壓住宿,811台灣高雄市楠梓區樂群路259號,0928 931 183,https://www.facebook.com/Darlinghanhan,4.9,13,星期一: 15:00 – 19:00 | 星期二: 15:00 – 19:00 | 星期三: 15:00 – 19:00 | 星期四: 15:00 – 19:00 | 星期五: 15:00 – 19:00 | 星期六: 休息 | 星期日: 休息,2,高雄市,楠梓區
變色狗,811台灣高雄市楠梓區德民路997之6號,0936 860 000,,4.4,19,星期一: 12:00 – 17:00 | 星期二: 12:00 – 17:00 | 星期三: 12:00 – 17:00 | 星期四: 12:00 – 17:00 | 星期五: 12:00 – 17:00 | 星期六: 12:00 – 17:00 | 星期日: 休息,2,高雄市,楠梓區
魚中魚貓狗水族大賣場-華夏店,81361台灣高雄市左營區華夏路1340號,07 341 2266,,4.3,1189,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,高雄市,楠梓區
小蕃薯犬貓美容旅店,811台灣高雄市楠梓區德賢路248巷11弄7號,0973 700 157,https://m.facebook.com/%E5%B0%8F%E8%95%83%E8%96%AF%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-1615578985415961/,4.8,172,星期一: 09:30 – 17:00 | 星期二: 休息 | 星期三: 09:30 – 17:00 | 星期四: 09:30 – 17:00 | 星期五: 09:30 – 17:00 | 星期六: 09:30 – 17:00 | 星期日: 09:30 – 17:00,2,高雄市,楠梓區
寵物王朝－大社店,815台灣高雄市大社區旗楠路88號B2-3棟,07 353 1977,https://www.jinsyongmao.com/,4.2,30,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 休息 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,楠梓區
毛小孩寵物澡堂,811台灣高雄市楠梓區瑞仁路46號,0988 003 560,https://www.facebook.com/doggysalon3100669/,4.9,28,星期一: 10:30 – 17:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 休息 | 星期五: 10:30 – 17:00 | 星期六: 10:30 – 17:00 | 星期日: 休息,2,高雄市,楠梓區
寵物王朝－梓官店,826台灣高雄市梓官區大舍南路65號,07 610 7072,https://zh-tw.facebook.com/%E5%AF%B5%E7%89%A9%E7%8E%8B%E6%9C%9D-%E6%A2%93%E5%AE%98%E5%BA%97-1388474791259339/,4,45,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,楠梓區
北高雄水族寵物館-明誠店,804台灣高雄市鼓山區明誠三路729號,07 550 0560,https://zh-tw.facebook.com/%E5%8C%97%E9%AB%98%E9%9B%84%E6%B0%B4%E6%97%8F%E8%B2%93%E7%8B%97%E5%AF%B5%E7%89%A9%E9%A4%A8-%E6%98%8E%E8%AA%A0%E5%BA%97-646161418852570/,4.2,1751,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 10:00 – 23:00 | 星期日: 10:00 – 23:00,2,高雄市,楠梓區
北高雄水族寵物館-鳳山店,830台灣高雄市鳳山區建國路三段501號,07 767 0166,https://www.facebook.com/%E5%8C%97%E9%AB%98%E9%9B%84%E6%B0%B4%E6%97%8F%E8%B2%93%E7%8B%97%E5%AF%B5%E7%89%A9%E9%A4%A8%E9%B3%B3%E5%B1%B1%E5%BA%97-1594262604160919/?locale2=zh_TW,4.2,2321,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 10:00 – 23:00 | 星期日: 10:00 – 23:00,2,高雄市,楠梓區
百分百寵物生活館 寵物美容 (明誠店) 獸醫師開的寵物店,813台灣高雄市左營區明誠二路408號之 1 號,07 556 5825,https://www.pet100pa.com/index,4.9,1378,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,楠梓區
蝶の戀寵物美學生活館,811台灣高雄市楠梓區瑞屏路62號,07 364 7124,https://m.facebook.com/profile.php?id=890905234255610,4.7,16,星期一: 休息 | 星期二: 休息 | 星期三: 10:30 – 18:00 | 星期四: 10:30 – 18:00 | 星期五: 10:30 – 18:00 | 星期六: 10:30 – 18:00 | 星期日: 10:30 – 18:00,2,高雄市,楠梓區
北高雄水族寵物館-明誠二店（原大樂店）,807台灣高雄市三民區明誠一路220號,07 310 3217,https://www.facebook.com/nkac.3872033/,4.2,1243,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 10:00 – 23:00 | 星期日: 10:00 – 23:00,2,高雄市,楠梓區
寵物王朝－橋頭店,825台灣高雄市橋頭區成功南路148巷1號,07 611 7361,https://www.facebook.com/%E5%AF%B5%E7%89%A9%E7%8E%8B%E6%9C%9D-%E6%A9%8B%E9%A0%AD%E5%BA%97-385484908557621/,4,76,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 休息 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,楠梓區
沐恩寵物美容 Moon pet grooming,811台灣高雄市楠梓區加昌路700巷70號,0981 587 877,https://www.facebook.com/keey1688?mibextid=LQQJ4d,4.9,65,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 休息,2,高雄市,楠梓區
剛剛行寵物沙龍 楠梓分店,811台灣高雄市楠梓區後昌新路130號,07 362 9777,https://zh-tw.facebook.com/%E5%89%9B%E5%89%9B%E8%A1%8C%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D%E5%B0%88%E6%A5%AD%E8%B2%93%E6%97%85%E9%A4%A8-656271047862618/,4.8,4,星期一: 10:20 – 19:30 | 星期二: 10:20 – 19:30 | 星期三: 10:20 – 19:30 | 星期四: 10:20 – 19:30 | 星期五: 10:20 – 19:30 | 星期六: 10:20 – 19:30 | 星期日: 10:20 – 19:30,2,高雄市,楠梓區
寵の領域 寵物精品美容&寵物旅館,811台灣高雄市楠梓區右昌街807號,07 363 2885,https://www.facebook.com/%E5%AF%B5%E3%81%AE%E9%A0%98%E5%9F%9F-%E5%AF%B5%E7%89%A9%E7%B2%BE%E5%93%81%E7%BE%8E%E5%AE%B9%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-109509297198953/?ref=pages_you_manage,2.6,9,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,高雄市,楠梓區
娜比貓舍 NABI Cattery（預約制）,811台灣高雄市楠梓區秀群路551號,,https://www.instagram.com/nabi_cattery_?igsh=MXh6cnExcnVkZDB2YQ==&utm_source=qr,5,6,星期一: 09:00 – 22:30 | 星期二: 09:00 – 22:30 | 星期三: 09:00 – 22:30 | 星期四: 09:00 – 22:30 | 星期五: 09:00 – 22:30 | 星期六: 09:00 – 22:30 | 星期日: 09:00 – 22:30,2,高雄市,楠梓區
BPPM手作寵物零食,815台灣高雄市大社區大社路198號,0903 090 910,http://shopee.tw/bppm2022,4.9,20,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 休息 | 星期日: 休息,2,高雄市,楠梓區
LaiDua寵物美容＆寵物住宿（安親、貓咪寄宿、高雄寵物住宿）,811台灣高雄市楠梓區土庫一路10號,0971 757 031,https://www.facebook.com/laiduapetspahotel,4.9,50,星期一: 11:00 – 18:30 | 星期二: 11:00 – 18:30 | 星期三: 11:00 – 18:30 | 星期四: 11:00 – 18:30 | 星期五: 11:00 – 18:30 | 星期六: 11:00 – 18:30 | 星期日: 11:00 – 18:30,2,高雄市,楠梓區
貝貝窩寵物沙龍/狗貓住宿/spa（楠梓）,811台灣高雄市楠梓區大學二十一路237巷6號,07 364 7667,https://m.facebook.com/bellebearhouse/,4.8,74,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 12:00 | 星期日: 休息,2,高雄市,楠梓區
咪嚕咕寵物美容,811台灣高雄市楠梓區德民路356巷60弄19號,0928 763 621,https://www.facebook.com/profile.php?id=100086164696244&mibextid=LQQJ4d,5,54,星期一: 10:30 – 18:30 | 星期二: 10:30 – 18:30 | 星期三: 10:30 – 18:30 | 星期四: 10:30 – 18:30 | 星期五: 10:30 – 18:30 | 星期六: 10:30 – 18:30 | 星期日: 休息,2,高雄市,楠梓區
慈愛寵物－高雄店,81367台灣高雄市左營區文自路500號,07 349 8234,,4.4,177,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,楠梓區
丹鄰寵物沙龍坊｜毛孩沙龍｜汪喵旅館｜訂房採預約制｜寵物旅館｜寵物美容,811台灣高雄市楠梓區樂群路198號,0908 548 888,https://www.facebook.com/profile.php?id=61555062695941,5,90,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 17:00,2,高雄市,楠梓區
恰恰寵物便利商店,814台灣高雄市仁武區八德西路1525號,07 374 8018,https://zh-cn.facebook.com/pages/%E6%81%B0%E6%81%B0%E5%AF%B5%E7%89%A9%E4%BE%BF%E5%88%A9%E5%B1%8B/113964062101844,4.1,80,,2,高雄市,楠梓區
原野寵物｜貓犬SPA專科｜醫美級寵物美容,813台灣高雄市左營區後昌路605號,07 364 1303,https://lin.ee/VjE1WiB,5,131,星期一: 11:59 – 21:00 | 星期二: 11:59 – 21:00 | 星期三: 休息 | 星期四: 11:59 – 21:00 | 星期五: 11:59 – 21:00 | 星期六: 11:59 – 21:00 | 星期日: 11:59 – 21:00,2,高雄市,楠梓區
汪汪狗寵物美容店,811台灣高雄市楠梓區加昌路385號,0900 400 123,,4.3,26,,2,高雄市,楠梓區
萊洗寵物自助澡堂,811台灣高雄市楠梓區土庫二路58號,0973 138 733,https://www.facebook.com/111435077934482/posts/pfbid044LwJUNkcVCb4sLyBE8bhSiN5pGp1xKJUnvge8RN4gwAEkusiZ2iKr5xSmwV8jiil/?d=n,4.5,22,星期一: 09:00 – 21:30 | 星期二: 09:00 – 21:30 | 星期三: 09:00 – 21:30 | 星期四: 09:00 – 21:30 | 星期五: 09:00 – 21:30 | 星期六: 09:00 – 21:30 | 星期日: 09:00 – 21:30,2,高雄市,楠梓區
優的生活寵物館（民族店）,813台灣高雄市左營區民族一路1028-6號,07 342 3499,,4.3,30,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 10:30 – 21:30 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30,2,高雄市,楠梓區
毛手毛腳-毛孩專門店-左營門市,813台灣高雄市左營區重愛路430號,02 2608 3748,https://www.furkidshop.com.tw/,4.5,40,星期一: 休息 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 休息,2,高雄市,楠梓區
米特寵物美容旅店（寵物美容/住宿/安親）Meet Pet Grooming Salon & Hotel,811台灣高雄市楠梓區惠正街145號,0916 922 982,https://www.facebook.com/meetahuang/,5,28,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,2,高雄市,楠梓區
鴻苗寵物用品有限公司/高雄市寵物商業同業公會,826台灣高雄市梓官區和平路145-8號,07 617 1789,,4.8,4,星期一: 09:00 – 17:30 | 星期二: 09:00 – 17:30 | 星期三: 09:00 – 17:30 | 星期四: 09:00 – 17:30 | 星期五: 09:00 – 17:30 | 星期六: 休息 | 星期日: 休息,5,高雄市,楠梓區
ODay 楠梓德賢店 洗來登 日式自助洗 洗脫烘一機完成 特設竉物用品洗滌專區,811台灣高雄市楠梓區德賢路115號,0916 520 199,https://lin.ee/ZHlNyFb,5,97,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,高雄市,楠梓區
貓之森寵物生活館,811台灣高雄市楠梓區慶昌街43巷1弄7號,0906 414 938,https://lin.ee/N3FRBvi,4.9,32,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,高雄市,楠梓區
緬因花園貓舍,811009台灣高雄市楠梓區右昌街807號,07 363 2885,http://www.mcgardentw.com/,5,4,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,高雄市,楠梓區
原食源肉 | 貓狗生肉主食代購點（無現貨，提供試吃包請先電洽）,81159台灣高雄市楠梓區聖雲街36巷40弄25號1樓,0978 027 001,https://line.me/R/ti/p/@799csnnb,,,星期一: 17:00 – 21:00 | 星期二: 17:00 – 21:00 | 星期三: 休息 | 星期四: 17:00 – 21:00 | 星期五: 17:00 – 21:00 | 星期六: 休息 | 星期日: 05:00 – 21:00,2,高雄市,楠梓區
豆桑の工作室 寵物精緻沙龍｜大社｜楠梓區,815台灣高雄市大社區三民路395號,07 353 3959,https://instagram.com/__doumulus?utm_medium=copy_link,4.9,50,星期一: 10:30 – 19:00 | 星期二: 休息 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,2,高雄市,楠梓區
Pet Lou寵物玩具代理店,82501台灣高雄市橋頭區橋南路92-1號,0985 989 843,,4.2,5,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,2,高雄市,楠梓區
洗靚坊 自助洗衣 @寵物用品洗衣烘衣機 @寄物櫃出租 軍校店,813台灣高雄市左營區軍校路17號,0979 808 728,,4.8,22,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,高雄市,楠梓區
沐沐MUMU ∥ 茶飲專賣 中油冰棒 親子寵物友善 下午茶 飲料,811台灣高雄市楠梓區宏毅一路６號,07 363 0638,https://www.facebook.com/%E6%B2%90%E6%B2%90mumu-%E8%8C%B6%E9%A3%B2%E5%B0%88%E5%A3%B2-104016402213116,4.8,150,星期一: 休息 | 星期二: 10:00 – 17:00 | 星期三: 10:00 – 17:00 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 10:00 – 17:00 | 星期日: 10:00 – 17:00,2,高雄市,楠梓區
金林寵物百貨,807台灣高雄市左營區博愛二路200號,0976 831 839,http://www.petone.com.tw/,4.5,1496,星期一: 09:30 – 22:00 | 星期二: 09:30 – 22:00 | 星期三: 09:30 – 22:00 | 星期四: 09:30 – 22:00 | 星期五: 09:30 – 22:00 | 星期六: 09:30 – 22:00 | 星期日: 09:30 – 22:00,2,高雄市,楠梓區
趴趴狗寵物精品｜高雄寵物用品｜ 高雄寵物用品 ｜ 高雄狗狗保健食品 ｜ 高雄寵物外出用品 ｜ 高雄寵物友善 ｜ 高雄寵物選品 ｜ 高雄寵物食品,807台灣高雄市三民區同盟二路81號,07 556 8668,http://www.papadog168.com/,4.3,77,星期一: 13:00 – 21:00 | 星期二: 13:00 – 21:00 | 星期三: 13:00 – 21:00 | 星期四: 13:00 – 21:00 | 星期五: 13:00 – 21:00 | 星期六: 13:00 – 21:00 | 星期日: 13:00 – 21:00,5,高雄市,楠梓區
沐月貓狗寵物用品,822台灣高雄市阿蓮區中正路431號,07 631 0130,,4.9,17,星期一: 08:30 – 20:30 | 星期二: 08:30 – 20:30 | 星期三: 08:30 – 20:30 | 星期四: 08:30 – 20:30 | 星期五: 08:30 – 20:30 | 星期六: 08:30 – 20:30 | 星期日: 休息,5,高雄市,楠梓區
布丁狗愛犬美容,81165台灣高雄市楠梓區清成街23號,0931 775 523,,4,24,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 休息 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,2,高雄市,楠梓區
Dog趣寵物工坊,814台灣高雄市仁武區八德西路2008號,07 371 0448,https://instagram.com/dog2008_petgrooming?r=nametag,4.9,21,星期一: 09:30 – 18:30 | 星期二: 09:30 – 18:30 | 星期三: 09:30 – 18:30 | 星期四: 09:30 – 18:30 | 星期五: 09:30 – 18:30 | 星期六: 09:30 – 18:30 | 星期日: 休息,2,高雄市,楠梓區
王子與公主寵物美容 左營店,813台灣高雄市左營區西陵街94號,07 588 6986,https://www.facebook.com/love0915015952/,4.9,130,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,2,高雄市,楠梓區
魚中魚貓狗水族大賣場-巨蛋店,813台灣高雄市左營區博愛三路170號,07 359 3355,https://www.facebook.com/pm.shop031/,4.2,1441,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,高雄市,楠梓區
麥可寵物-寵物販售,813台灣高雄市左營區左營大路2之30號,0955 970 878,,4.6,108,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 18:00,2,高雄市,楠梓區
力奇寵物商店楠梓店,811台灣高雄市楠梓區德民路1003號,07 363 6673,https://www.reki.com.tw/Shop/StoreDetail/2443/33299,5,18,,2,高雄市,楠梓區
叄樓貓窩,811台灣高雄市楠梓區朝明路124號,0966 124 003,https://www.facebook.com/3Fcatshop,5,2,,2,高雄市,楠梓區
