店名,地址,電話,網站,評分,評分數量,營業時間,城市,區域
MUMAO 牧貓精品寵物旅館 - 台南館(寵物住宿.寵物美容),701台灣台南市東區裕農路375號B1號,06 208 5491,https://www.mumao.com.tw/,4.6,185,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
寵沐殿PET SHOP－寵物沙龍SPA生活館 |美容|寄宿|周邊商品,708013台灣台南市安平區健康路三段315號1F,06 299 8348,https://www.facebook.com/%E5%AF%B5%E6%B2%90%E6%AE%BF%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8Dspa%E7%94%9F%E6%B4%BB%E9%A4%A8106909555163148,4.8,72,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
同心旅棧 |寵物友善|安心住合法民宿|(可自助入住|國旅卡|國旅券) - 台南包棟民宿推薦 寵物友善住宿首選 特色性別友善 優質好客民宿 安心旅宿 熱門訂房優惠 網友平價住宿推薦 家庭親子度假好評 高CP值價格 人氣打卡必住輕旅行 PTT Dcard,700台灣台南市中西區忠孝街93巷114號6號,0918 865 801,http://www.oneheart.url.tw/,4.8,64,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,台南市,中西區
喵小二貓咪旅館(預約制)◎住宿安親寄養◎特寵業字第 U1130730-00 號,704台灣台南市北區大港街93號2樓,,https://lin.ee/y0Yrc72,5,23,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,台南市,中西區
Pawpal 抱抱貓旅館,709台灣台南市安南區郡安路四段77號 號,06 252 6061,http://www.facebook.com/Pawpal77,5,76,"星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 12:00, 18:00 – 20:00 | 星期日: 10:00 – 12:00, 18:00 – 20:00",台南市,中西區
五代寵物沙龍（台南寵物美容推薦／台南寵物住宿／寵物接送／寵物狗狗安親班／寵物狗狗貓鮮食零食推薦／寵物托兒所安親班）,704台灣台南市北區和緯路四段362號,06 252 3819,https://lin.ee/ok4RY9N,4.6,90,星期一: 10:00 – 21:30 | 星期二: 10:00 – 21:30 | 星期三: 10:00 – 21:30 | 星期四: 10:00 – 21:30 | 星期五: 10:00 – 21:30 | 星期六: 10:00 – 21:30 | 星期日: 12:00 – 21:30,台南市,中西區
小貓貓園貓旅｜台南貓旅館｜台南英短漸層｜台南布偶貓｜專業貓咪美容｜台南挪威森林貓,702台灣台南市南區大同路二段750巷104號,06 236 3312,https://www.instagram.com/maomao_siao/,5,37,星期一: 休息 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台南市,中西區
逸境貓坊｜貓咪寄宿酒店,704台灣台南市北區西門路四段596號,0901 107 658,https://www.facebook.com/YIJINCATHOUSE,5,12,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,台南市,中西區
Susisusi Cats Inn 四序貓旅,710台灣台南市永康區中華路359號,0976 657 359,https://www.susisusi-catsinn.com/rooms,5,34,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
貓の旅坊 貓旅館,701台灣台南市東區裕農路691號,0905 966 368,https://www.facebook.com/%E8%B2%93%E3%81%AE%E6%97%85%E5%9D%8A-330809164042535/,5,98,,台南市,中西區
貓咪船長寵物旅館,709台灣台南市安南區安中路一段130巷16-3號,0912 010 135,https://www.facebook.com/cathome0912010135/timeline?ref=page_internal,4.7,22,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,台南市,中西區
星期一貓旅舍 2.0 貓旅館 貓住宿,710台灣台南市永康區大橋一街103巷218號,0921 007 451,https://www.facebook.com/mondayhotel/,4.8,49,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,台南市,中西區
想見妮寵物美容-住宿,710台灣台南市永康區中山南路490巷2弄10號,0911 087 309,https://lin.ee/Ki4HqWM,4.7,52,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
鑫嘉福寵物生活館-美容、住宿、安親,709台灣台南市安南區溪東一街1號1樓,0930 010 017,https://www.instagram.com/sin_jia_fu_pet?igsh=MzJ1bHlsem80azFi&utm_source=qr,5,48,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 09:30 – 20:30 | 星期日: 09:30 – 20:30,台南市,中西區
寵愛寵物美容教學旅館,710台灣台南市永康區中華一路20號,06 313 0020,,4.6,23,星期一: 休息 | 星期二: 10:30 – 21:00 | 星期三: 10:30 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 10:30 – 21:00 | 星期六: 10:30 – 21:00 | 星期日: 10:30 – 21:00,台南市,中西區
喜捨旅居 Xi-Shi Stay【中西區寵物友善 收取清潔費 獨棟透天 6~8人包棟】,700台灣台南市中西區大仁街73號,0977 182 525,https://www.booking.com/hotel/tw/xi-she-lu-ju-xi-shi-stay-chong-wu-you-shan-min-su.zh-cn.html?aid=356980&label=gog235jc-1FCAso5wFCDHhpLXNoZS1sdS1qdUgrWANo5wGIAQGYASu4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArforqUGwAIB0gIkMzVlZmNiZDAtN2FhOS00YzgyLWE3NDMtMDMxMzBiZWJkY2Iy2AIF4AIB&sid=8d714769121f5e7112861264468d285b&all_sr_blocks=1036775102_376221656_2_0_0;checkin=2023-07-22;checkout=2023-07-24;dest_id=10367751;dest_type=hotel;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=1036775102_376221656_2_0_0;hpos=1;matching_block_id=1036775102_376221656_2_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=1036775102_376221656_2_0_0__349360;srepoch=1688974428;srpvid=e6ae352d69310412;type=total;ucfs=1&#hotelTmpl,4.1,69,,台南市,中西區
月光貓旅 Moonlight Cat Inn,70169台灣台南市東區崇善路565號3樓,06 290 1369,https://www.facebook.com/moonlight.catinn,4.9,22,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台南市,中西區
阿布寵物生活館 犬貓美容住宿 貓旅館,710台灣台南市永康區復國一路461號,06 203 2379,https://www.facebook.com/abu.pet/,4.8,36,星期一: 休息 | 星期二: 09:20 – 18:20 | 星期三: 09:20 – 18:20 | 星期四: 休息 | 星期五: 09:20 – 18:20 | 星期六: 09:20 – 18:20 | 星期日: 09:20 – 18:20,台南市,中西區
寵物旅館,700台灣台南市中西區,,,5,1,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
慕私旅文創民宿(禁止寵物),700台灣台南市中西区成功路343號二樓之1,,http://www.musihlyu.com/,4.5,120,,台南市,中西區
尤菈寵美旅館,709台灣台南市安南區海佃路二段362-6號,06 256 5983,,5,32,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
貓這裡貓咪旅館（預約制）,701台灣台南市東區崇德二十二街52號,0963 042 493,https://m.facebook.com/herecatshtl/,4.8,45,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,台南市,中西區
TIMI提米貓咪客棧-貓咪住宿-貓咪旅館(預約制),70169台灣台南市東區崇善七街52號,0976 581 285,,5,1,,台南市,中西區
高冷貓旅館貓住宿,70460台灣台南市北區北成路72號,06 281 3678,https://www.facebook.com/gaolengcathotel,4.8,6,"星期一: 10:00 – 13:30, 16:00 – 20:00 | 星期二: 10:00 – 13:30, 16:00 – 20:00 | 星期三: 休息 | 星期四: 10:00 – 13:30, 16:00 – 20:00 | 星期五: 10:00 – 13:30, 16:00 – 20:00 | 星期六: 10:00 – 13:30, 16:00 – 20:00 | 星期日: 16:00 – 20:00",台南市,中西區
貓蕊貓旅,710台灣台南市永康區東橋一路300號,06 302 7099,,5,22,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 休息 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台南市,中西區
貓漾貓旅館 | 貓咪住宿 (全中運4/19-4/24還有空房喔）,709台灣台南市安南區同安路195巷40號,0966 585 291,,5,7,,台南市,中西區
貓卡卡貓咪文旅｜貓旅館 (全預約制) 4/21-5/7出國店休,709台灣台南市安南區安和路五段356號,0917 123 777,https://www.instagram.com/kakacathostel/,5,26,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,台南市,中西區
愛微笑寵物旅館【採預約制，請加入官方Line ID : @wou9373j】,744台灣台南市新市區中山路13巷37號,0932 172 117,https://lovesmilepethotel.mystrikingly.com/,4.3,54,,台南市,中西區
小花朵寵物美容旅館《推薦寵物美容店》台南寵物皮膚調理｜住宿安親｜寄宿服務 ｜沐浴SPA｜專業貓咪洗澡｜耳道護理,701台灣台南市東區小東路364號,0968 985 129,https://www.facebook.com/ooxx9898new2.0,4.7,43,星期一: 休息 | 星期二: 10:30 – 19:30 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,台南市,東區
奧米瑞比寵物旅館,70167台灣台南市東區中華東路三段399巷21弄2號,,,4.3,22,,台南市,東區
心宿寵物旅館,710台灣台南市永康區文化路251號2樓,,,5,23,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,台南市,東區
昴貓貓舍（全預約制）品種貓繁育、純貓美容住宿,744台灣台南市新市區南昌街51號,,https://lin.ee/nc7TnWY,5,9,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 休息 | 星期六: 09:00 – 20:00 | 星期日: 休息,台南市,南區
棲心寵物旅宿,709台灣台南市安南區長和路一段370號,06 396 6732,https://linkby.tw/chihsin370,4.9,34,星期一: 08:30 – 18:30 | 星期二: 08:30 – 18:30 | 星期三: 08:30 – 18:30 | 星期四: 08:30 – 18:30 | 星期五: 08:30 – 18:30 | 星期六: 08:30 – 18:30 | 星期日: 08:30 – 18:30,台南市,南區
萌旅寵物美容沙龍旅館（預約制，加LINE預約：@momogo）,744台灣台南市新市區豐榮59-21號,0916 338 242,https://www.instagram.com/cutepet_2o23/,5,39,星期一: 10:00 – 17:00 | 星期二: 10:00 – 17:00 | 星期三: 休息 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 10:00 – 17:00 | 星期日: 10:00 – 17:00,台南市,南區
寵愛你我他寵物住宿寵物安親,721台灣台南市麻豆區新生南路358巷68號,0976 885 029,https://tw.ysm.emarketing.yahoo.com/soeasy/client/aom20161229056.html,4.9,31,"星期一: 09:00 – 11:30, 17:00 – 19:30 | 星期二: 09:00 – 11:30, 17:00 – 19:30 | 星期三: 09:00 – 11:30, 17:00 – 19:30 | 星期四: 09:00 – 11:30, 17:00 – 19:30 | 星期五: 09:00 – 11:30, 17:00 – 19:30 | 星期六: 09:00 – 11:30, 17:00 – 19:30 | 星期日: 09:00 – 11:30, 17:00 – 19:30",台南市,南區
史丹利貓舍丨貓旅館 (住宿、培育、美容、飼料),741台灣台南市善化區66-9號,0987 922 569,https://stanleycattery.com/,5,10,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,台南市,南區
芥菜種動物醫院＆芥菜籽寵物輕旅店,710台灣台南市永康區東橋十街32號,06 302 7620,https://www.facebook.com/mustardseedhospital/,4.7,190,"星期一: 09:30 – 16:45, 18:00 – 20:45 | 星期二: 09:30 – 16:45 | 星期三: 09:30 – 16:45, 18:00 – 20:45 | 星期四: 12:00 – 16:45, 18:00 – 20:45 | 星期五: 09:30 – 16:45, 18:00 – 20:45 | 星期六: 09:00 – 17:00 | 星期日: 休息",台南市,北區
蔓蔓寵物-美容·安親·住宿-特寵業字第U1120672號,710台灣台南市永康區小北路3-2號,06 251 4627,https://lin.ee/1wYuj05,4.9,74,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,台南市,北區
快樂狗幼犬生活館,710台灣台南市永康區中華路677號,0958 707 797,https://www.puppyandmetw.com/,3.6,228,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,台南市,北區
樂奇寵物美容/寵物住宿/寵物泳池/寵物自助洗/台南地區接送服務/寵物餐廳/調酒/烤串/冰沙/簡餐,70955台灣台南市安南區本田路二段103號,0976 266 793,https://www.facebook.com/profile.php?id=61550246247306&mibextid=ZbWKwL,4.8,17,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,台南市,安南區
【龍貓工程師】▻ 龍貓專賣｜寄宿｜櫃籠｜飼料｜龍貓用品,709台灣台南市安南區郡安路五段184巷10弄1號,,https://lin.ee/DT4C7g1,5,6,星期一: 休息 | 星期二: 19:00 – 21:00 | 星期三: 休息 | 星期四: 休息 | 星期五: 19:00 – 21:00 | 星期六: 休息 | 星期日: 14:00 – 18:00,台南市,安南區
旺喵村寵物館 - 台南 永康 專業寵物店推薦 優質純種貓舍首選 貓咪買賣好評 高CP值寵物造型美容 寵物寄宿旅館 人氣英國短毛貓 熱門美國短毛貓 挪威森林貓 豹貓 孟加拉貓 英國貓布偶貓 曼赤肯 美國短毛貓 美國捲耳貓 英國藍貓 價格 費用,710台灣台南市永康區中華路370號,06 302 5196,https://m.facebook.com/%E6%97%BA%E5%96%B5%E5%AF%B5%E7%89%A9%E9%A4%A8-466993043692077/?locale2=zh_TW,3.8,123,星期一: 13:30 – 21:30 | 星期二: 13:30 – 21:30 | 星期三: 13:30 – 21:30 | 星期四: 13:30 – 21:30 | 星期五: 13:30 – 21:30 | 星期六: 13:30 – 21:30 | 星期日: 13:30 – 21:30,台南市,永康區
乖寶寵物美容(沒有做貓/沒有接送服務/沒有住宿，休假依公告為主）,710台灣台南市永康區中正路57號,06 201 2229,https://www.facebook.com/lovepet057/,4.7,34,星期一: 13:00 – 20:00 | 星期二: 13:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:30 – 20:00 | 星期日: 09:30 – 20:00,台南市,永康區
Honey Puppy Pet Salon甜心帕比寵物精緻沙龍《寵物美容｜安親｜住宿｜選品｜手作零食》,710台灣台南市永康區中山南路560號,06 302 3327,https://lin.ee/iJP6kuX,5,8,星期一: 11:00 – 19:30 | 星期二: 11:00 – 19:30 | 星期三: 11:00 – 19:30 | 星期四: 11:00 – 19:30 | 星期五: 11:00 – 19:30 | 星期六: 11:00 – 19:30 | 星期日: 11:00 – 19:30,台南市,永康區
奇美寵物 - 台南 永康 專業寵物店推薦 純種貓咪買賣首選 貓舍 貓旅館 寵物美容好評 人氣寵物寄宿 熱門品種貓 高CP值 優質美 英短 曼赤肯短腿貓 加菲貓 布偶貓 挪威森林貓,710台灣台南市永康區中華路364號,06 302 2828,https://www.facebook.com/profile.php?id=100064108568964,3.7,43,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,台南市,永康區
61cafe（週一～四採全預約制）｜台南貓咪咖啡｜貓咪住宿｜貓咪美容 |貓咪販售,710台灣台南市永康區中山路61號,06 231 7728,https://www.61catcafe.com/,5,858,星期一: 15:00 – 19:00 | 星期二: 15:00 – 19:00 | 星期三: 15:00 – 19:00 | 星期四: 15:00 – 19:00 | 星期五: 12:00 – 19:00 | 星期六: 12:00 – 19:00 | 星期日: 12:00 – 19:00,台南市,永康區
艾米樂寵物美學精品貓旅館,721台灣台南市麻豆區興國路16-9號,0976 885 029,https://www.facebook.com/profile.php?id=100084557179405,4.8,52,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,新化區
單身狗寵物旅館美容、貓旅館、鼠兔住宿,813台灣高雄市左營區榮總路513號,07 310 6136,https://reurl.cc/6Nbnmb,5,501,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,左鎮區
寵悠活-鮮食宿-寵物旅館 寵物美容 寵物安親 寵物百貨 短期長期寵物住宿,813台灣高雄市左營區部後街10-1號,07 588 6964,https://www.hotelpet8.com/,5,150,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,台南市,左鎮區
棉花糖寵物旅館,843台灣高雄市美濃區光明路169號,0930 435 888,https://www.facebook.com/%E6%A3%89%E8%8A%B1%E7%B3%96%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-329027751091960,4.8,79,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,台南市,左鎮區
LaiDua寵物美容＆寵物住宿（安親、貓咪寄宿、高雄寵物住宿）,811台灣高雄市楠梓區土庫一路10號,0971 757 031,https://www.facebook.com/laiduapetspahotel,4.9,50,星期一: 11:00 – 18:30 | 星期二: 11:00 – 18:30 | 星期三: 11:00 – 18:30 | 星期四: 11:00 – 18:30 | 星期五: 11:00 – 18:30 | 星期六: 11:00 – 18:30 | 星期日: 11:00 – 18:30,台南市,左鎮區
Just Love就是愛寵物精品旅館,813023台灣高雄市左營區新庄仔路409號,07 350 5553,https://www.facebook.com/JustLovePet/,4.9,109,星期一: 09:30 – 19:30 | 星期二: 09:30 – 19:30 | 星期三: 09:30 – 19:30 | 星期四: 09:30 – 19:30 | 星期五: 09:30 – 19:30 | 星期六: 09:30 – 19:30 | 星期日: 09:30 – 19:30,台南市,左鎮區
