店名,地址,電話,網站,評分,評分數量,營業時間,城市,區域
狗狗日常寵物旅館/寵物旅館/寵物美容/寵物自助洗/狗安親/狗住宿,116台灣台北市文山區羅斯福路六段85號,0982 920 852,http://facebook.com/ddl.pethotel,4.7,138,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台北市,中正區
貓格里拉 - 貓旅館 - 貓住宿 - Cat Hotel & Goods,"10樓之3, No. 76號復興南路一段大安區台北市台灣 106",02 8773 3503,https://www.thecathotel.tw/,4.9,155,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,台北市,中正區
寄居喵和風貓旅宿Hermicat 純貓旅館,110053台灣台北市信義區信義路四段401號5樓,02 2720 2823,https://hermicat.com/,5,51,星期一: 11:30 – 19:00 | 星期二: 11:30 – 19:00 | 星期三: 11:30 – 19:00 | 星期四: 11:30 – 19:00 | 星期五: 11:30 – 19:00 | 星期六: 11:30 – 19:00 | 星期日: 11:30 – 19:00,台北市,中正區
HIPP 喜寶棧 - 咖啡酒館 & 貓旅館 每天營業 4月28/29日店休 CAFE BAR & CAT HOTEL,100063台灣台北市中正區中華路二段307巷40號1樓,02 2303 5540,https://www.facebook.com/hippcc,5,525,星期一: 18:00 – 02:00 | 星期二: 18:00 – 02:00 | 星期三: 18:00 – 02:00 | 星期四: 18:00 – 02:00 | 星期五: 18:00 – 02:00 | 星期六: 18:00 – 02:00 | 星期日: 18:00 – 02:00,台北市,中正區
貓僕舍複合式貓旅館,10362台灣台北市大同區重慶北路三段73號,02 2585 1417,https://lin.ee/ZSLqO6x,4.9,50,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,台北市,中正區
毛毛窩寵物精品旅館,116台灣台北市文山區景隆街48號,,,4.6,108,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,台北市,中正區
【米兔旅店】兔子住宿-寵物旅館,103台灣台北市大同區酒泉街105號,,https://mitoo.tw/,5,203,星期一: 08:00 – 20:00 | 星期二: 08:00 – 20:00 | 星期三: 08:00 – 20:00 | 星期四: 08:00 – 20:00 | 星期五: 08:00 – 20:00 | 星期六: 08:00 – 20:00 | 星期日: 08:00 – 20:00,台北市,中正區
DANDY CAT 丹迪貓 純貓旅館 美容,103020台灣台北市大同區平陽街25號,02 2559 6952,,5,20,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,台北市,中正區
毛尾巴寵物美容旅店 Furry Tail Pet Salon & Hotel,106台灣台北市大安區大安路一段205號,02 2700 0300,https://www.furrytailpetsalonhotel.com/,4.9,170,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台北市,中正區
啪啾寵物旅館Pet-Chi Doggy Hotel,234台灣新北市永和區永貞路53號1,02 2928 2951,https://www.facebook.com/LovePetChi,4.8,24,星期一: 休息 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,台北市,中正區
捲尾巴寵物旅宿/新北寵物旅館/永和寵物旅館/狗旅館/狗狗安親/狗狗過夜,234009台灣新北市永和區永平路300號,,https://www.facebook.com/petpawshotel/,4.7,41,星期一: 休息 | 星期二: 09:30 – 20:00 | 星期三: 09:30 – 20:00 | 星期四: 09:30 – 20:00 | 星期五: 09:30 – 20:00 | 星期六: 09:30 – 20:00 | 星期日: 09:30 – 20:00,台北市,中正區
王子公主寵物美容旅館,11679台灣台北市文山區興隆路一段96號,02 8931 3637,https://www.princeprincess.com.tw/,4.9,76,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,台北市,中正區
貓森旅-貓旅館Cat Hotel 台北市中心,106台灣台北市大安區信義路三段75之1號 2樓,02 2707 8877,https://catsforestvilla.tw/,5,417,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,台北市,中正區
貓語花香私房貓旅/ 台北微風廣場對面,10491台灣台北市中山區復興南路一段36之2號2樓,02 8772 8376,http://www.catvilla.com.tw/,4.9,51,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台北市,中正區
毛旅 寵物旅館,10491台灣台北市中山區長安東路二段232號,02 2721 3091,https://m.facebook.com/furtrips/,5,15,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,台北市,中正區
有間貓旅精品度假中心 A-House Traveler -貓咪住宿|寵物旅館|貓咪行為訓練|諮詢|台北松山區|民生社區,105032台灣台北市松山区南京东路五段137號二樓,02 2396 3963,https://www.a-housetraveler.com/,5,318,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,台北市,中正區
三毛寵物旅館/三毛寵物美容/貓咪住宿/狗狗美容/狗狗洗澡,234台灣新北市永和區中和路421巷3弄1號1樓,02 2925 8933,https://somemore-pet.com.tw/,4.6,365,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,台北市,中正區
S蓋狗狗訓練工坊．住宿,234台灣新北市永和區永利路4巷,0978 507 960,https://lin.ee/fvn3Z9T,5,13,星期一: 09:00 – 22:00 | 星期二: 09:00 – 22:00 | 星期三: 09:00 – 22:00 | 星期四: 09:00 – 22:00 | 星期五: 09:00 – 22:00 | 星期六: 09:00 – 22:00 | 星期日: 09:00 – 22:00,台北市,中正區
miya-甜蜜貓旅店,234台灣新北市永和區永和路二段228號3F,02 2926 2627,http://miyahotel.blogspot.com/,5,136,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,台北市,中正區
轉角遇見兔 The Rabbit Hotel at Corner,10079台灣台北市中正區三元街216號,0916 925 177,https://sites.google.com/view/rabbithotelcorner,,,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 11:00 – 16:00 | 星期日: 休息,台北市,中正區
北歐寵物旅館 游泳館,105台灣台北市松山區八德路三段224號,02 2577 9886,http://www.nph.com.tw/,4.7,296,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,台北市,中正區
寵蝦咪寵物美容住宿Chongshopme-文山店,116台灣台北市文山區興隆路一段261號,02 2933 1890,https://www.facebook.com/profile.php?id=61551489593108&mibextid=2JQ9oc,4.9,70,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台北市,中正區
宅貓旅館🥰信義館,110台灣台北市信義區基隆路二段117號2樓,02 2732 5667,https://www.cat-hotel.com.tw/,4.9,127,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台北市,中正區
巧PetPet寵物精品旅館,234台灣新北市永和區得和路82號,02 2942 8882,https://www.ciaopetpet.com/,4.7,87,"星期一: 11:00 – 21:00 | 星期二: 11:00 – 14:00, 18:00 – 20:00 | 星期三: 11:00 – 14:00, 18:00 – 20:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00",台北市,中正區
茶比寵物旅館 〔 中和寵物住宿 〕,235台灣新北市中和區景平路559號,02 8245 2232,https://www.facebook.com/chubbypethotel?mibextid=LQQJ4d,4.9,81,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,台北市,中正區
呼嚕嚕貓旅,241台灣新北市三重區重新路三段26號,02 2972 8805,,5,15,星期一: 11:30 – 20:30 | 星期二: 11:30 – 20:30 | 星期三: 11:30 – 20:30 | 星期四: 11:30 – 20:30 | 星期五: 11:30 – 20:30 | 星期六: 11:30 – 20:30 | 星期日: 11:30 – 20:30,台北市,中正區
肥貓家貓舍/永和貓旅館/貓咪美容(預約制),234台灣新北市永和區中正路271號3樓,02 8231 7088,https://lin.ee/bX5sn4C,5,106,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,台北市,中正區
小花貓 貓宿 貓咪住宿 貓咪旅館 寵物旅館,116台灣台北市文山區景興路223號,02 2933 8515,https://www.facebook.com/notes/%E5%B0%8F%E8%8A%B1%E8%B2%93-%E8%B2%93%E5%AE%BF-cats-pajamas-hostel/%E5%B0%8F%E8%8A%B1%E8%B2%93-%E8%B2%93%E5%AE%BF%E8%B3%87%E8%A8%8A%E6%95%B4%E7%90%86%E7%BD%AE%E9%A0%82%E6%96%87180815%E7%89%88/1280771521943661/,4.8,57,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 休息 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,台北市,中正區
D&Y 寵物美容時尚旅店,10491台灣台北市中山區中山北路三段55巷22號,02 2592 3252,,4.7,287,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,台北市,中正區
WE CAT喵旅/貓旅館 、美容、安親、用品,23450台灣新北市永和區福和路167號2 F,0909 578 920,https://wecat.17shot.com/,5,50,星期一: 11:30 – 19:30 | 星期二: 11:30 – 19:30 | 星期三: 11:30 – 19:30 | 星期四: 11:30 – 19:30 | 星期五: 11:30 – 19:30 | 星期六: 11:30 – 19:30 | 星期日: 11:30 – 19:30,台北市,中正區
THE CAT 貓・旅店｜貓旅館·寵物美容,106台灣台北市大安區信義路四段293號2樓,,https://www.instagram.com/,4.9,97,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,台北市,中正區
嗷嗚寵物旅館,104台灣台北市中山區新生北路三段84巷25號1樓,,https://auwoodogshotel.weebly.com/,4.9,19,,台北市,中正區
搖擺狗寵物美容住宿,110台灣台北市信義區光復南路417之4號,02 2345 3383,,5,15,星期一: 11:00 – 18:30 | 星期二: 休息 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台北市,中正區
胖狗屋寵物旅館,234台灣新北市永和區永貞路85號,02 2928 0365,http://www.pangohouse.com/,4.8,69,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,台北市,中正區
金狗錐狗狗寵物旅館（預約制）小型犬安親住宿、狗狗美容,105台灣台北市松山區南京東路五段163-4號,02 2749 4873,https://www.facebook.com/105885414560021/posts/130438382104724/?extid=ZJOZ242l9TrCRuqG&d=n,5,58,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,台北市,中正區
毛小愛三重區中正南路寵物保姆-客製化寵物照護/到府照護/陪狗狗散步/寵物旅館以外的選擇！,241台灣新北市三重區中正南路82號,0983 397 833,https://fluv.com/profiles/Ww5FB65papQYqvYCdcZ8lO0WKsi2?action=share&openExternalBrowser=1,,,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,台北市,中正區
狗窩窩愛犬旅社(寵物旅館/狗狗美容/狗狗住宿/寵物安親/狗狗洗澡),105台灣台北市松山区民生东路五段137巷2-5號1樓,02 2766 6185,https://www.facebook.com/WoofinnDogHotel/,4.7,75,星期一: 08:00 – 21:00 | 星期二: 08:00 – 21:00 | 星期三: 08:00 – 21:00 | 星期四: 08:00 – 21:00 | 星期五: 08:00 – 21:00 | 星期六: 08:00 – 21:00 | 星期日: 08:00 – 21:00,台北市,中正區
Amazing Dog 好狗狗｜寵物訓練｜寵物旅館,235024台灣新北市中和區中原街106號,02 8221 1683,https://instagram.com/amazingdog.training.hotel?igshid=YTQwZjQ0NmI0OA==,4.9,62,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,台北市,中正區
GuGu House 寵物旅館,10462台灣台北市中山區敬業一路160號,02 8502 1008,http://guguhouse.com/,4.7,70,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,台北市,中正區
新北市 板橋 澎澎寵物旅館,22052台灣新北市板橋區新生街29巷15弄2號1樓,0926 876 651,https://m.facebook.com/pongpong168/,4.9,374,星期一: 11:00 – 20:30 | 星期二: 11:00 – 20:30 | 星期三: 11:00 – 20:30 | 星期四: 11:00 – 20:30 | 星期五: 11:00 – 20:30 | 星期六: 11:00 – 20:30 | 星期日: 11:00 – 20:30,台北市,中正區
集寵文旅。睡覺間 寵物安親||貓狗住宿|手做鮮食.零食-文山寵物住宿|寵物安親|寵物鮮食|寵物照護|寵物安養|寵物旅館|寵物美容,11645台灣台北市文山區木柵路二段27號,02 2939 8586,https://www.facebook.com/petlovehotel/,4.9,55,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,台北市,中正區
狗狗好乖寵物旅館,115台灣台北市南港區玉成街4號,02 2783 5005,https://www.facebook.com/PerfectPawsHotel,4.6,72,星期一: 08:10 – 21:00 | 星期二: 08:10 – 21:00 | 星期三: 08:10 – 21:30 | 星期四: 08:10 – 21:00 | 星期五: 08:10 – 21:00 | 星期六: 08:10 – 21:00 | 星期日: 08:10 – 21:00,台北市,中正區
捉迷腸寵物館 - 新北(寵物旅館服務，寵物沙龍，寵物美容店推薦，長毛臘腸犬舍，長毛臘腸，達克斯犬舍，到府寵物保姆),235台灣新北市中和區大勇街25巷15弄13號,0970 732 392,https://www.facebook.com/dooooooglove/?ref=pages_you_manage,5,50,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台北市,中正區
"貓咪摸摸茶Cat Patting House ～貓咪寄養, 咖啡 &瑜珈",104台灣台北市中山區林森北路413號8F之21,0963 056 278,https://www.instagram.com/willyyyghaur/,5,92,星期一: 14:00 – 19:30 | 星期二: 休息 | 星期三: 休息 | 星期四: 休息 | 星期五: 13:00 – 19:00 | 星期六: 13:00 – 20:00 | 星期日: 13:00 – 19:00,台北市,中正區
貓悅居貓旅館(採預約制),241台灣新北市三重區重陽路三段5巷28-2號,02 2986 1200,https://www.facebook.com/maoyueju,5,140,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,台北市,中正區
樓上遇見貓｜台北專業純貓旅館｜採光獨立空間房間型｜高cp寄宿安親推薦｜近南京復興三民站｜貓咪安養認養領養中途｜貓生活用品飼料,105台灣台北市松山区光复北路38號2樓,02 2578 7708,https://my.matterport.com/show/?m=E63cPZ6ASft,4.9,86,星期一: 12:00 – 19:00 | 星期二: 12:00 – 19:00 | 星期三: 12:00 – 19:00 | 星期四: 12:00 – 19:00 | 星期五: 12:00 – 19:00 | 星期六: 12:00 – 19:00 | 星期日: 12:00 – 19:00,台北市,中正區
愛貓成癮 • CAT HOTEL & CAFÉ－五星級頂級貓旅館｜住宿｜貓咪寵物咖啡廳｜台北信義區｜市政府捷運站,110台灣台北市信義區莊敬路342號2樓,02 2758 8958,https://www.iamcataholic.com/,4.9,190,星期一: 12:00 – 20:00 | 星期二: 12:00 – 20:00 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,台北市,中正區
有毛公寓Apt.Meow｜貓咪專門旅館,105台灣台北市松山區八德路四段649號2樓,02 2746 6707,https://aptmeow.tw/,4.9,51,星期一: 12:00 – 20:00 | 星期二: 12:00 – 20:00 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,台北市,中正區
貓室友 Catroommate 貓旅館 台北貓住宿,11159台灣台北市士林區文林路512-1號1樓,0989 935 571,http://www.cat-roommate.com/,4.9,127,星期一: 12:00 – 20:00 | 星期二: 12:00 – 20:00 | 星期三: 12:00 – 20:00 | 星期四: 12:00 – 20:00 | 星期五: 12:00 – 20:00 | 星期六: 12:00 – 20:00 | 星期日: 12:00 – 20:00,台北市,中正區
私房貓旅 The Cat Inn．七星級管家式貓咪旅館,241台灣新北市三重區五華街218號1樓,02 2857 0009,https://www.thecatinn.vip/,5,177,星期一: 11:00 – 20:30 | 星期二: 11:00 – 20:30 | 星期三: 11:00 – 20:30 | 星期四: 11:00 – 20:30 | 星期五: 11:00 – 20:30 | 星期六: 11:00 – 20:30 | 星期日: 11:00 – 20:30,台北市,中正區
就是貓旅館,116台灣台北市文山區木柵路三段85巷23弄18號,02 2234 1487,https://m.facebook.com/JustCatHotel/,5,53,星期一: 13:00 – 20:00 | 星期二: 13:00 – 20:00 | 星期三: 13:00 – 20:00 | 星期四: 休息 | 星期五: 13:00 – 20:00 | 星期六: 13:00 – 19:30 | 星期日: 13:00 – 19:30,台北市,中正區
日巷貓旅｜貓旅館｜寵物旅館｜行李寄放,11568台灣台北市南港區南港路一段287巷2弄6號1樓,0905 050 700,https://sunalley6.wixsite.com/cathotel,5,76,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,台北市,中正區
Meow Fun House 喵房精緻貓旅館,11577台灣台北市南港区八德路四段917號1樓,0983 553 168,https://meowfunhouse.com.tw/,4.9,70,星期一: 11:30 – 19:30 | 星期二: 11:30 – 19:30 | 星期三: 11:30 – 19:30 | 星期四: 11:30 – 19:30 | 星期五: 11:30 – 19:30 | 星期六: 11:30 – 19:30 | 星期日: 11:30 – 19:30,台北市,中正區
