店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域
院好YuanHao - 寵物骨灰罈罐專賣店 | 現貨可取 | 防潮玉石寵物罐 | 拍拍寵愛回憶盒 |日本設計風寵物骨灰罐 | 生苼幾何系列骨灰盒 | 骨灰銀飾項鍊鑰匙圈,104台灣台北市中山區民權東路二段135巷20弄6號,02 2518 0118,https://www.yuanhaopets.com/,5,95,星期一: 09:00 – 17:30 | 星期二: 09:00 – 17:30 | 星期三: 09:00 – 17:30 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:30 | 星期六: 09:00 – 17:30 | 星期日: 休息,2,台北市,中正區
汝果寵物生命會館,112台灣台北市北投區立德路121巷15-1號2樓,02 2895 1334,https://www.ifspirit.com/,4.9,99,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,2,台北市,中正區
機德石藝 骨灰罈專賣店｜業界唯一真金箔刻字｜服務超過萬組客人｜寵物骨灰罈專賣,104台灣台北市中山區民權東路二段135巷20弄6號1樓,02 2512 1218,https://www.jide.com.tw/product14.htm,5,449,星期一: 09:00 – 17:00 | 星期二: 08:30 – 18:00 | 星期三: 08:30 – 18:00 | 星期四: 09:00 – 17:00 | 星期五: 08:30 – 18:00 | 星期六: 08:30 – 18:00 | 星期日: 09:00 – 12:00,2,台北市,中正區
吃肉肉Love Meat寵物食品網購,104095台灣台北市中山區南京東路二段140號6樓,0903 025 555,https://www.yummyyummy.com.tw/,5,67,星期一: 09:00 – 17:30 | 星期二: 09:00 – 17:30 | 星期三: 09:00 – 17:30 | 星期四: 09:00 – 17:30 | 星期五: 09:00 – 17:30 | 星期六: 休息 | 星期日: 休息,2,台北市,中正區
與你憶起-寵物寫真攝影工作室（寵物友善店家）,108051台灣台北市萬華區國興路12號11樓,,,5,28,星期一: 09:00 – 21:30 | 星期二: 09:00 – 21:30 | 星期三: 09:00 – 21:30 | 星期四: 休息 | 星期五: 09:00 – 21:30 | 星期六: 09:00 – 21:30 | 星期日: 09:00 – 21:30,2,台北市,中正區
寵物森林-貓狗美容澡堂,108台灣台北市萬華區中華路二段312號,02 2309 0808,http://www.facebook.com/dogcatforest,4.3,61,星期一: 10:30 – 19:30 | 星期二: 休息 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,2,台北市,中正區
桃園寵物火化安樂中心,330台灣桃園市桃園區莒光街68號,0972 869 001,https://lin.ee/F66VcOY,5,203,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中正區
幸福美地 全台唯一合法寵物生命禮儀 桃園寵物火化及殯葬推薦 ２４小時桃園免費接送 合法永久塔位,327台灣桃園市新屋區濱海路永興段719號,03 275 0099,https://www.hh2020pet.com/,5,1179,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中正區
宸豐生命禮儀,24357台灣新北市泰山區文化街1巷8號,0987 747 884,http://044000.tw/,5,20,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台北市,中正區
DEARPET毛寶貝回憶店│日本寵物骨灰罐專賣,104089台灣台北市中山區南京東路二段11號10樓B室,02 2564 2540,https://rink.cc/2wd6x,5,12,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,台北市,中正區
中正犬貓醫院,100台灣中正區重慶南路三段60號,02 2305 4880,,5,23,,2,台北市,中正區
台北市寵物商業同業公會,100台灣台北市中正区馆前路2號12樓,0988 045 005,https://www.facebook.com/TPCA.tw,5,1,星期一: 10:00 – 17:00 | 星期二: 10:00 – 17:00 | 星期三: 10:00 – 17:00 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 休息 | 星期日: 休息,2,台北市,中正區
浪浪別哭（不能攜帶寵物）,10049台灣台北市中正區林森北路9巷13號,02 2356 0766,https://inline.app/booking/-LWEKwOd8YoyJUe8eGUg:inline-live-2a466/-LWEKwSjmDnoKlgXhTbK?language=zh-tw,4.5,4570,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,2,台北市,中正區
欣愛寵物,241台灣新北市三重區中正南路81號,02 2977 8500,,4.8,233,星期一: 11:00 – 22:30 | 星期二: 11:00 – 22:30 | 星期三: 11:00 – 22:30 | 星期四: 11:00 – 22:30 | 星期五: 11:00 – 22:30 | 星期六: 11:00 – 22:30 | 星期日: 11:00 – 22:30,2,台北市,中正區
台北市寵物,100台灣中正區忠孝西路一段50號,02 2361 0869,http://www.pet.org.tw/,4.4,7,"星期一: 08:30 – 12:00, 13:00 – 17:00 | 星期二: 08:30 – 12:00, 13:00 – 17:00 | 星期三: 08:30 – 12:00, 13:00 – 17:00 | 星期四: 08:30 – 12:00, 13:00 – 17:00 | 星期五: 08:30 – 12:00, 13:00 – 17:00 | 星期六: 休息 | 星期日: 休息",2,台北市,中正區
丘丘寵物美容精品,100台灣台北市中正區仁愛路二段68號,02 2321 6162,https://www.facebook.com/chouchoupetshop/,4.5,96,星期一: 11:30 – 19:00 | 星期二: 11:30 – 19:00 | 星期三: 休息 | 星期四: 11:30 – 19:00 | 星期五: 11:30 – 19:00 | 星期六: 11:30 – 19:00 | 星期日: 11:30 – 19:00,2,台北市,中正區
WSPA寵物旅館,100台灣台北市中正区罗斯福路三段139號1F,02 2367 5899,https://www.facebook.com/profile.php?id=100087392181167,4.5,122,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,2,台北市,中正區
長沁動物醫院-台北寵物健檢、一般內外科、心臟科、牙科、骨科推薦,103台灣台北市大同區承德路三段9號,02 2599 2119,,4.1,294,"星期一: 09:30 – 12:30, 13:30 – 21:00 | 星期二: 09:30 – 12:30, 13:30 – 21:00 | 星期三: 09:30 – 12:30, 13:30 – 21:00 | 星期四: 09:30 – 12:30, 13:30 – 21:00 | 星期五: 09:30 – 12:30, 13:30 – 21:00 | 星期六: 09:30 – 12:30, 13:30 – 21:00 | 星期日: 09:30 – 12:30, 13:30 – 21:00",2,台北市,中正區
淺水灣寵物天堂,252台灣新北市三芝區村南勢崗2之7號,02 2636 9293,http://www.petstw.tw/,4.6,145,星期一: 09:00 – 17:00 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:00 | 星期六: 09:00 – 17:00 | 星期日: 09:00 – 17:00,2,台北市,中正區
北歐寵物旅館,106台灣台北市大安區新生南路二段60-1號,02 2322 4358,http://www.nph.com.tw/,4.7,386,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,2,台北市,中正區
愛萌寵X幸福美地(桃園門巿) 全台唯一合法寵物生命禮儀 桃園寵物火化及殯葬推薦 ２４小時桃園接送 合法永久塔位,330台灣桃園市桃園區民富十一街3號1樓,03 260 5158,https://lin.ee/ZP8vz8V,5,666,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中正區
安家行動寵物醫院-獸醫師出診/寵物到府安樂/安寧治療-台北/桃園/新竹/基隆/宜蘭,114台灣台北市内湖区成功路三段174巷17弄5號1樓,0906 060 336,https://drfurkids.com/,4.9,181,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中正區
信安安樂 到府安樂,247台灣新北市蘆洲區中正路142號,0965 329 729,https://www.petpeaceinhome.tw/,5,37,星期一: 08:30 – 23:00 | 星期二: 08:30 – 23:00 | 星期三: 08:30 – 23:00 | 星期四: 08:30 – 23:00 | 星期五: 08:30 – 23:00 | 星期六: 08:30 – 23:00 | 星期日: 08:30 – 23:00,4,台北市,中正區
羽辰生命禮儀,242台灣新北市新莊區新樹路629之12號6樓,0909 193 490,https://www.facebook.com/%E7%BE%BD%E8%BE%B0%E7%94%9F%E5%91%BD%E7%A6%AE%E5%84%80-102345058686426/,5,134,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台北市,中正區
昭揚生命| 禮儀公司 | 葬儀社 | 殯葬服務,220台灣新北市板橋區三民路二段正泰二巷13號3樓,080 058 0866,https://zhaoyang80.webnode.tw/,5,198,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台北市,中正區
劉慶文禮儀師-喪葬服務-台北葬儀社殯葬禮儀公司新北桃園新竹全省推薦,220台灣新北市板橋區大觀路三段160巷2號二樓,0982 664 257,https://www.1314foreverlife.com.tw/,5,1,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台北市,中正區
宸豐生命禮儀,333台灣桃園市龜山區文昌一街47巷28號,0981 014 019,https://044000.tw/,5,1,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台北市,中正區
祥辰生命禮儀,236台灣新北市土城區學成路22巷1弄1號2樓,0918 600 032,https://www.shaingchen1314.com/,5,232,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台北市,中正區
麒陵生本禮儀社,111台灣台北市士林區延平北路五段245巷1號1樓,02 2815 0095,http://www.bosslife.glob.tw/,5,1,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台北市,大同區
沁誠生命禮儀事業有限公司,238019台灣新北市樹林區太元街83號,0931 039 419,https://chincheng9.webnode.tw/,5,17,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台北市,大同區
寵物標本有限公司,103台灣台北市大同區民族西路225巷42號6樓,0909 952 909,https://www.facebook.com/familypet909/,3,4,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台北市,大同區
元氣毛孩(原元氣毛孩子)-伴侶動物選品＆教學丨寵物按摩.寵物學苑.寵物商品.臘腸狗.大稻埕,103台灣台北市大同區迪化街一段14巷2號,0970 841 447,https://livetour.istaging.com/411781b0-1a16-4c71-95ae-b4f7372ff63e,4.7,79,星期一: 休息 | 星期二: 12:00 – 19:00 | 星期三: 12:00 – 19:00 | 星期四: 12:00 – 19:00 | 星期五: 12:00 – 19:00 | 星期六: 12:00 – 19:00 | 星期日: 12:00 – 19:00,2,台北市,大同區
星期四吃紅蘿蔔 寵物攝影,103台灣台北市大同區重慶北路三段203-1號,0909 120 468,https://thursdayeatcarrotphotography.com/,5,5,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 10:00 – 18:30,2,台北市,大同區
House of Paws 皇室毛孩,111台灣台北市士林區葫東街33號1樓,,https://bit.ly/3X2tVvL,5,4,星期一: 13:00 – 20:00 | 星期二: 13:00 – 20:00 | 星期三: 13:00 – 20:00 | 星期四: 01:00 – 20:00 | 星期五: 休息 | 星期六: 10:00 – 16:00 | 星期日: 10:00 – 16:00,2,台北市,大同區
台灣寵物世界,103台灣台北市大同區寧夏路1號,02 2556 3320,,3.6,65,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台北市,大同區
牧光特殊寵物專科醫院 Lumos Exotic Animal Clinic,10365台灣台北市大同区民族西路65號1樓,02 2592 6590,,4.3,195,星期一: 10:00 – 20:30 | 星期二: 10:00 – 20:30 | 星期三: 10:00 – 20:30 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 20:30 | 星期日: 10:00 – 20:30,2,台北市,大同區
凡賽爾賽鴿寵物鳥醫院,103台灣台北市大同区民族西路53號1樓,02 2586 9933,http://www.birds.com.tw/,4.3,1000,"星期一: 10:00 – 14:00, 16:00 – 20:00 | 星期二: 10:00 – 14:00, 16:00 – 20:00 | 星期三: 10:00 – 14:00, 16:00 – 20:00 | 星期四: 10:00 – 14:00, 16:00 – 20:00 | 星期五: 10:00 – 14:00, 16:00 – 20:00 | 星期六: 10:00 – 14:00, 16:00 – 18:00 | 星期日: 10:00 – 14:00, 16:00 – 18:00",2,台北市,大同區
弘愛犬貓專科醫院,103018台灣台北市大同區民生西路105號,02 2550 3892,,4.2,5,,2,台北市,大同區
不萊梅特殊寵物專科醫院,103台灣台北市大同區民權西路227號,02 2599 3907,https://www.facebook.com/Bravevetnew,4.4,821,"星期一: 10:00 – 12:30, 13:30 – 17:30, 18:30 – 20:00 | 星期二: 10:00 – 12:30, 13:30 – 17:30 | 星期三: 10:00 – 12:30, 13:30 – 17:30, 18:30 – 20:00 | 星期四: 10:00 – 12:30, 13:30 – 17:30, 18:30 – 20:00 | 星期五: 10:00 – 12:30, 13:30 – 17:30, 18:30 – 20:00 | 星期六: 10:00 – 12:30, 13:30 – 17:30, 18:30 – 20:00 | 星期日: 10:00 – 12:30, 13:30 – 17:30, 18:30 – 20:00",2,台北市,大同區
聖緣禮儀有限公司,241台灣新北市三重區三和路二段208號11號樓之10,0931 055 407,https://m.facebook.com/pages/category/Funeral-Service---Cemetery/%E8%81%96%E7%B7%A3%E7%A6%AE%E5%84%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-410747212847796/#_=_,5,5,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台北市,大同區
貓僕舍複合式貓旅館,10362台灣台北市大同區重慶北路三段73號,02 2585 1417,https://lin.ee/ZSLqO6x,4.9,50,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,2,台北市,大同區
城市貓旅 City Cat 貓旅館/純貓美容,103台灣台北市大同區長安西路254號2樓,02 2552 7056,http://www.cathotel.tw/,4.8,256,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,台北市,大同區
宅貓旅館🥰中山館,10469台灣台北市中山區民生東路二段3號,02 2521 8488,http://www.cat-hotel.com.tw/,5,272,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,2,台北市,大同區
PetVida The Cat 薇達貓咪專屬精品沙龍 펫비다 더캣,10491台灣台北市中山區長安東路二段228號,02 2777 3337,http://heylink.me/PetVida.Cat,5,288,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,2,台北市,大同區
喵汪美安宿-吉林休閒館 犬貓寵物美容 | 安親住宿 | 溫水舒緩泳池 國寶寵物,10491台灣台北市中山區吉林路178號,02 2531 9089,,4.9,95,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台北市,大同區
毛孩市集 網路寵物用品商城 (辦公室非店門),10441台灣台北市中山區長安東路一段23號4F-3,080 005 0090,https://petpetgo.com/,2.9,48,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台北市,大同區
毛手毛腳-毛孩專門店-建國門市,103台灣台北市大同區承德路三段138號,02 2608 3748,https://www.furkidshop.com.tw/,4.2,57,星期一: 休息 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 休息,2,台北市,大同區
樂芙寵物,103台灣台北市大同區承德路三段102號,02 2593 0593,https://www.facebook.com/lovepetspa/?modal=admin_todo_tour,4.7,30,星期一: 11:30 – 20:00 | 星期二: 休息 | 星期三: 11:30 – 20:00 | 星期四: 11:30 – 20:00 | 星期五: 11:30 – 20:00 | 星期六: 11:30 – 20:00 | 星期日: 11:30 – 20:00,2,台北市,大同區
皇良寵物生活館,103台灣台北市大同區承德路二段6號一樓,02 2555 5267,,3.6,9,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 休息 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,台北市,大同區
毛孩子動物醫院,241台灣新北市三重區福德北路71號,02 2977 4887,,4.6,540,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 17:00,2,台北市,大同區
狗樂子寵物沙龍,10658台灣台北市大安區信義路三段128號2樓,02 2701 9969,https://gofun.taipei/,4.9,93,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,台北市,大同區
PASSION 配生貓狗生活館,104台灣台北市中山區四平街17號1樓,02 2567 2096,http://www.facebook.com/passiondclife,4.9,54,,2,台北市,大同區
