店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域
桃園寵物火化安樂中心,330台灣桃園市桃園區莒光街68號,0972 869 001,https://lin.ee/F66VcOY,5,203,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台中市,中區
寵返星球生命禮儀｜寵物火化｜專業禮儀團隊,220台灣新北市板橋區大觀路二段27巷12號2樓,02 7746 7949,https://maotravel.tw/,5,11,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台中市,中區
幸福美地 全台唯一合法寵物生命禮儀 桃園寵物火化及殯葬推薦 ２４小時桃園免費接送 合法永久塔位,327台灣桃園市新屋區濱海路永興段719號,03 275 0099,https://www.hh2020pet.com/,5,1179,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台中市,中區
友森之年寵物禮儀,404台灣台中市北區青島路一段26巷6號,0911 902 959,,5,1,,5,台中市,中區
幸福天使-桃園寵物生命禮儀 桃園寵物火化 桃園寵物接體服務 桃園寵物禮儀服務,320台灣桃園市中壢區啟文路一段65號,03 426 2708,https://www.angelpetmemorial.com/,5,166,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台中市,中區
愛萌寵X幸福美地(桃園門巿) 全台唯一合法寵物生命禮儀 桃園寵物火化及殯葬推薦 ２４小時桃園接送 合法永久塔位,330台灣桃園市桃園區民富十一街3號1樓,03 260 5158,https://lin.ee/ZP8vz8V,5,666,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台中市,中區
寵兒安樂園,41149台灣台中市太平區太堤東路17號,04 2271 2425,http://www.beloved-land.com/,4.5,204,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,4,台中市,中區
華梵禮儀有限公司,404台灣台中市北區學士路257號9樓,080 080 0818,http://www.wf119.com.tw/,4.9,496,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,中區
雅境 生命禮儀公司,404台灣台中市北區五順街35號,04 2233 2926,http://www.yajing-life.com/,4.7,45,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,中區
長弘生命禮儀,411台灣台中市太平区旱溪东路一段542號542巷7號,0923 688 841,,5,6,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,中區
臺中禮儀公司,404台灣台中市北區崇德路一段80巷15號,04 2233 2858,http://www.tcfs.com.tw/,4.9,16,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,中區
生命禮儀火化場,40764台灣台中市西屯區福順路1177號,04 2359 2992,,3,2,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,中區
羽辰生命禮儀,242台灣新北市新莊區新樹路629之12號6樓,0909 193 490,https://www.facebook.com/%E7%BE%BD%E8%BE%B0%E7%94%9F%E5%91%BD%E7%A6%AE%E5%84%80-102345058686426/,5,134,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,中區
京宸人本有限公司－台中 禮儀推薦｜葬儀社｜生命禮儀公司｜殯儀館｜中部 禮儀公司｜禮儀諮詢 推薦京宸人本有限公司,401台灣台中市東區振興路365號1樓,080 077 7239,,,,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,中區
寵物永愛園,404台灣台中市北區太原南一街10號,0955 833 690,http://www.petforeverlove.com/,4.9,116,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台中市,中區
尊寵寵物生命莊園,510台灣彰化縣員林市山腳路一段坡姜巷268號,04 839 0511,http://www.rp33.com.tw/,4.8,521,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台中市,中區
深耕寵物森林園區,"No. 5號, 山田路26巷, 太平區台中市台灣 41150",04 2275 9189,http://www.sgforest.com.tw/,4.8,151,星期一: 08:00 – 17:00 | 星期二: 08:00 – 17:00 | 星期三: 08:00 – 17:00 | 星期四: 08:00 – 17:00 | 星期五: 08:00 – 17:00 | 星期六: 08:00 – 17:00 | 星期日: 08:00 – 17:00,2,台中市,中區
銘洋寵物生命,429台灣台中市神岡區和睦路一段930巷40號,0975 783 890,https://rink.cc/oip82,4.6,57,星期一: 09:30 – 21:30 | 星期二: 09:30 – 21:30 | 星期三: 09:30 – 21:30 | 星期四: 09:30 – 21:30 | 星期五: 09:30 – 21:30 | 星期六: 09:30 – 21:30 | 星期日: 09:30 – 21:30,2,台中市,中區
大甲大安區 星佑寵物天使園區 衛星站 | 免費接體 | 寵物火化,437台灣台中市大甲區大智街,0919 025 475,https://www.douvis.com.tw/,5,44,星期一: 06:00 – 23:00 | 星期二: 06:00 – 23:00 | 星期三: 06:00 – 23:00 | 星期四: 06:00 – 23:00 | 星期五: 06:00 – 23:00 | 星期六: 06:00 – 23:00 | 星期日: 06:00 – 23:00,2,台中市,中區
苗栗區 星佑寵物天使園區 衛星站 | 免費接體 | 寵物火化,356台灣苗栗縣後龍鎮中華路,0919 025 475,https://www.douvis.com.tw/,5,44,星期一: 06:00 – 23:00 | 星期二: 06:00 – 23:00 | 星期三: 06:00 – 23:00 | 星期四: 06:00 – 23:00 | 星期五: 06:00 – 23:00 | 星期六: 06:00 – 23:00 | 星期日: 06:00 – 23:00,2,台中市,中區
臺中市寵物植存紀念園區,429台灣台中市神岡區神清路336之21號,04 2558 8024,https://www.animal.taichung.gov.tw/1533596/post,5,3,,2,台中市,中區
康慈寵物樂園,432台灣台中市大肚區萬興路130號,0919 651 049,https://www.google.com/url?sa=t&source=web&rct=j&opi=89978449&url=https://m.facebook.com/kantzuparadise/&ved=2ahUKEwjjnd71l4-IAxUcja8BHTs5AbQQFnoECCsQAQ&usg=AOvVaw2naBH-xWAuSCi56WX1byYw,5,1,星期一: 08:30 – 17:00 | 星期二: 08:30 – 17:00 | 星期三: 08:30 – 17:00 | 星期四: 08:30 – 17:00 | 星期五: 08:30 – 17:00 | 星期六: 08:30 – 17:00 | 星期日: 08:30 – 17:00,2,台中市,中區
彼岸森林 (寵物紀念園區),408台灣台中市南屯區大墩六街197號,,,5,1,,2,台中市,中區
DOG FACE寵物肖像工作室,400台灣台中市中區三民路二段46號6F-1,,https://www.dogface.com.tw/,3.3,18,星期一: 休息 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,2,台中市,中區
竹北湖口區 星佑寵物天使園區 衛星站 | 免費接體 | 寵物火化,303台灣新竹縣湖口鄉中華路,0919 025 475,https://www.douvis.com.tw/,5,54,星期一: 06:00 – 23:00 | 星期二: 06:00 – 23:00 | 星期三: 06:00 – 23:00 | 星期四: 06:00 – 23:00 | 星期五: 06:00 – 23:00 | 星期六: 06:00 – 23:00 | 星期日: 06:00 – 23:00,2,台中市,中區
犬藝匠-寵物美容沙龍,402台灣台中市南區五權南路548號,04 2260 8363,https://www.facebook.com/%E7%8A%AC%E8%97%9D%E5%8C%A0-Pet-Grooming-Salon-335416497388300,5,41,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台中市,中區
汝果寵物生命會館,112台灣台北市北投區立德路121巷15-1號2樓,02 2895 1334,https://www.ifspirit.com/,4.9,99,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,2,台中市,中區
尊寵寵物台中門市,407台灣台中市西屯區市政北二路238號,0916 905 588,https://www.rp33.com.tw/,,,,2,台中市,中區
富予生命-彰化門市 全台最完善的寵物生命禮儀服務｜寵物火化｜寵物禮儀｜動物火化｜寵物過世｜毛寶貝火化,500台灣彰化縣彰化市彰水路31-7號,080 909 8591,https://520fuyu.com.tw/,5,112,星期一: 08:30 – 00:00 | 星期二: 08:30 – 00:00 | 星期三: 08:30 – 00:00 | 星期四: 08:30 – 00:00 | 星期五: 08:30 – 00:00 | 星期六: 08:30 – 00:00 | 星期日: 08:30 – 00:00,5,台中市,中區
中一禮儀有限公司,412台灣台中市大里區文心南路1275號,04 2406 2074,,5,3,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,中區
沁誠生命禮儀事業有限公司,238019台灣新北市樹林區太元街83號,0931 039 419,https://chincheng9.webnode.tw/,5,17,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,中區
念念寵物天使園區,366台灣苗栗縣銅鑼鄉55-1號,0975 768 337,http://www.npetlife.com/,5,139,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台中市,中區
台中市寵物商業同業公會,412台灣台中市大里區環中東路六段128號,0936 885 499,https://www.facebook.com/tcpet/?ref=bookmarks,5,983,星期一: 09:00 – 17:00 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:00 | 星期六: 休息 | 星期日: 休息,2,台中市,中區
愛的寵物天堂,300台灣新竹市香山區五福路二段1450號,03 529 7230,https://www.love-pet.com.tw/,4.4,423,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台中市,中區
新竹市區 星佑寵物天使園區 衛星站 | 免費接體 | 寵物火化,300台灣新竹市東區金山街,0900 136 888,https://www.douvis.com.tw/,5,107,星期一: 06:00 – 23:00 | 星期二: 06:00 – 23:00 | 星期三: 06:00 – 23:00 | 星期四: 06:00 – 23:00 | 星期五: 06:00 – 23:00 | 星期六: 06:00 – 23:00 | 星期日: 06:00 – 23:00,2,台中市,中區
享家寵物到府善終,100台灣台北市中正區牯嶺街15-1號,0905 060 603,https://www.homewardpet.com.tw/,5,105,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台中市,中區
毛孩鮮食館,408台灣台中市南屯區大墩六街380號,04 2382 1317,https://www.facebook.com/dogfood2014,5,1185,星期一: 休息 | 星期二: 休息 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,台中市,中區
毛孩澡樂趣｜FunnyShower｜寵物自助洗｜,407台灣台中市西屯區美滿東ㄧ巷15號,04 2315 9115,https://www.facebook.com/funnyshower2019,4.9,96,星期一: 休息 | 星期二: 休息 | 星期三: 13:00 – 21:00 | 星期四: 13:00 – 21:00 | 星期五: 13:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,台中市,中區
Kodomou毛孩選物所 寵物選品,403台灣台中市西區大隆路7號,0916 502 790,https://www.instagram.com/kodomou_select/,4.9,88,星期一: 15:00 – 21:00 | 星期二: 休息 | 星期三: 15:00 – 21:00 | 星期四: 休息 | 星期五: 15:00 – 21:00 | 星期六: 14:00 – 20:00 | 星期日: 14:00 – 20:00,2,台中市,中區
尊毛屋寵物美容行旅,404台灣台中市北區益華街138號,0958 939 136,https://www.facebook.com/zmw138,4.9,230,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,台中市,中區
毛孩森林-台中寵物美容 台中寵物住宿 台中貓美容 西屯寵物美容 西屯寵物住宿 西屯貓美容 西屯洗狗,407台灣台中市西屯區上石路65號,04 2452 0629,https://www.instagram.com/pet_forest619/,4.7,23,星期一: 10:00 – 20:00 | 星期二: 休息 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,台中市,中區
樂曖貓狗生活館-寵物住宿推薦(台中南區)寄宿旅館 優質平價寵物美容 寵物貓狗安親 寵物SPA 貓咪造型美容洗澡,402007台灣台中市南區忠孝路3號,04 2285 8106,,4.8,225,星期一: 11:00 – 20:00 | 星期二: 休息 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,台中市,中區
毛孩澡樂趣--興大店｜FunnyShower｜附設寵物自助洗｜寵物鮮食零食蛋糕專賣,402台灣台中市南區愛國街9號,04 2223 6363,https://www.facebook.com/funnyshower9/,4.9,117,,2,台中市,中區
恩德生命禮儀社｜免費協助弱勢善終｜殯葬事宜規劃｜大度山塔位經銷｜蘭花-羅馬柱｜藝品紙紮｜,500台灣彰化縣彰化市中山路三段64號,0988 398 733,http://www.ende-etiquette.com/,5,22,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,中區
宏願禮儀公司（台中殯儀館）,404台灣台中市北區金龍街68號,0953 717 272,http://www.hongyuan-service.com/,5,67,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,中區
緣滿星球寵物禮儀 - 彰化辦公處 寵物火化 塔位 花樹葬 禮儀週邊精品,500台灣彰化縣彰化市陽明街51號之4,0970 509 672,https://www.meow672.com/,,,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台中市,東區
晴禾寵物火化禮儀｜新竹寵物天堂・安樂諮詢,302台灣新竹縣竹北市中正東路522號,03 552 0330,https://lin.ee/IaogbOF,5,556,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台中市,東區
祥辰生命禮儀,236台灣新北市土城區學成路22巷1弄1號2樓,0918 600 032,https://www.shaingchen1314.com/,5,232,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,東區
天成生命禮儀-台北桃園新竹葬儀社 禮儀公司推薦,330台灣桃園市桃園區大有路932號,080 009 5995,https://rink.cc/ry8an,5,224,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,東區
彩虹天堂寵物園區,500台灣彰化縣彰化市彰南路二段348巷220-49號,0955 833 690,http://www.petforeverlove.com/,4.8,74,,2,台中市,東區
羽森林動物醫院/特殊寵物醫院/預約制,401台灣台中市東區旱溪西路一段552號,04 2213 2373,https://featherforest.wordpress.com/,4.7,510,"星期一: 09:00 – 12:00, 15:00 – 20:00 | 星期二: 09:00 – 12:00, 15:00 – 20:00 | 星期三: 09:00 – 12:00, 15:00 – 20:00 | 星期四: 休息 | 星期五: 09:00 – 12:00, 15:00 – 20:00 | 星期六: 09:00 – 12:00, 15:00 – 20:00 | 星期日: 09:00 – 12:00, 15:00 – 20:00",2,台中市,東區
貓妮一犬寵物會館,401台灣台中市東區東光園路2號,0958 625 526,https://www.facebook.com/maoniyiquan2019/,4.7,42,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 休息 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,2,台中市,東區
佑佺禮儀公司,330台灣桃園市桃園區至善街217號,080 058 0900,https://line.me/ti/p/dI4Qo6PBX8,5,132,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,東區
汪大爺寵物美容館（安親住宿）,401台灣台中市東區大振街30號,04 2280 0933,https://www.facebook.com/hanawacat/,4.9,29,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,2,台中市,東區
楊子佛教禮儀公司-中區服務處 | 台中市禮儀評鑑優等 | 佛光山獻供 | 法鼓山植存、樹葬,403025台灣台中市西區五權西六街22號,080 036 5108,https://www.leniency.com.tw/,5,767,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,南區
恩德生命禮儀社｜免費協助弱勢善終｜殯葬事宜規劃｜大度山塔位經銷｜蘭花-羅馬柱｜藝品紙紮｜,402台灣台中市南區建國北路一段110號,0988 398 733,http://www.ende-etiquette.com/,5,1,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,台中市,南區
寵愛新貴寵物生活館,40242台灣台中市南区大慶街二段6之16巷78號,04 2265 3537,https://www.facebook.com/profile.php?id=100063817213392&paipv=0&eav=AfYeyqeFX5graiDUY-q0aB7q1YlHotZVSjs_x9Ruifpt5zxUiayjB2Hp5iAv4W16g5g&_rdr,4.5,113,星期一: 08:30 – 19:00 | 星期二: 08:30 – 19:00 | 星期三: 08:30 – 19:00 | 星期四: 08:30 – 19:00 | 星期五: 08:30 – 19:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,台中市,南區
尼昂貓專科醫院,402台灣台中市南區復興路二段133號,04 2260 1470,http://www.nyan.com.tw/,4.6,488,"星期一: 09:30 – 12:30, 16:00 – 19:00 | 星期二: 16:00 – 19:00 | 星期三: 09:30 – 12:30 | 星期四: 休息 | 星期五: 09:30 – 12:30, 16:00 – 19:00 | 星期六: 09:30 – 12:30 | 星期日: 09:30 – 12:30",2,台中市,南區
台中貓花園,402台灣台中市南區美村路二段172號,04 2265 3722,,4.4,92,星期一: 10:00 – 20:00 | 星期二: 休息 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,台中市,南區
魚中魚貓狗水族大賣場-文心店,40862台灣台中市南屯區文心路一段372號,04 2329 2999,https://www.facebook.com/pm.shop01/,4.1,5476,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,台中市,南區
樂沐寵物美容館,402台灣台中市南區工學路6-2號,0908 798 677,,4.9,41,星期一: 10:00 – 18:00 | 星期二: 休息 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,2,台中市,南區
汪毛寵物工作室,408台灣台中市南屯區大墩七街103號,0958 384 384,,5,49,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台中市,南區
毛手毛腳-毛孩專門店-南屯門市,408台灣台中市南屯區文心南路22號,02 2608 3748,https://www.furkidshop.com.tw/,4.5,27,星期一: 休息 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 休息,2,台中市,南區
汪喵森活 寵物用品｜貓｜狗｜蝦皮口碑賣家｜預約自取,40241台灣台中市南區復興路三段388號,,https://linktr.ee/woofmeowdaily?fbclid=PAZXh0bgNhZW0CMTEAAaa5r9PgVjY8ch7RiDAo5iW0PhAD7QB1j-5BrahhwcKjTbD-SNbb8-jN4hM_aem_Ab0Umq7Fxk-DLLDZ-qJYhdm0FJgNBgvYQnTg2PtqNvmLjiJYB9xYoZbOTIPl-e77hb_vZcj5_rQHhYSdCK30wXb4,4.3,11,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,台中市,南區
毛貓寵動物醫院,408台灣台中市南屯區文心路一段372號,04 2328 6789,https://www.facebook.com/%E6%AF%9B%E8%B2%93%E5%AF%B5%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-107560148240468,4.8,118,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,2,台中市,南區
