店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域
昭揚生命| 禮儀公司 | 葬儀社 | 殯葬服務,220台灣新北市板橋區三民路二段正泰二巷13號3樓,080 058 0866,https://zhaoyang80.webnode.tw/,5,198,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,新北市,板橋區
星城殯葬學苑,220台灣新北市板橋區長江路一段133號1樓,,https://www.philip1983.com/,5,196,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,新北市,板橋區
沁誠生命禮儀事業有限公司,238019台灣新北市樹林區太元街83號,0931 039 419,https://chincheng9.webnode.tw/,5,17,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,新北市,板橋區
祥辰生命禮儀,236台灣新北市土城區學成路22巷1弄1號2樓,0918 600 032,https://www.shaingchen1314.com/,5,232,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,新北市,板橋區
安家行動寵物醫院-獸醫師出診/寵物到府安樂/安寧治療-台北/桃園/新竹/基隆/宜蘭,114台灣台北市内湖区成功路三段174巷17弄5號1樓,0906 060 336,https://drfurkids.com/,4.9,181,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,新北市,板橋區
信安安樂 到府安樂,247台灣新北市蘆洲區中正路142號,0965 329 729,https://www.petpeaceinhome.tw/,5,37,星期一: 08:30 – 23:00 | 星期二: 08:30 – 23:00 | 星期三: 08:30 – 23:00 | 星期四: 08:30 – 23:00 | 星期五: 08:30 – 23:00 | 星期六: 08:30 – 23:00 | 星期日: 08:30 – 23:00,4,新北市,板橋區
樂毛動物醫院-板橋寵物外科|犬貓牙科|動物內科|動物醫院推薦|專業動物醫療|寵物健康管理,220台灣新北市板橋區忠孝路169號,02 2958 1065,https://www.facebook.com/Ahlovemore,4.9,109,"星期一: 10:30 – 13:00, 15:00 – 20:30 | 星期二: 10:30 – 13:00, 15:00 – 20:30 | 星期三: 10:30 – 13:00, 15:00 – 20:30 | 星期四: 10:30 – 13:00, 15:00 – 20:30 | 星期五: 10:30 – 13:00, 15:00 – 20:30 | 星期六: 10:30 – 13:00, 15:00 – 20:30 | 星期日: 15:00 – 20:30",2,新北市,板橋區
毛手毛腳-毛孩專門店 板橋門市,220台灣新北市板橋區板新路157號,02 2608 3748,http://www.furkidshop.com.tw/,4.4,11,星期一: 休息 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 休息,2,新北市,板橋區
汎萌毛孩沙龍,220台灣新北市板橋區重慶路339號,02 8952 1021,https://www.facebook.com/%E6%B1%8E%E8%90%8C%E6%AF%9B%E5%AD%A9%E6%B2%99%E9%BE%8D-112016631740164/,4.9,35,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 休息 | 星期日: 休息,2,新北市,板橋區
樂寵貓狗屋,220台灣新北市板橋區光正街39號,0979 632 161,https://www.happylepet.com/,5,161,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,2,新北市,板橋區
毛起來住寵物旅館 新北市板橋狗貓住宿,220台灣新北市板橋區富山街89號,0919 330 540,http://www.m769hotel.com/,4.9,294,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,新北市,板橋區
樂豪寵物貓舍&住宿&美容,220台灣新北市板橋區中正路348號,02 8965 1685,http://lehaocathouse.com/,5,65,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 休息 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,2,新北市,板橋區
狗勾寓所 |板橋寵物旅館| 寵物安親| 寵物美容| dogsretreat |,220台灣新北市板橋區合宜路131號,02 2968 6722,https://www.dogsretreat.com.tw/,5,67,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,2,新北市,板橋區
Help Save A Pet Fund Taiwan,220台灣新北市板橋區四川路一段220號,02 2945 2958,http://www.hsapf.org.tw/,4.4,96,星期一: 09:30 – 18:00 | 星期二: 09:30 – 18:00 | 星期三: 09:30 – 18:00 | 星期四: 09:30 – 18:00 | 星期五: 09:30 – 18:00 | 星期六: 休息 | 星期日: 休息,2,新北市,板橋區
佳安動物醫院 寵物醫療｜犬貓醫療｜鼠兔門診｜特寵門診｜推薦動物醫院,220台灣新北市板橋區四川路一段234號,02 2951 1301,https://lunlun19661231.wixsite.com/mysite,4.7,181,"星期一: 10:00 – 12:00, 14:00 – 20:30 | 星期二: 10:00 – 12:00, 14:00 – 20:30 | 星期三: 10:00 – 12:00, 14:00 – 20:30 | 星期四: 10:00 – 12:00, 14:00 – 20:30 | 星期五: 10:00 – 12:00, 14:00 – 20:30 | 星期六: 10:00 – 12:00, 14:00 – 20:00 | 星期日: 休息",2,新北市,板橋區
台北寵物火化安樂諮詢中心,103台灣台北市大同區長安西路119號6樓,0901 400 800,https://lin.ee/F66VcOY,5,33,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,新北市,三重區
暮浴寵物禮儀 寵物水化,221台灣新北市汐止區大同路一段183號2樓之1,02 2643 1234,https://www.sunsetshower.com.tw/,5,415,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,新北市,三重區
"台北康寧寵物安樂園-寵物禮儀,寵物超渡,動物超渡,寵物火化,動物火化,寵物墓地,寵物納骨塔,寵物樹葬木柵秘密花園",222台灣新北市深坑區北深路三段93巷51號,02 2664 1826,https://www.kan-ning.com.tw/,4.3,181,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,新北市,三重區
三重葬儀社（後方辦公室，如欲到店諮詢，請先電洽）,241台灣新北市三重區忠孝路二段55號,0922 086 189,,5,379,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,新北市,三重區
宸豐生命禮儀,241台灣新北市三重區長壽西街60號2樓,0987 747 884,https://044000.tw/,5,3,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,新北市,三重區
24小時禮儀服務｜新北市推薦禮儀公司,241台灣新北市三重區仁政街,0978 583 699,,,,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,新北市,三重區
阜祐事業 精緻禮儀,100台灣台北市中正區館前路8號7 樓,0925 968 695,http://www.fuyo8899.com/,4.9,44,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,新北市,三重區
聖緣禮儀有限公司,241台灣新北市三重區三和路二段208號11號樓之10,0931 055 407,https://m.facebook.com/pages/category/Funeral-Service---Cemetery/%E8%81%96%E7%B7%A3%E7%A6%AE%E5%84%80%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-410747212847796/#_=_,5,5,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,新北市,三重區
宸豐生命禮儀,24357台灣新北市泰山區文化街1巷8號,0987 747 884,http://044000.tw/,5,20,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,新北市,三重區
淨華葬儀社,241台灣新北市三重區忠孝路二段55號,,,,,,4,新北市,三重區
汝果寵物生命會館,247台灣新北市蘆洲區水湳街394-8號7樓,02 2895 1334,https://www.ifspirit.com/,,,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,新北市,三重區
茸茸花園寵物聖地園區,221台灣新北市汐止區八連路二段329巷130號之一,080 907 5099,https://fluffy.tw/,5,1301,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,新北市,三重區
嚕咪寵物生活工坊,"三張街103號, 1樓 No, No. 103三張街三重區新北市台灣 241",0918 225 827,https://www.shop1688.com.tw/aom20211125019/,4.8,58,星期一: 15:00 – 04:00 | 星期二: 15:00 – 04:00 | 星期三: 15:00 – 04:00 | 星期四: 15:00 – 04:00 | 星期五: 15:00 – 04:00 | 星期六: 16:00 – 04:00 | 星期日: 16:00 – 02:00,2,新北市,三重區
MOMO寵物旅館 住宿全天不關籠 開放大空間,241台灣新北市三重區永安北路二段107號1F,02 2857 0755,http://www.momopethotel.com/,4.6,84,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,2,新北市,三重區
瑞琪寵物精品股份有限公司,"樓之8, No. 14號8溪尾街三重區新北市台灣 241",02 8972 8522,,5,1,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,新北市,三重區
汝果寵物生命會館,112台灣台北市北投區立德路121巷15-1號2樓,02 2895 1334,https://www.ifspirit.com/,4.9,99,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,2,新北市,三重區
洛芙寵物旅館 Loft Dog Hotel,241台灣新北市三重區吉祥街6號,02 2857 7276,https://m.facebook.com/loftdoghotel/,4.5,87,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,2,新北市,三重區
叭噗兔寵物攝影工作室,241台灣新北市三重區安慶街248號1樓,0975 527 010,,,,星期一: 休息 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,2,新北市,三重區
Catus Studio 暗咪貓攝影棚（預約制）,241台灣新北市三重區長壽西街127號B1,0939 766 718,https://catusstudio127.wixsite.com/catusstudio,4.6,18,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,新北市,三重區
懷恩寵物安樂園,244台灣新北市林口區大水湳路69號,02 2609 3133,http://www.petparadise.com.tw/,4.7,741,星期一: 09:00 – 17:00 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:00 | 星期六: 09:00 – 17:00 | 星期日: 09:00 – 17:00,5,新北市,三重區
阿牛生命禮儀（殯儀）,241台灣新北市三重區龍門路233號,02 2973 1615,,4.8,10,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,新北市,三重區
Holypet台灣健康寵物,241台灣新北市三重區重陽路一段60巷19號,0989 648 036,https://www.holypet.com.tw/,4.9,68,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,新北市,三重區
金吉利寵物精品 三重店,241台灣新北市三重區正義北路87號,02 2984 3777,,4.7,281,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,新北市,三重區
旺城寵物精品-三重重陽門市,241台灣新北市三重區重陽路一段111號,02 8972 8522,,4.3,70,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,新北市,三重區
旺城寵物精品館,241台灣新北市三重區三和路四段23-1號,02 8988 3992,http://www.k9wang.com/,3.6,320,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,新北市,三重區
御家寵物美容,241台灣新北市三重區三陽路16號,02 2981 0269,https://www.facebook.com/yujiapet/?ref=pages_you_manage,4.5,59,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,新北市,三重區
卡哇伊寵物旅館,241台灣新北市三重區自強路二段20號,02 2980 9812,http://kawaiipet.com.tw/,4.3,96,星期一: 11:00 – 19:00 | 星期二: 休息 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,2,新北市,三重區
佳佳寵物美容部,241台灣新北市三重區重陽路一段26巷23號1樓,02 2985 5347,https://www.facebook.com/%E4%BD%B3%E4%BD%B3%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E9%83%A8-1575921145973335/,4.9,197,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 00:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 休息,2,新北市,三重區
青青動物醫院 — 三重動物醫院 犬貓獸醫 內外科 牙科 泌尿科 健檢,241台灣新北市三重區重新路三段31-3號,02 2983 5687,,4.5,129,星期一: 10:30 – 20:30 | 星期二: 10:30 – 20:30 | 星期三: 10:30 – 20:30 | 星期四: 10:30 – 20:30 | 星期五: 10:30 – 20:30 | 星期六: 10:00 – 20:30 | 星期日: 休息,2,新北市,三重區
毛孩子動物醫院,241台灣新北市三重區福德北路71號,02 2977 4887,,4.6,540,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 17:00,2,新北市,三重區
獴獴加非犬貓專科醫院,241台灣新北市三重區重新路四段20號1樓,02 2979 2232,https://www.facebook.com/profile.php?id=100044315775296,4.4,1520,"星期一: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期二: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期三: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期四: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期五: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期日: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00",2,新北市,三重區
欣愛寵物,241台灣新北市三重區中正南路81號,02 2977 8500,,4.8,233,星期一: 11:00 – 22:30 | 星期二: 11:00 – 22:30 | 星期三: 11:00 – 22:30 | 星期四: 11:00 – 22:30 | 星期五: 11:00 – 22:30 | 星期六: 11:00 – 22:30 | 星期日: 11:00 – 22:30,2,新北市,三重區
幸福培菓寵物 三重店,241台灣新北市三重區同安街147-1號,02 2974 3079,https://www.facebook.com/petco888,4.2,829,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,新北市,三重區
東森寵物 三重三和店,241台灣新北市三重區三和路二段164號,02 2976 0125,http://www.etipets.com/,4.5,497,星期一: 11:00 – 23:00 | 星期二: 11:00 – 23:00 | 星期三: 11:00 – 23:00 | 星期四: 11:00 – 23:00 | 星期五: 11:00 – 23:00 | 星期六: 11:00 – 23:00 | 星期日: 11:00 – 23:00,2,新北市,三重區
露西寵物店,241台灣三重區重新路四段136號,02 8972 8972,,4.5,51,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 19:00 | 星期四: 休息 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,新北市,三重區
溫晨發寵物王國,241台灣新北市三重區仁愛街444號,0931 783 999,https://www.facebook.com/profile.php?id=100053164723491,4.4,119,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 12:00 – 22:00,2,新北市,三重區
喜蟲天降寵物用品社,241台灣新北市三重區重陽路二段19巷15號,02 2983 4251,https://www.beetles.com.tw/,4.6,229,星期一: 休息 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 休息,2,新北市,三重區
朵好寵物沙龍,241台灣新北市三重區仁義街228巷3號,02 2857 5771,,4.9,23,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 17:00,2,新北市,三重區
貓仔間,241台灣新北市三重区重阳路一段53號6樓,0909 777 017,,5,17,,2,新北市,三重區
puka寵物美容工作室,241台灣新北市三重區後竹圍街285號,02 2985 1099,https://sites.google.com/view/pukashop,5,79,星期一: 休息 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,2,新北市,三重區
東森寵物 三重中正北店,241台灣新北市三重區中正北路119號,02 8982 0666,http://www.etipets.com/,4.6,195,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,2,新北市,三重區
派瑞寵物美容,24150台灣新北市三重區仁昌街16號,02 2976 0297,https://www.facebook.com/perrypet2019,4.9,46,星期一: 休息 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,2,新北市,三重區
淺水灣寵物天堂,252台灣新北市三芝區村南勢崗2之7號,02 2636 9293,http://www.petstw.tw/,4.6,145,星期一: 09:00 – 17:00 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:00 | 星期六: 09:00 – 17:00 | 星期日: 09:00 – 17:00,2,新北市,三重區
House of Paws 皇室毛孩,111台灣台北市士林區葫東街33號1樓,,https://bit.ly/3X2tVvL,5,4,星期一: 13:00 – 20:00 | 星期二: 13:00 – 20:00 | 星期三: 13:00 – 20:00 | 星期四: 01:00 – 20:00 | 星期五: 休息 | 星期六: 10:00 – 16:00 | 星期日: 10:00 – 16:00,2,新北市,三重區
沛森貓舍(採預約制)(新北三重貓舍，買貓),241台灣新北市三重區長安街77號,0981 501 832,https://rink.cc/3mm8x,4,51,星期一: 13:00 – 21:00 | 星期二: 13:00 – 21:00 | 星期三: 13:00 – 21:00 | 星期四: 13:00 – 21:00 | 星期五: 13:00 – 21:00 | 星期六: 13:00 – 21:00 | 星期日: 13:00 – 21:00,2,新北市,三重區
動物之家寵物生活館,241台灣新北市三重區集賢路26號,02 8287 0051,,,,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,2,新北市,三重區
貓耳朵寵物美容坊｜專業貓咪美容｜狗狗美容｜新北三重,241台灣新北市三重區力行路二段59號,02 2286 9898,https://www.facebook.com/CatEarPetSalon/,4.4,176,星期一: 休息 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,2,新北市,三重區
