店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域
擺渡人 生命美學 | 榮獲殯葬評鑑優等獎 | 禮儀師 | 高雄禮儀推薦 | 殯儀服務 | 高雄殯儀推薦 | 花葬、樹葬、環保葬 | 寵物禮儀 | 高雄葬儀推薦 |,807台灣高雄市三民区鼎华路228號15樓,07 392 5511,http://www.life-ferryman.com.tw/,5,1343,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,高雄市,楠梓區
祥嚴生命禮儀,800台灣高雄市新兴区民生一路56號22樓,080 050 0825,,5,2,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,高雄市,楠梓區
愛寵天堂寵物火化園區,842台灣高雄市旗山區,0905 500 254,,,,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,高雄市,楠梓區
康寧寵物,702台灣台南市南區新都路347號,06 261 8537,,4.3,34,"星期一: 休息 | 星期二: 休息 | 星期三: 09:00 – 12:00, 13:00 – 17:00 | 星期四: 09:00 – 12:00, 13:00 – 17:00 | 星期五: 09:00 – 12:00, 13:00 – 17:00 | 星期六: 09:00 – 12:00, 13:00 – 17:00 | 星期日: 09:00 – 12:00, 13:00 – 17:00",2,高雄市,楠梓區
康寧寵物樂園,815台灣高雄市大社區大同路30號,,,4.3,3,,2,高雄市,楠梓區
丹鄰寵物沙龍坊｜毛孩沙龍｜汪喵旅館｜訂房採預約制｜寵物旅館｜寵物美容,811台灣高雄市楠梓區樂群路198號,0908 548 888,https://www.facebook.com/profile.php?id=61555062695941,5,90,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 17:00,2,高雄市,楠梓區
艾菲雅寵物美容,814011台灣高雄市仁武區安樂一街169巷105-1號,07 375 1169,https://www.facebook.com/AIFA.pet.salon,4.7,14,星期一: 09:00 – 17:00 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:00 | 星期六: 09:00 – 12:00 | 星期日: 休息,2,高雄市,楠梓區
菩元心生命禮儀,831台灣高雄市大寮區中正路27號,,https://www.hsuan-yuan.com.tw/,5,24,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,高雄市,楠梓區
享溫心寵物禮儀,807台灣高雄市三民區大昌二路491巷39號,0968 087 325,http://www.sharewinshine.com.tw/,5,1,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,高雄市,左營區
慈愛禮儀社,813台灣高雄市左營區重清路234巷13號,0971 155 622,https://www.facebook.com/tszai0971155622/,,,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,高雄市,左營區
主恩禮儀公司,807台灣高雄市三民區鼎金一巷15之5號,0921 224 477,https://thanksgiving.com.tw/,4.7,18,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,高雄市,左營區
維柏生命禮儀,80780台灣高雄市三民區建工路249號,0906 837 037,,5,1,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,高雄市,左營區
道仁生命禮儀有限公司-鳳山諮詢處,830台灣高雄市鳳山區合作街34巷1弄18號,0906 376 037,https://daorenlife.wixsite.com/daorenlife,5,1,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,高雄市,左營區
菩提精舍(菩提寵物樂園),90744台灣屏東縣鹽埔鄉永樂路7-22號,0922 272 108,http://puti-pet.com/,4.6,354,星期一: 09:00 – 23:00 | 星期二: 09:00 – 23:00 | 星期三: 09:00 – 23:00 | 星期四: 09:00 – 23:00 | 星期五: 09:00 – 23:00 | 星期六: 09:00 – 23:00 | 星期日: 09:00 – 23:00,2,高雄市,左營區
Just Love就是愛寵物精品旅館,813023台灣高雄市左營區新庄仔路409號,07 350 5553,https://www.facebook.com/JustLovePet/,4.9,109,星期一: 09:30 – 19:30 | 星期二: 09:30 – 19:30 | 星期三: 09:30 – 19:30 | 星期四: 09:30 – 19:30 | 星期五: 09:30 – 19:30 | 星期六: 09:30 – 19:30 | 星期日: 09:30 – 19:30,2,高雄市,左營區
卡布動物醫院｜24小時犬貓/特寵急診,813台灣高雄市左營區至真路8號,07 350 9921,http://footstep-care.com/,3.3,233,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,高雄市,左營區
毛星球犬貓專科醫院,813台灣高雄市左營區自由二路415號,07 556 5166,https://www.facebook.com/MoPlanetAnimalHospital/,4.6,362,"星期一: 09:15 – 12:00, 14:30 – 20:00 | 星期二: 09:15 – 12:00, 14:30 – 20:00 | 星期三: 09:15 – 12:00 | 星期四: 09:15 – 12:00, 14:30 – 20:00 | 星期五: 09:15 – 12:00, 14:30 – 20:00 | 星期六: 09:15 – 12:00 | 星期日: 休息",2,高雄市,左營區
臻愛一生寵物綜合醫療動物醫院,813台灣高雄市左營區華夏路1062號,07 343 0017,https://zhenloveanimalhospital.com/,4.6,105,"星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 17:00, 18:00 – 21:00 | 星期日: 10:00 – 00:00",2,高雄市,左營區
謝妮妮寵物醫院,813台灣高雄市左營區至真路191號,07 552 2986,https://www.ninihsieh.com.tw/contact.html,4.7,147,"星期一: 09:30 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期二: 09:30 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期三: 09:30 – 12:00, 14:00 – 17:00 | 星期四: 09:30 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期五: 09:30 – 12:00, 14:00 – 17:00, 18:00 – 20:00 | 星期六: 休息 | 星期日: 休息",2,高雄市,左營區
慈愛寵物－高雄店,81367台灣高雄市左營區文自路500號,07 349 8234,,4.4,177,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,左營區
小樹動物醫院-左營動物醫院推薦|心臟專業動物醫院|動物醫院|獸醫推薦|寵物醫院|眼科專業動物醫院,81365台灣高雄市左營區孟子路583號,07 341 2291,https://www.facebook.com/treelingvet/,4.8,413,"星期一: 09:30 – 14:00, 15:00 – 21:00 | 星期二: 休息 | 星期三: 09:30 – 14:00, 15:00 – 21:00 | 星期四: 09:30 – 14:00, 15:00 – 21:00 | 星期五: 09:30 – 14:00, 15:00 – 21:00 | 星期六: 09:30 – 14:00, 15:00 – 18:00 | 星期日: 09:30 – 14:00, 15:00 – 18:00",2,高雄市,左營區
百分百寵物生活館 寵物美容 (明誠店) 獸醫師開的寵物店,813台灣高雄市左營區明誠二路408號之 1 號,07 556 5825,https://www.pet100pa.com/index,4.9,1378,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,左營區
打狗花苑/和榕生命禮儀,813台灣高雄市左營區明華一路20號,07 556 8669,https://www.facebook.com/hit.the.dog,5,2,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,5,高雄市,左營區
家林寵物補給站⎜幼貓販售⎜寵物美容⎜寵物洗澡⎜寵物用品⎜寵物住宿⎜寵物旅館⎜寵物飼料⎜寵物安親⎜寵物保姆⎜寵物葬儀⎜推薦貓舍⎜寵物到府居家安親⎜寵物店⎜,830070台灣高雄市鳳山區頂興街211號1F,07 791 4567,https://lin.ee/548Bhnv,4.9,75,,5,高雄市,左營區
希望傳承 禮儀精品,807台灣高雄市三民區昌裕街2巷5-1號,07 381 1530,https://sites.google.com/view/hopeir99,5,348,星期一: 09:00 – 17:00 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:00 | 星期六: 09:00 – 17:00 | 星期日: 09:00 – 17:00,4,高雄市,左營區
貓出沒（寵物寫真、攝影棚租借）,813台灣高雄市左營區富國路428號6 樓,,https://www.instagram.com/meowstudio2024?igsh=dnBxa3gydXpuOHRo,5,2,"星期一: 00:00 – 08:00, 10:00 – 00:00 | 星期二: 00:00 – 08:00, 10:00 – 00:00 | 星期三: 00:00 – 08:00, 10:00 – 00:00 | 星期四: 00:00 – 08:00, 10:00 – 00:00 | 星期五: 00:00 – 08:00, 10:00 – 00:00 | 星期六: 00:00 – 08:00, 10:00 – 00:00 | 星期日: 00:00 – 08:00, 10:00 – 00:00",2,高雄市,左營區
扭扭貓屋🐈🐾-高雄左營│高雄貓咪旅館│高雄貓咪住宿│高雄貓咪美容│左營貓住宿/美容推薦,813台灣高雄市左營區重清路256號,,https://wrigglecat256.com.tw/,5,97,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 休息 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,高雄市,左營區
安家行動寵物醫院-獸醫師出診/寵物到府安樂/安寧治療-台北/桃園/新竹/基隆/宜蘭,114台灣台北市内湖区成功路三段174巷17弄5號1樓,0906 060 336,https://drfurkids.com/,4.9,181,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,高雄市,左營區
快樂毛毛 PET CARE,807台灣高雄市三民區大中一路,0988 700 603,https://phoebe0988700603.wordpress.com/,4,2,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,高雄市,左營區
毛手毛腳-毛孩專門店-左營門市,813台灣高雄市左營區重愛路430號,02 2608 3748,https://www.furkidshop.com.tw/,4.5,40,星期一: 休息 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 休息,2,高雄市,左營區
宅宅犬貓行動獸醫院,813台灣高雄市左營區民族一路1188號,0910 178 556,https://www.mobilevet.info/,5,17,星期一: 18:30 – 21:30 | 星期二: 休息 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 18:30 – 21:30 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,2,高雄市,左營區
毛角落寵物美容-高雄寵物美容/左營犬貓美容/寵物用品/認養/Spa ‧ Corner Pet Grooming,813台灣高雄市左營區文瑞路35號,07 310 0669,https://www.facebook.com/corner1101,4.9,47,星期一: 09:00 – 17:00 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:00 | 星期六: 09:00 – 17:00 | 星期日: 休息,2,高雄市,左營區
毛毛 愛狗樂 寵物旅館__ 不關籠50坪超大遊戲空間,800台灣高雄市新興區林森一路187號2樓,07 238 5588,https://lin.ee/1drMcHC,5,203,星期一: 11:00 – 18:00 | 星期二: 11:00 – 18:00 | 星期三: 11:00 – 18:00 | 星期四: 11:00 – 18:00 | 星期五: 11:00 – 18:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 18:00,2,高雄市,左營區
百分百寵物生活館 寵物美容(仁武店) 獸醫師開的寵物店,814台灣高雄市仁武區鳳仁路231號,07 374 0964,https://pet100percent.simplybook.asia/,4.6,1195,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,2,高雄市,左營區
毛寶寵物樂園,900台灣屏東縣屏東市九如鄉 玉泉村 玉新街20-1號（沿著工廠旁小巷子進來,0913 560 268,,5,60,星期一: 08:00 – 00:00 | 星期二: 08:00 – 00:00 | 星期三: 08:00 – 00:00 | 星期四: 08:00 – 00:00 | 星期五: 08:00 – 00:00 | 星期六: 08:00 – 00:00 | 星期日: 08:00 – 00:00,2,高雄市,鼓山區
聖心寵物禮儀/寵物安寧照護,709台灣台南市安南區長溪路二段570巷81弄151號,0916 093 259,,5,1,,5,高雄市,鼓山區
聯詠生命禮儀,807台灣高雄市三民區皓東路240號,080 000 1191,https://lyl.com.tw/,5,175,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,高雄市,鼓山區
香緣禮儀公司,807台灣高雄市三民區大昌二路121-5號9號樓之3,0929 833 134,https://www.0929833134.com.tw/,5,115,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,高雄市,鼓山區
萬事達全生命規劃顧問有限公司 禮儀服務 喪葬諮詢 撿骨-三民生命禮儀|高雄禮儀公司推薦|喪葬禮儀|撿骨塔位|專業生命禮儀|禮儀服務|葬儀社推薦|24小時生命禮儀,80779台灣高雄市三民區大豐一路96號,080 082 6813,http://www.onestar.com.tw/,5,601,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,高雄市,鼓山區
鎰芳葬儀社,820台灣高雄市岡山區壽天路91號,07 621 8751,,5,1,星期一: 08:00 – 21:00 | 星期二: 08:00 – 21:00 | 星期三: 08:00 – 21:00 | 星期四: 08:00 – 21:00 | 星期五: 08:00 – 21:00 | 星期六: 08:00 – 21:00 | 星期日: 08:00 – 21:00,4,高雄市,鼓山區
伊成生命禮儀社,932台灣屏東縣新園鄉臥龍路500號,0989 106 333,,4.9,30,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,4,高雄市,鼓山區
三子寵物天堂,712台灣台南市新化區中興路302 巷83號,06 590 7766,http://santzu.com.tw/,4.9,346,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,高雄市,鼓山區
仙園寵物天堂,744台灣台南市新市區大順六路,0972 392 110,https://www.shianyuan.url.tw/,5,14,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,3,高雄市,鼓山區
Versace 攝影工作室〔高雄婚禮攝影〕〔 美食攝影〕〔寵物寫真〕〔抓周攝影〕〔商品攝影〕〔證件照〕〔形象照〕〔活動記錄〕〔全家福寫真〕全台皆可拍攝,804台灣高雄市鼓山區鼓山三路46-1號,0980 239 307,https://instagram.com/versace_0980239307?utm_medium=copy_link,5,9,星期一: 09:00 – 23:30 | 星期二: 09:00 – 23:30 | 星期三: 09:00 – 23:30 | 星期四: 09:00 – 23:30 | 星期五: 09:00 – 23:30 | 星期六: 09:00 – 23:30 | 星期日: 09:00 – 23:30,2,高雄市,鼓山區
98寵物生活館,804台灣高雄市鼓山區文忠路86號,07 552 2298,https://www.facebook.com/98pets/,3.8,49,星期一: 10:00 – 20:30 | 星期二: 10:00 – 20:30 | 星期三: 10:00 – 20:30 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 20:30 | 星期日: 10:00 – 20:30,2,高雄市,鼓山區
影藝攝影照相館（ 西子灣_高雄_最專業人像拍照_證件照大頭照_韓式證件照_形象照_求職履歷照_畢業照_寵物寫真_修改衣服＆改褲子）,804台灣高雄市鼓山區臨海二路20-2號,07 551 1999,https://www.yingyiphotography.com/,5,1811,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,2,高雄市,鼓山區
