店名,地址,電話,網站,評分,評分數量,營業時間,城市,區域
貓之森寵物生活館,811台灣高雄市楠梓區慶昌街43巷1弄7號,0906 414 938,https://lin.ee/N3FRBvi,4.9,31,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,高雄市,楠梓區
懶洋洋寵物沙龍(犬貓住宿、安親官方Line預約制),811台灣高雄市楠梓區大學三十一街173號,0971 235 039,https://www.instagram.com/zxp950434?igsh=MWQ4am1pMjIzZ2QxMg==&utm_source=qr,5,64,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,高雄市,楠梓區
米特寵物美容旅店（寵物美容/住宿/安親）Meet Pet Grooming Salon & Hotel,811台灣高雄市楠梓區惠正街145號,0916 922 982,https://www.facebook.com/meetahuang/,5,28,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,高雄市,楠梓區
Dada寵物客棧(左營店),813台灣高雄市左營區重立路232巷21號,0981 393 844,https://www.facebook.com/dadapethotel/,4.7,199,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,高雄市,楠梓區
寵悠活-鮮食宿-寵物旅館 寵物美容 寵物安親 寵物百貨 短期長期寵物住宿,813台灣高雄市左營區部後街10-1號,07 588 6964,https://www.hotelpet8.com/,5,150,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,高雄市,楠梓區
咪咪基地,811台灣高雄市楠梓區楠梓舊街29巷3號,,,5,4,,高雄市,楠梓區
小恐龍阿圈與鼠妹妹的寄宿窩（鼠籠販售/倉鼠寄宿）,815台灣高雄市大社區萬金路174號,0908 290 636,https://m.facebook.com/hamsterssweethome/,4.6,34,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,高雄市,楠梓區
自遊自宅寵物旅館,813台灣高雄市左營區文學路655號,0978 730 215,https://www.instagram.com/gogo_free2023/,5,33,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,高雄市,楠梓區
剛剛行寵物沙龍 楠梓分店,811台灣高雄市楠梓區後昌新路130號,07 362 9777,https://zh-tw.facebook.com/%E5%89%9B%E5%89%9B%E8%A1%8C%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D%E5%B0%88%E6%A5%AD%E8%B2%93%E6%97%85%E9%A4%A8-656271047862618/,4.8,4,星期一: 10:20 – 19:30 | 星期二: 10:20 – 19:30 | 星期三: 10:20 – 19:30 | 星期四: 10:20 – 19:30 | 星期五: 10:20 – 19:30 | 星期六: 10:20 – 19:30 | 星期日: 10:20 – 19:30,高雄市,楠梓區
東森寵物 楠梓興楠店,811台灣高雄市楠梓區興楠路60號,07 354 2228,https://www.etipets.com/,4.5,623,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,高雄市,楠梓區
吉弄寵物沙龍 ( 楠梓寵物美容丨毛孩沙龍丨日托安親丨官方Line預約 ),811台灣高雄市楠梓區大學南路993號,0901 360 283,https://www.facebook.com/profile.php?id=61553121102485&mibextid=ZbWKwL,5,25,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,高雄市,楠梓區
GO Pro寵物旅館-住宿美容,807台灣高雄市三民區民族一路782-8號,0912 390 822,https://www.facebook.com/GO-Pro%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-%E4%BD%8F%E5%AE%BF%E7%BE%8E%E5%AE%B9-1941510372808211/,4.7,131,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,高雄市,楠梓區
Kuma's熊樣寵物旅館,804台灣高雄市鼓山區明誠三路600號,07 552 8511,https://www.facebook.com/kuma600/,4.7,122,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,高雄市,楠梓區
多野樂旅館 Dogether Hotel－寵物友善旅館〡寵物美容〡寵物泳池,811台灣高雄市楠梓區興楠路385號,07 351 0222,https://bit.ly/3AtV6lG,4.5,378,,高雄市,楠梓區
萌寵美容spa生活館,811台灣高雄市楠梓區加昌路986號,0931 725 561,https://www.facebook.com/%E8%90%8C%E5%AF%B5%E7%BE%8E%E5%AE%B9spa%E7%94%9F%E6%B4%BB%E9%A4%A8-107571037270120/,4.7,30,星期一: 10:00 – 17:30 | 星期二: 10:00 – 17:30 | 星期三: 10:00 – 17:30 | 星期四: 10:00 – 17:30 | 星期五: 10:00 – 17:30 | 星期六: 10:00 – 17:30 | 星期日: 休息,高雄市,楠梓區
歐哈娜寵窩沙龍,81454台灣高雄市仁武區八德西路1850號,07 373 0612,https://liff.line.me/1645278921-kWRPP32q/?accountId=522kltts,4.5,104,星期一: 09:30 – 18:30 | 星期二: 09:30 – 18:30 | 星期三: 09:30 – 18:30 | 星期四: 09:30 – 18:30 | 星期五: 09:30 – 18:30 | 星期六: 09:30 – 18:30 | 星期日: 09:30 – 18:30,高雄市,楠梓區
寵の領域 寵物精品美容&寵物旅館,811台灣高雄市楠梓區右昌街807號,07 363 2885,https://www.facebook.com/%E5%AF%B5%E3%81%AE%E9%A0%98%E5%9F%9F-%E5%AF%B5%E7%89%A9%E7%B2%BE%E5%93%81%E7%BE%8E%E5%AE%B9%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-109509297198953/?ref=pages_you_manage,2.6,9,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,高雄市,楠梓區
毛怪寵物沙龍,814台灣高雄市仁武區霞海東二街16號,,https://m.facebook.com/108935551915647/?ref=wizard,5,28,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,高雄市,楠梓區
Bo妞寵物美容,811台灣高雄市楠梓區青埔街50巷76號,,,,,,高雄市,楠梓區
Just Love就是愛寵物精品旅館,813023台灣高雄市左營區新庄仔路409號,07 350 5553,https://www.facebook.com/JustLovePet/,4.9,109,星期一: 09:30 – 19:30 | 星期二: 09:30 – 19:30 | 星期三: 09:30 – 19:30 | 星期四: 09:30 – 19:30 | 星期五: 09:30 – 19:30 | 星期六: 09:30 – 19:30 | 星期日: 09:30 – 19:30,高雄市,楠梓區
百分百寵物生活館 寵物美容 (旗楠店) 獸醫師開的寵物店,811台灣高雄市楠梓區旗楠路106號,07 353 5918,https://pet100percent.simplybook.asia/,4.9,2062,星期一: 09:00 – 22:00 | 星期二: 09:00 – 22:00 | 星期三: 09:00 – 22:00 | 星期四: 09:00 – 22:00 | 星期五: 09:00 – 22:00 | 星期六: 09:00 – 22:00 | 星期日: 09:00 – 22:00,高雄市,楠梓區
汪汪狗寵物美容店,811台灣高雄市楠梓區加昌路385號,0900 400 123,,4.3,26,,高雄市,楠梓區
布丁狗愛犬美容,81165台灣高雄市楠梓區清成街23號,0931 775 523,,4,24,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 休息 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,高雄市,楠梓區
寵物公園(高雄楠梓店) - 專業寵物用品&寵物美容,811台灣高雄市楠梓區德賢路138號,07 360 0758,https://www.wonderpet.asia/,4.9,1592,星期一: 11:00 – 23:00 | 星期二: 11:00 – 23:00 | 星期三: 11:00 – 23:00 | 星期四: 11:00 – 23:00 | 星期五: 11:00 – 23:00 | 星期六: 11:00 – 23:00 | 星期日: 11:00 – 23:00,高雄市,楠梓區
SE GAO 寵物美容,811台灣高雄市楠梓區楠裕街102-1號,0906 877 397,https://www.facebook.com/segao11/,4.8,40,星期一: 休息 | 星期二: 11:00 – 19:30 | 星期三: 11:00 – 19:30 | 星期四: 11:00 – 19:30 | 星期五: 11:00 – 19:30 | 星期六: 11:00 – 19:30 | 星期日: 11:00 – 19:30,高雄市,楠梓區
東森寵物-楠梓藍昌店,811台灣高雄市楠梓區藍昌路425號,07 591 8777,http://www.oscar-pet.com.tw/,4.3,339,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,高雄市,楠梓區
沐恩寵物美容 Moon pet grooming,811台灣高雄市楠梓區加昌路700巷70號,0981 587 877,https://www.facebook.com/keey1688?mibextid=LQQJ4d,4.9,65,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 休息,高雄市,楠梓區
Shaggy Dog 懶狗狗寵物沙龍,811台灣高雄市楠梓區右昌街124號,07 962 3032,https://www.facebook.com/profile.php?id=61564465259787,5,11,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 休息,高雄市,楠梓區
毛小孩寵物澡堂,811台灣高雄市楠梓區瑞仁路46號,0988 003 560,https://www.facebook.com/doggysalon3100669/,4.9,28,星期一: 10:30 – 17:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 休息 | 星期五: 10:30 – 17:00 | 星期六: 10:30 – 17:00 | 星期日: 休息,高雄市,楠梓區
My Dog 寵物美容．住宿,807台灣高雄市三民區民族一路525號,07 350 1623,https://www.facebook.com/mydogpetgrooming2020/,4.9,78,星期一: 11:00 – 19:00 | 星期二: 休息 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,高雄市,楠梓區
王子與公主寵物美容 左營店,813台灣高雄市左營區西陵街94號,07 588 6986,https://www.facebook.com/love0915015952/,4.9,130,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,高雄市,楠梓區
森富寵物生活館/高雄合法寵物美容住宿推薦,807台灣高雄市三民區明賢街42號,07 350 1217,,4.6,82,星期一: 09:30 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 09:30 – 19:00 | 星期日: 09:30 – 19:00,高雄市,楠梓區
初心寵物美容沙龍-精緻剪/Spa/皮毛護理/狗狗住宿/安親,81361台灣高雄市左營區重信路391號,07 350 3355,https://line.me/R/ti/p/@hjm6115s,4.7,90,星期一: 09:30 – 19:00 | 星期二: 09:30 – 19:00 | 星期三: 09:30 – 19:00 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 09:30 – 19:00 | 星期日: 休息,高雄市,楠梓區
貓癮貓坊,811台灣高雄市楠梓區大學二十街9號,0905 615 658,https://www.instagram.com/meowtopia2024,5,70,星期一: 13:00 – 20:00 | 星期二: 休息 | 星期三: 13:00 – 20:00 | 星期四: 13:00 – 20:00 | 星期五: 13:00 – 20:00 | 星期六: 13:00 – 20:00 | 星期日: 13:00 – 20:00,高雄市,楠梓區
扭扭貓屋🐈🐾-高雄左營│高雄貓咪旅館│高雄貓咪住宿│高雄貓咪美容│左營貓住宿/美容推薦,813台灣高雄市左營區重清路256號,,https://wrigglecat256.com.tw/,5,96,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 休息 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,高雄市,楠梓區
貓奴貓旅館｜高雄左營純貓住宿｜左營貓咪咖啡廳｜到府照顧｜貓咪洗澡｜品種貓舍,813台灣高雄市左營區文自路164號,07 350 7749,https://www.facebook.com/100093196668677,5,229,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,高雄市,楠梓區
大貓先生,811台灣高雄市楠梓區德民路356巷36弄25號,0929 310 986,,3.5,2,星期一: 休息 | 星期二: 休息 | 星期三: 休息 | 星期四: 08:00 – 14:00 | 星期五: 08:00 – 14:00 | 星期六: 08:00 – 14:00 | 星期日: 休息,高雄市,楠梓區
貓頭目貓咪旅館/預約制/單純貓咪住宿/,813台灣高雄市左營區重吉路18號,,,5,84,,高雄市,楠梓區
日光寵物旅館🐾貓旅🐾純貓住宿🐾鼠兔寄宿,814台灣高雄市仁武區大正路312號,0989 312 032,https://www.facebook.com/profile.php?id=61559296175740&mibextid=ZbWKwL,5,35,"星期一: 11:30 – 15:30, 19:00 – 22:00 | 星期二: 11:30 – 15:30, 19:00 – 22:00 | 星期三: 11:30 – 15:30, 19:00 – 22:00 | 星期四: 11:30 – 15:30, 19:00 – 22:00 | 星期五: 11:30 – 15:30, 19:00 – 22:00 | 星期六: 11:30 – 15:30, 19:00 – 22:00 | 星期日: 11:30 – 15:30, 19:00 – 22:00",高雄市,楠梓區
貓家貓旅館｜左營貓住宿｜左營貓美容｜高雄貓住宿｜高雄貓美容,813台灣高雄市左營區重上街145號,07 962 3186,https://www.lovecathotel.com.tw/,5,27,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,高雄市,楠梓區
睦眠貓舍｜貓咪用品｜貓咪住宿｜貓咪培育｜,807台灣高雄市三民區金山路178號,0906 609 202,https://mumian.com.tw/,5,21,星期一: 休息 | 星期二: 13:00 – 19:00 | 星期三: 13:00 – 19:00 | 星期四: 13:00 – 19:00 | 星期五: 13:00 – 19:00 | 星期六: 13:00 – 19:00 | 星期日: 13:00 – 19:00,高雄市,楠梓區
愛沐貓旅,"14號, 民生一路新興區高雄市台灣 800",07 222 2589,http://www.enjoycathotel.com.tw/,4.8,164,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,高雄市,楠梓區
喵窩貓旅,820台灣高雄市岡山區大仁北路121巷1弄29-2號,0973 257 810,https://www.facebook.com/pages/category/Pet-Service/%E5%96%B5%E7%AA%A9%E8%B2%93%E6%97%85-Meow-112118603889476/,4.8,21,星期一: 10:00 – 18:00 | 星期二: 休息 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,高雄市,楠梓區
高雄淼淼貓舍（可當日預約）,833台灣高雄市鳥松區本館路96號,07 370 9765,https://rink.cc/d2cdr,5,120,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,高雄市,楠梓區
露娜寵物旅館,807台灣高雄市三民區義昌路42號,0910 315 065,,4.6,81,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,高雄市,楠梓區
毛有所思Furry Thinker ｜貓旅館｜寵物行為教育（完全預約制）,807台灣高雄市三民區察哈爾一街9號,07 322 2525,https://www.facebook.com/furrythinker/,4.9,75,,高雄市,楠梓區
捲一圈貓旅館專門Cat&Hotel,807台灣高雄市三民區十全一路2號,07 322 2019,https://m.facebook.com/yonocathotel/,4.3,9,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 休息,高雄市,楠梓區
阿毛寵物旅店 A Mou Pet House,814台灣高雄市仁武區仁勇東巷230號,07 375 9522,http://amou-pethouse.com.tw/,5,15,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,高雄市,楠梓區
娜比貓舍 NABI Cattery（預約制）,811台灣高雄市楠梓區秀群路551號,,https://www.instagram.com/nabi_cattery_?igsh=MXh6cnExcnVkZDB2YQ==&utm_source=qr,5,6,星期一: 09:00 – 22:30 | 星期二: 09:00 – 22:30 | 星期三: 09:00 – 22:30 | 星期四: 09:00 – 22:30 | 星期五: 09:00 – 22:30 | 星期六: 09:00 – 22:30 | 星期日: 09:00 – 22:30,高雄市,楠梓區
咪魯寵物沙龍,811台灣高雄市楠梓區德民路655號,0911 198 200,https://lin.ee/bHsdOZu,5,291,星期一: 休息 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,高雄市,楠梓區
寵物公園(楠梓楠新店),811026台灣高雄市楠梓區楠梓新路233號,07 353 0856,https://www.wonderpet.asia/,5,427,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,高雄市,楠梓區
狗小孩寵物澡堂,811台灣高雄市楠梓區樂群路121號,07 364 2262,,4.8,19,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,高雄市,楠梓區
變色狗,811台灣高雄市楠梓區德民路997之6號,0936 860 000,,4.4,19,星期一: 12:00 – 17:00 | 星期二: 12:00 – 17:00 | 星期三: 12:00 – 17:00 | 星期四: 12:00 – 17:00 | 星期五: 12:00 – 17:00 | 星期六: 12:00 – 17:00 | 星期日: 休息,高雄市,楠梓區
塔塔寵物美學｜深層清潔spa｜日式有機草本泥｜奈米淨化浴,811台灣高雄市楠梓區樂群路131號,07 364 2262,,5,5,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 休息 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 休息,高雄市,楠梓區
莒光寵物美容SPA館,811台灣高雄市楠梓區加昌路851號2F,07 363 7003,,,,"星期一: 08:00 – 12:00, 13:00 – 17:00 | 星期二: 08:00 – 12:00, 13:00 – 17:00 | 星期三: 08:00 – 12:00, 13:00 – 17:00 | 星期四: 08:00 – 12:00, 13:00 – 17:00 | 星期五: 08:00 – 12:00, 13:00 – 17:00 | 星期六: 08:00 – 12:00, 13:00 – 17:00 | 星期日: 08:00 – 12:00, 13:00 – 17:00",高雄市,楠梓區
北高雄水族寵物館-楠梓店,811台灣高雄市楠梓區大學二十六街81號,07 364 1809,http://nkac.net/,4.3,183,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 10:00 – 23:00 | 星期日: 10:00 – 23:00,高雄市,楠梓區
康寧寵物樂園,811台灣高雄市楠梓區楠陽路85號,07 352 5816,,3.7,3,"星期一: 休息 | 星期二: 休息 | 星期三: 09:00 – 12:00, 13:00 – 17:00 | 星期四: 09:00 – 12:00, 13:00 – 17:00 | 星期五: 09:00 – 12:00, 13:00 – 17:00 | 星期六: 09:00 – 12:00, 13:00 – 17:00 | 星期日: 09:00 – 12:00, 13:00 – 17:00",高雄市,楠梓區
貓狗大棧寵物百貨-高雄右昌店,811台灣高雄市楠梓區後昌新路130號,07 362 8777,https://catndog.com.tw/,4.2,856,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 10:00 – 23:00 | 星期日: 10:00 – 23:00,高雄市,楠梓區
金湛爬寵,811728台灣高雄市楠梓區高雄大學路377號,0987 599 932,https://www.instagram.com/jinzhancoffee/,4.7,15,星期一: 休息 | 星期二: 13:00 – 19:00 | 星期三: 13:00 – 19:00 | 星期四: 13:00 – 19:00 | 星期五: 13:00 – 19:00 | 星期六: 13:00 – 19:00 | 星期日: 休息,高雄市,楠梓區
底佳動物醫院,811台灣高雄市楠梓區德賢路220巷31號,07 365 8891,,4.6,246,星期一: 09:30 – 21:00 | 星期二: 09:30 – 21:00 | 星期三: 休息 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:00 | 星期六: 09:30 – 21:00 | 星期日: 09:30 – 17:00,高雄市,楠梓區
原野寵物｜貓犬SPA專科｜醫美級寵物美容,813台灣高雄市左營區後昌路605號,07 364 1303,https://lin.ee/VjE1WiB,5,131,星期一: 11:59 – 21:00 | 星期二: 11:59 – 21:00 | 星期三: 休息 | 星期四: 11:59 – 21:00 | 星期五: 11:59 – 21:00 | 星期六: 11:59 – 21:00 | 星期日: 11:59 – 21:00,高雄市,楠梓區
