店名,地址,電話,網站,評分,評分數量,營業時間,城市,區域
瑋特貓狗SPA生活館－台中寵物美容｜台中寵物住宿｜台中寵物旅館｜台中寵物沙龍｜狗美容｜狗住宿 推薦,408台灣台中市南屯區大墩十一街648號,04 2320 8339,https://www.facebook.com/share/18cNXA9EYx/,4.5,871,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,台中市,中區
樂曖貓狗生活館-寵物住宿推薦(台中南區)寄宿旅館 優質平價寵物美容 寵物貓狗安親 寵物SPA 貓咪造型美容洗澡,402007台灣台中市南區忠孝路3號,04 2285 8106,,4.8,220,星期一: 11:00 – 20:00 | 星期二: 休息 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台中市,中區
Cozypets暖暖寵物澡堂(一對一預約優先制)【台中西區網友推薦寵物旅館】安心寵物住宿｜寵物寄宿｜洗狗｜寵物美容｜狗狗洗澡｜貓咪洗澡｜大狗美容,403台灣台中市西區西屯路一段133之1號1樓,04 2206 0125,https://www.cozypets113-1.com/,4.9,40,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,台中市,中區
晨曦毛旅,402台灣台中市南區國光路65號,04 2376 7369,https://page.line.me/502ugcbw,4.6,45,星期一: 09:00 – 19:00 | 星期二: 休息 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,台中市,中區
好萌pet sitter,403台灣台中市西區五權七街206號,0988 676 805,https://m.facebook.com/haomeng.tw/,4.9,71,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台中市,中區
咪谷貓旅館,403台灣台中市西區福人街44巷2號,0965 409 861,https://business.google.com/site/l/10048854663100449717?amp%3Bhl=zh-TW,5,369,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,台中市,中區
小犬大宅寵物旅店,408台灣台中市南屯區大英街179號,0978 129 671,https://www.facebook.com/profile.php?id=100090996446447&mibextid=LQQJ4d,5,53,星期一: 10:00 – 20:00 | 星期二: 休息 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,台中市,中區
旺憂寵物(東興店) — 寵物用品｜寵物美容｜寵物住宿(24小時保母)｜寵物安親,408台灣台中市南屯區東興路二段265號,04 2473 5678,https://lin.ee/Wij3Flb,5,864,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,台中市,中區
妮絨我濃的龍貓世界,403台灣台中市西區居仁街7號5樓之4,0982 877 917,https://shopee.tw/a0906527832,5,4,,台中市,中區
阿彭寵物旅館（標準型貴賓巨貴培育買賣）,412台灣台中市大里區環中東路六段508號,0956 051 778,https://www.facebook.com/PONpetshop/,4.9,127,星期一: 09:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,台中市,中區
Unique dog 寵物服務,406台灣台中市北屯區青島路三段187-1號號 號,04 2236 9880,,4.6,57,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 18:00 | 星期日: 休息,台中市,中區
汪大爺寵物美容館（安親住宿）,401台灣台中市東區大振街30號,04 2280 0933,https://www.facebook.com/hanawacat/,4.9,29,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,台中市,中區
走走貓咪精品寵物旅館 Catwalk Inn 台中純貓旅館 貓咪安親 寵物用品,404台灣台中市北區山西路一段56號,0903 423 276,https://www.instagram.com/catwalkinn56/,5,97,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台中市,中區
犬弟寶寵物住宿/美容（預約請洽官方line：@217boamf),406台灣台中市北屯區平興街2號,04 2246 2929,https://www.facebook.com/profile.php?id=61560703221553,4.9,106,星期一: 09:30 – 18:30 | 星期二: 09:30 – 18:30 | 星期三: 09:30 – 18:30 | 星期四: 09:30 – 18:30 | 星期五: 09:30 – 15:00 | 星期六: 10:30 – 18:00 | 星期日: 休息,台中市,中區
毛棧PawStay-台中寵物美容/寵物住宿/寵物安親/智能寵物店3.0,403台灣台中市西區美村路一段245號,04 2301 2300,https://pawstay.com.tw/,4.8,47,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 休息 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,台中市,中區
萌寵部落の愛喵旅館,40866台灣台中市南屯區大英街173號,0905 602 381,https://173qpets.com.tw/,4.9,97,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,台中市,中區
GO HOME 寵物精緻沙龍,402台灣台中市南區忠孝路3號,04 2285 8106,https://www.facebook.com/gohome03,4.7,13,星期一: 11:00 – 20:00 | 星期二: 休息 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台中市,中區
花羨狗地方寵物店-特寵業字第 S1070010號-03,404台灣台中市北區東光路310號,04 2233 4838,https://www.facebook.com/profile.php?id=100064049621949&mibextid=ZbWKwL,4,8,星期一: 10:00 – 20:00 | 星期二: 休息 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,台中市,中區
桃樂貝寵物沙龍,40146台灣台中市東區台中路131號一樓,04 2228 0201,,4.7,88,星期一: 10:30 – 20:00 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 休息,台中市,中區
咕吉家Gugi+ ｜台中貓咪旅館｜台中貓咪住宿｜台中貓咪到府服務｜台中寵物蛋糕,407台灣台中市西屯區上明二街8號,0938 518 592,https://www.facebook.com/gugicathouse/?ref=pages_you_manage,5,192,"星期一: 10:30 – 15:00, 22:30 – 00:30 | 星期二: 10:30 – 15:00, 22:30 – 00:30 | 星期三: 10:30 – 15:00, 22:30 – 00:30 | 星期四: 10:30 – 15:00, 22:30 – 00:30 | 星期五: 10:30 – 15:00, 22:30 – 00:30 | 星期六: 10:30 – 15:00, 22:30 – 00:30 | 星期日: 10:30 – 15:00, 22:30 – 00:30",台中市,中區
優蜜兒專業寵物美容,406台灣台中市北屯區文心路四段960號,04 2238 0509,https://www.facebook.com/YOMIDOGSHOP/,4.9,69,星期一: 09:00 – 19:30 | 星期二: 09:00 – 19:30 | 星期三: 09:00 – 19:30 | 星期四: 09:00 – 19:30 | 星期五: 09:00 – 19:30 | 星期六: 09:00 – 19:30 | 星期日: 休息,台中市,中區
霏霏寵物度假會館,406台灣台中市北屯區和福路66號,0928 197 119,https://www.facebook.com/%E5%8F%B0%E4%B8%AD%E5%AF%B5%E7%89%A9%E4%BD%8F%E5%AE%BF%E4%B8%8D%E9%97%9C%E7%B1%A0%E9%9C%8F%E9%9C%8F%E5%AF%B5%E7%89%A9%E5%BA%A6%E5%81%87%E6%9C%83%E9%A4%A8%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8%E5%AF%B5%E7%89%A9%E5%AF%84%E5%AE%BF-109525553068484/,4.8,171,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,台中市,中區
ici 貓旅,403台灣台中市西區美村路一段93號3 樓,0912 872 579,https://www.facebook.com/icicat2017/,4.4,58,星期一: 14:00 – 22:00 | 星期二: 14:00 – 22:00 | 星期三: 14:00 – 22:00 | 星期四: 14:00 – 22:00 | 星期五: 14:00 – 22:00 | 星期六: 14:00 – 22:00 | 星期日: 14:00 – 22:00,台中市,中區
英倫王子悠閒時光寵物旅館,407台灣台中市西屯區逢甲路227-1號,04 2236 1216,http://www.ukprince.com.tw/,4.6,153,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 09:30 – 20:00 | 星期日: 09:30 – 20:00,台中市,中區
犬家寵物美容旅館 - (全預約制/請加LINE ID:@567xseum),412台灣台中市大里區西榮路260巷35號,,https://line.me/ti/p/~@567xseum,5,72,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,台中市,中區
汪汪犬旅寵物美容/安親/住宿 預約 line ID:@cik3330f,406台灣台中市北屯區松竹路二段361號,0930 376 959,https://rink.cc/l74jq,4.8,139,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,台中市,中區
菈格斐寵物鸚鵡·行為·飲食,401台灣台中市東區精武東路76號,0930 870 186,https://www.facebook.com/profile.php?id=100063506517021,5,105,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,台中市,中區
Gogohome X DDwash,403台灣台中市西區民興街133號,,https://instagram.com/gogohomexddwash?igshid=YmMyMTA2M2Y=,5,7,,台中市,中區
夏沐沐寵物美容｜寵物住宿｜皮膚管理｜台中西屯,407台灣台中市西屯區永福路118巷11號,0982 663 177,https://www.facebook.com/%E5%A4%8F%E6%B2%90%E6%B2%90%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-193923807335108/,4.9,239,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,台中市,中區
飽屋寵物美容｜預約制｜住宿｜安親｜鮮食｜接送｜到府教學｜,407台灣台中市西屯區大隆路72號2樓,0966 293 606,http://www.facebook.com/BaoWu0214/,4.7,69,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,台中市,中區
MOCHOCO寵物沙龍X旅宿-台中南區店｜美容 洗澡 spa 護理｜旅館 住宿 安親｜皮膚 足部 口腔 保健,402台灣台中市南區南平路39-5號,04 2265 8202,,5,161,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台中市,中區
Echo House愛狗寵物美容精品館,404台灣台中市北區進化北路396-3號,04 2236 0911,,4.7,24,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台中市,中區
咕嚕咕嚕雙腸搗蛋寵物工作坊,404台灣台中市北區中清路一段89號15F,0980 577 272,https://www.facebook.com/doubledachshund?mibextid=JRoKGi,5,47,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 10:00 – 19:00,台中市,中區
囍狗寵物澡堂 寵物美容 住宿安親 夜間美容,406台灣台中市北屯區遼陽四街45號,0979 241 202,https://lin.ee/9CBsXTy,4.8,23,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台中市,中區
犬藝匠-寵物美容沙龍,402台灣台中市南區五權南路548號,04 2260 8363,https://www.facebook.com/%E7%8A%AC%E8%97%9D%E5%8C%A0-Pet-Grooming-Salon-335416497388300,5,41,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台中市,中區
汪喵の旅 寵物旅館,"No. 372號, 軍福十六路北屯區台中市台灣 406",04 2436 1984,https://m.facebook.com/WangMiaonoLuChongWuLuGuan/?ref=page_internal&mt_nav=0,4.8,190,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,台中市,中區
ODO寵物生活旅宿,406台灣台中市北屯區北屯路281-3號,0917 376 200,,5,34,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台中市,中區
貓森林(預約制),404台灣台中市北區忠太東路117號,0982 605 805,https://www.facebook.com/forestofcat/,5,47,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 休息 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,台中市,中區
帕比樂寵物美宿館,406台灣台中市北屯區柳陽西街118號,04 2247 2520,,4.9,44,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,台中市,中區
【PAWISH 啵希寵物沙龍精品旅店】 狗狗美容 貓咪美容 狗狗住宿 貓咪住宿 狗狗安親 貓咪安親 台中寵物住宿 寄宿 台中寵物美容,408台灣台中市南屯區黎明路二段698號,04 2254 6453,https://www.facebook.com/PAWISH.PETS,4.3,52,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台中市,中區
洗狗殿投幣式自助寵物澡堂（附設計時寄放寵物）,406台灣台中市北屯區興安路二段123號1 樓,0923 371 415,,5,4,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,台中市,中區
洗ba洗ba寵物沙龍｜貓咪美容｜寵物安親住宿,411台灣台中市太平區新興路30號,0958 726 581,https://instagram.com/baba_petgroomer_?igshid=MmIzYWVlNDQ5Yg==,4.9,65,星期一: 休息 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台中市,中區
寵物保姆/Pet sitter,406台灣台中市北屯區柳陽西街,0985 589 929,https://www.instagram.com/pet_with_you?igsh=czhsdWhvOXBqYjU1&utm_source=qr,5,47,星期一: 07:30 – 20:30 | 星期二: 07:30 – 20:30 | 星期三: 07:30 – 20:30 | 星期四: 07:30 – 20:30 | 星期五: 07:30 – 20:30 | 星期六: 08:00 – 20:00 | 星期日: 08:00 – 20:00,台中市,中區
狗勾寵物造型,411台灣台中市太平區環中東路三段288號,0906 898 332,https://m.facebook.com/gougou.petgroom,5,35,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台中市,中區
希米亞寵物旅館,402台灣台中市南區工學北路86號,04 2260 5478,,4.4,50,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,台中市,中區
Hello Puppy 頂級寵物會館,408台灣台中市南屯區益昌二街111號,0937 399 338,https://www.hellopuppy.com.tw/,5,82,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,台中市,中區
旺憂寵物(忠明店) — 寵物用品｜寵物美容｜寵物住宿(24小時保母)｜寵物安親,404台灣台中市北區忠明路333號,04 2203 3888,https://lin.ee/pE5cvFX,5,140,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,台中市,中區
喜狗喜貓寵物生活館,403台灣台中市西區南屯路一段10號,04 2372 6973,https://www.facebook.com/LDLCLpets/,4.6,261,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 休息 | 星期日: 09:30 – 20:30,台中市,中區
來寵我寵物生活館,408台灣台中市南屯區文心路一段66號,0903 888 855,https://linkby.tw/momo11074,4.7,36,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,台中市,中區
Wen溫斯頓寵物生活館,406台灣台中市北屯區熱河路三段91巷1號,0980 515 681,https://lin.ee/4uhdCRja,4.8,191,星期一: 11:00 – 19:30 | 星期二: 11:00 – 19:30 | 星期三: 11:00 – 19:30 | 星期四: 11:00 – 19:30 | 星期五: 11:00 – 19:30 | 星期六: 11:00 – 19:30 | 星期日: 11:00 – 19:30,台中市,中區
PAT’s KITCHEN (派特寵物友善餐廳)｜寵物美容｜寵物泳池｜寵物安親｜寵物住宿（24小時保母）,408台灣台中市南屯區公益路二段959號,04 2389 9891,https://www.facebook.com/PATSKITCHEN2022,4.7,931,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 休息 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,台中市,中區
良辰吉喵貓旅館(全預約制),402台灣台中市南區南門路47號,04 2321 0631,https://www.facebook.com/thetimewithcats/,4.9,11,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,台中市,中區
台中喵星人Villa貓住宿/到府/安親,403台灣台中市西區精誠路35號,0989 655 655,https://www.facebook.com/catsvilla35/,5,178,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台中市,中區
貓の執事 CatButler 台中純貓旅館/貓美容/到府照顧,403台灣台中市西區忠勤街98號,04 2372 2765,https://linktr.ee/Catbutler,4.7,217,星期一: 11:00 – 18:00 | 星期二: 11:00 – 18:00 | 星期三: 11:00 – 18:00 | 星期四: 休息 | 星期五: 11:00 – 18:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 18:00,台中市,中區
樂奇貓咪生活館,402台灣台中市南區南陽街90號,04 2260 3373,https://lucky-cat.com.tw/,4.9,198,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,台中市,中區
貓掌印別館,403台灣台中市西區136 自由路一段40-6號1樓,0975 497 373,https://www.facebook.com/catsittertw/,4.9,23,星期一: 14:00 – 21:30 | 星期二: 14:00 – 21:30 | 星期三: 14:00 – 21:30 | 星期四: 14:00 – 21:30 | 星期五: 14:00 – 21:30 | 星期六: 14:00 – 21:30 | 星期日: 14:00 – 21:30,台中市,中區
怡 喵旅~ 貓咪咖啡｜純貓住宿、美容、行為諮詢｜寵物溝通~,407台灣台中市西屯區文心路三段120號,04 2315 7558,https://www.yimeowinn.com/,4.8,240,星期一: 12:30 – 19:00 | 星期二: 12:30 – 19:00 | 星期三: 12:30 – 19:00 | 星期四: 12:30 – 19:00 | 星期五: 12:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,台中市,中區
Neko Neko 貓咪專門 美容·住宿,407台灣台中市西屯區大墩二十街103號,,,4.9,41,星期一: 11:00 – 18:00 | 星期二: 休息 | 星期三: 11:00 – 18:00 | 星期四: 13:00 – 18:00 | 星期五: 11:00 – 18:00 | 星期六: 11:00 – 18:00 | 星期日: 11:00 – 18:00,台中市,中區
日安貓坊-貓住宿/美容；塔羅/靈氣,402台灣台中市南區文心南路821號3樓,0972 786 698,http://www.facebook.com/Suncathotel/,4.9,62,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,台中市,中區
繆思貓咪旅館,41246台灣台中市大里區德芳路一段12號,0987 833 544,https://meowsbnb.com/,5,43,星期一: 10:00 – 20:30 | 星期二: 10:00 – 20:30 | 星期三: 10:00 – 20:30 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 20:30 | 星期日: 10:00 – 20:30,台中市,中區
