店名,地址,電話,網站,評分,評分數量,營業時間,城市,區域
樂芙倪寵物精品旅館,70162台灣台南市東區裕忠路128-3號,06 331 1601,,4.8,63,星期一: 10:30 – 18:40 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:30 – 18:40 | 星期五: 10:30 – 18:40 | 星期六: 10:30 – 18:40 | 星期日: 10:30 – 18:40,台南市,中西區
IGOGO寵物沙龍旅館（西門店）,704台灣台南市北區西門路四段282號,0970 677 600,,4.8,62,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
奇巧手寵物沙龍,708台灣台南市安平區文平路215號,06 295 7222,,4.9,20,星期一: 休息 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:20 – 21:00 | 星期日: 10:20 – 21:00,台南市,中西區
MUMAO 牧貓精品寵物旅館 - 台南館(寵物住宿.寵物美容),701台灣台南市東區裕農路375號B1號,06 208 5491,https://www.mumao.com.tw/,4.6,185,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
波樂寵物沐工坊,708台灣台南市安平區永華十一街17巷33號,0901 356 829,https://www.instagram.com/bole_3317?igsh=MWJ5b2s0MjQwanY3OQ%3D%3D&utm_source=qr,5,19,星期一: 休息 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 18:00 | 星期五: 休息 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,台南市,中西區
第寶寵物生活館台南店,700台灣台南市中西區金華路三段6號,06 223 9458,https://www.facebook.com/profile.php?id=61552506070701,4.5,139,星期一: 11:00 – 00:00 | 星期二: 11:00 – 00:00 | 星期三: 11:00 – 00:00 | 星期四: 11:00 – 00:00 | 星期五: 11:00 – 00:00 | 星期六: 11:00 – 00:00 | 星期日: 11:00 – 00:00,台南市,中西區
寵沐殿PET SHOP－寵物沙龍SPA生活館 |美容|寄宿|周邊商品,708013台灣台南市安平區健康路三段315號1F,06 299 8348,https://www.facebook.com/%E5%AF%B5%E6%B2%90%E6%AE%BF%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8Dspa%E7%94%9F%E6%B4%BB%E9%A4%A8106909555163148,4.8,72,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
同心旅棧 |寵物友善|安心住合法民宿|(可自助入住|國旅卡|國旅券) - 台南包棟民宿推薦 寵物友善住宿首選 特色性別友善 優質好客民宿 安心旅宿 熱門訂房優惠 網友平價住宿推薦 家庭親子度假好評 高CP值價格 人氣打卡必住輕旅行 PTT Dcard,700台灣台南市中西區忠孝街93巷114號6號,0918 865 801,http://www.oneheart.url.tw/,4.8,64,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 11:00 – 22:00,台南市,中西區
喵小二貓咪旅館(預約制)◎住宿安親寄養◎特寵業字第 U1130730-00 號,704台灣台南市北區大港街93號2樓,,https://lin.ee/y0Yrc72,5,23,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,台南市,中西區
蝸聚民宿,700台灣台南市中西區民生路一段157巷12號,0956 167 168,https://site-8437815-6591-3615.mystrikingly.com/,4.9,1022,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,台南市,中西區
Pawpal 抱抱貓旅館,709台灣台南市安南區郡安路四段77號 號,06 252 6061,http://www.facebook.com/Pawpal77,5,76,"星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 12:00, 18:00 – 20:00 | 星期日: 10:00 – 12:00, 18:00 – 20:00",台南市,中西區
五代寵物沙龍（台南寵物美容推薦／台南寵物住宿／寵物接送／寵物狗狗安親班／寵物狗狗貓鮮食零食推薦／寵物托兒所安親班）,704台灣台南市北區和緯路四段362號,06 252 3819,https://lin.ee/ok4RY9N,4.6,90,星期一: 10:00 – 21:30 | 星期二: 10:00 – 21:30 | 星期三: 10:00 – 21:30 | 星期四: 10:00 – 21:30 | 星期五: 10:00 – 21:30 | 星期六: 10:00 – 21:30 | 星期日: 12:00 – 21:30,台南市,中西區
月亮慢慢走Moon walks slowly 台南寵物友善民宿,700台灣台南市中西區衛民街106之21號,0933 806 349,https://pawpad.easy.co/,4.7,206,,台南市,中西區
太陽慢慢走 Red Letter Day 台南寵物友善民宿,700台灣台南市中西區大埔街89巷35號,0933 806 349,https://pawpad.easy.co/pages/%E5%A4%AA%E9%99%BD%E6%85%A2%E6%85%A2%E8%B5%B0-red-letter-day,4.7,377,,台南市,中西區
小貓貓園貓旅｜台南貓旅館｜台南英短漸層｜台南布偶貓｜專業貓咪美容｜台南挪威森林貓,702台灣台南市南區大同路二段750巷104號,06 236 3312,https://www.instagram.com/maomao_siao/,5,37,星期一: 休息 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台南市,中西區
黛比犬貓專業剪藝＆台南CFA魔顏貓舍（寵物美容預約制）,700台灣台南市中西區金華路四段103號,06 224 8896,https://www.facebook.com/CFA-Mo-Yem-Cattery-%E9%AD%94%E9%A1%8F%E8%B2%93%E8%88%8D%E9%BB%9B%E6%AF%94%E7%8A%AC%E8%B2%93%E5%B0%88%E6%A5%AD%E5%89%AA%E8%97%9D-822162634569100/?ref=bookmarks,4.8,93,星期一: 11:00 – 22:00 | 星期二: 11:00 – 22:00 | 星期三: 11:00 – 22:00 | 星期四: 11:00 – 22:00 | 星期五: 11:00 – 22:00 | 星期六: 11:00 – 22:00 | 星期日: 休息,台南市,中西區
汪布寵物美學,708台灣台南市安平區建平十一街332號,06 298 8980,https://www.facebook.com/wangbupet,4.9,37,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 10:00 – 18:30 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 19:00 | 星期日: 休息,台南市,中西區
佐佐瑪莉寵物沙龍,708台灣台南市安平區民權路四段381-8號,0909 403 341,https://www.facebook.com/zozomarypet/,5,19,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,台南市,中西區
阡陌-分享民宿,700台灣台南市中西區新美街111號,0983 159 959,https://www.sleep-tainan.com/,4.6,142,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,台南市,中西區
逸境貓坊｜貓咪寄宿酒店,704台灣台南市北區西門路四段596號,0901 107 658,https://www.facebook.com/YIJINCATHOUSE,5,12,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,台南市,中西區
太妃狗寵物澡堂,701台灣台南市東區東安路82號,06 208 3115,,4.8,142,星期一: 11:30 – 18:30 | 星期二: 11:30 – 18:30 | 星期三: 11:30 – 18:30 | 星期四: 11:30 – 18:30 | 星期五: 11:30 – 18:30 | 星期六: 11:30 – 18:30 | 星期日: 11:30 – 18:30,台南市,中西區
喜恩精緻寵物美容館,710台灣台南市永康區中華西街21巷8-1號,06 302 6657,,4.9,24,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,台南市,中西區
Susisusi Cats Inn 四序貓旅,710台灣台南市永康區中華路359號,0976 657 359,https://www.susisusi-catsinn.com/rooms,5,34,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
貓の旅坊 貓旅館,701台灣台南市東區裕農路691號,0905 966 368,https://www.facebook.com/%E8%B2%93%E3%81%AE%E6%97%85%E5%9D%8A-330809164042535/,5,98,,台南市,中西區
毛孩慢步照護美容工作坊,701台灣台南市東區林森路二段192巷13號,0970 591 112,https://www.facebook.com/%E6%AF%9B%E5%AD%A9%E6%85%A2%E6%AD%A5%E7%85%A7%E8%AD%B7%E7%BE%8E%E5%AE%B9%E5%B7%A5%E4%BD%9C%E5%9D%8A-105012074537498/,4.9,47,星期一: 休息 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,台南市,中西區
貓咪船長寵物旅館,709台灣台南市安南區安中路一段130巷16-3號,0912 010 135,https://www.facebook.com/cathome0912010135/timeline?ref=page_internal,4.7,22,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,台南市,中西區
星期一貓旅舍 2.0 貓旅館 貓住宿,710台灣台南市永康區大橋一街103巷218號,0921 007 451,https://www.facebook.com/mondayhotel/,4.8,49,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 10:00 – 22:00,台南市,中西區
想見妮寵物美容-住宿,710台灣台南市永康區中山南路490巷2弄10號,0911 087 309,https://lin.ee/Ki4HqWM,4.7,52,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
Pet's Talk 寵物概念館,701台灣台南市東區府連路344巷1弄2號,06 208 3358,http://www.facebook.com/petstalk.shop,4.5,16,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 18:00 | 星期日: 休息,台南市,中西區
安佐樂寵物店,701台灣台南市東區小東路248之2號,06 208 9837,https://lin.ee/kPoyKfM,4.7,75,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,台南市,中西區
貓科動物專賣店,700台灣台南市中西區西門路二段344號,06 221 5067,https://www.facebook.com/catsfamily1997/,4.7,22,星期一: 15:00 – 23:00 | 星期二: 15:00 – 23:00 | 星期三: 15:00 – 23:00 | 星期四: 15:00 – 23:00 | 星期五: 15:00 – 23:30 | 星期六: 15:00 – 23:30 | 星期日: 15:00 – 23:00,台南市,中西區
文賓貓家,"3樓, No. 569號西門路一段南區台南市台灣 702005",0910 197 333,,5,1,,台南市,中西區
yoyo寵物美容生活館,708台灣台南市安平區建平四街18巷18弄12號,0903 589 733,https://henyea-forest-life.blogspot.com/2023/04/blog-post_8.html?m=1,4.5,42,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,台南市,中西區
GOIN寵物沙龍,702台灣台南市南區大成路一段62巷9號,0929 519 189,http://www.facebook.com/goin.pet.salon,5,16,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,台南市,中西區
汪喵歡樂營(台南館),700台灣台南市中西區文賢路135號,06 350 1234,https://www.facebook.com/cwangmiao/,4.8,1582,星期一: 14:00 – 00:00 | 星期二: 14:00 – 00:00 | 星期三: 休息 | 星期四: 休息 | 星期五: 14:00 – 00:00 | 星期六: 14:00 – 00:00 | 星期日: 14:00 – 00:00,台南市,中西區
凱勒窩 毛孩部屋,701台灣台南市東區東門路二段452號,06 267 7077,,4.2,26,星期一: 09:30 – 19:00 | 星期二: 09:30 – 19:00 | 星期三: 休息 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 09:30 – 19:00 | 星期日: 09:30 – 19:00,台南市,中西區
喵喵幼兒園,70058台灣台南市中西區武聖路27巷22號,,,5,1,星期一: 13:00 – 15:30 | 星期二: 13:00 – 15:30 | 星期三: 13:00 – 15:30 | 星期四: 13:00 – 15:30 | 星期五: 13:00 – 15:30 | 星期六: 13:00 – 15:30 | 星期日: 13:00 – 15:30,台南市,中西區
鑫嘉福寵物生活館-美容、住宿、安親,709台灣台南市安南區溪東一街1號1樓,0930 010 017,https://www.instagram.com/sin_jia_fu_pet?igsh=MzJ1bHlsem80azFi&utm_source=qr,5,48,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 09:30 – 20:30 | 星期日: 09:30 – 20:30,台南市,中西區
寵愛寵物美容教學旅館,710台灣台南市永康區中華一路20號,06 313 0020,,4.6,23,星期一: 休息 | 星期二: 10:30 – 21:00 | 星期三: 10:30 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 10:30 – 21:00 | 星期六: 10:30 – 21:00 | 星期日: 10:30 – 21:00,台南市,中西區
安平寵物島民宿,708台灣台南市安平區同平路156巷18之1號,0911 185 350,https://site.owlting.com/042eda55-ab3b-4f00-8252-ddf1a4e98cf7,4.4,38,,台南市,中西區
喜捨旅居 Xi-Shi Stay【中西區寵物友善 收取清潔費 獨棟透天 6~8人包棟】,700台灣台南市中西區大仁街73號,0977 182 525,https://www.booking.com/hotel/tw/xi-she-lu-ju-xi-shi-stay-chong-wu-you-shan-min-su.zh-cn.html?aid=356980&label=gog235jc-1FCAso5wFCDHhpLXNoZS1sdS1qdUgrWANo5wGIAQGYASu4ARjIAQzYAQHoAQH4AQOIAgGoAgS4ArforqUGwAIB0gIkMzVlZmNiZDAtN2FhOS00YzgyLWE3NDMtMDMxMzBiZWJkY2Iy2AIF4AIB&sid=8d714769121f5e7112861264468d285b&all_sr_blocks=1036775102_376221656_2_0_0;checkin=2023-07-22;checkout=2023-07-24;dest_id=10367751;dest_type=hotel;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=1036775102_376221656_2_0_0;hpos=1;matching_block_id=1036775102_376221656_2_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=1036775102_376221656_2_0_0__349360;srepoch=1688974428;srpvid=e6ae352d69310412;type=total;ucfs=1&#hotelTmpl,4.1,69,,台南市,中西區
Q&MI寵物美學,704台灣台南市北区长荣路四段201號1樓,06 208 6161,https://yihsuanwebdesign.com/qmi_pet_trimming/,5,79,星期一: 10:00 – 18:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
月光貓旅 Moonlight Cat Inn,70169台灣台南市東區崇善路565號3樓,06 290 1369,https://www.facebook.com/moonlight.catinn,4.9,22,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,台南市,中西區
阿布寵物生活館 犬貓美容住宿 貓旅館,710台灣台南市永康區復國一路461號,06 203 2379,https://www.facebook.com/abu.pet/,4.8,36,星期一: 休息 | 星期二: 09:20 – 18:20 | 星期三: 09:20 – 18:20 | 星期四: 休息 | 星期五: 09:20 – 18:20 | 星期六: 09:20 – 18:20 | 星期日: 09:20 – 18:20,台南市,中西區
米菲麻貓民宿（預約制）,701台灣台南市東區東門路三段37巷23號,0983 146 605,https://www.facebook.com/miffymamacatinn/,4.9,12,"星期一: 11:00 – 15:30, 17:30 – 20:30 | 星期二: 11:00 – 15:30, 17:30 – 20:30 | 星期三: 11:00 – 15:30, 17:30 – 20:30 | 星期四: 11:00 – 15:30, 17:30 – 20:30 | 星期五: 12:00 – 15:30, 17:30 – 19:00 | 星期六: 12:00 – 15:30, 17:00 – 18:00 | 星期日: 11:00 – 15:30, 17:30 – 20:30",台南市,中西區
寵物旅館,700台灣台南市中西區,,,5,1,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
台南 東寧文旅 (海安路.國華街.正興街.台南美食),700台灣台南市中西區民生路二段83號,06 221 3945,,4.2,1135,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,台南市,中西區
莯疇園雅築,700台灣台南市中西區建業街35號,0906 562 886,,4.7,137,,台南市,中西區
慕私旅文創民宿(禁止寵物),700台灣台南市中西区成功路343號二樓之1,,http://www.musihlyu.com/,4.5,120,,台南市,中西區
寶貝園寵物生活館,701台灣台南市東區長東街30號,06 290 4959,https://www.facebook.com/babydoging/,4.9,92,星期一: 休息 | 星期二: 10:30 – 20:00 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,台南市,中西區
樂米時尚寵物工作室,701台灣台南市東區懷恩街58號,,https://m.facebook.com/%E6%A8%82%E7%B1%B3%E6%99%82%E5%B0%9A%E5%AF%B5%E7%89%A9%E5%B7%A5%E4%BD%9C%E5%AE%A4-306597499351012/,4.9,66,星期一: 10:30 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,台南市,中西區
自然捲寵物澡堂|台南中西區,700台灣台南市中西區府緯街9巷29號之11,06 214 1697,,4.5,32,星期一: 休息 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,台南市,中西區
快樂尾巴專業寵物美容館Happy Tails,701台灣台南市東區崇道路25號,06 290 5673,https://www.facebook.com/%E5%BF%AB%E6%A8%82%E5%B0%BE%E5%B7%B4%E5%B0%88%E6%A5%AD%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-179661855421845/,4.9,27,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 休息 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,台南市,中西區
舒服寵物美容,700台灣台南市中西區南華街4號,0916 828 172,https://www.facebook.com/%E8%88%92%E6%9C%8D%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-430569253779982/,4.9,31,星期一: 09:30 – 21:00 | 星期二: 09:30 – 21:00 | 星期三: 休息 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:00 | 星期六: 09:30 – 21:00 | 星期日: 09:30 – 21:00,台南市,中西區
靓寶貝寵物SPA生活館,708台灣台南市安平區育平三街21號,06 295 0698,,4.8,58,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,台南市,中西區
尤菈寵美旅館,709台灣台南市安南區海佃路二段362-6號,06 256 5983,,5,32,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,台南市,中西區
